oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106190280,190280,LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,91436,Investor - Limited Liability Company,Teaching,100-149,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,1331,17,361,,177,,882,1004,,,,61,100,132,253,412,389,537,2,263,1584,39,,55,12,122,1364,77,256,,1109,,356,278,2,138,,,2,1,,,1591,13,282,,13641,173,1492,221,,,,694,99,63,463,65,,118,73,273,,,15,23,,,,,63,1823,,1277,375,213,7,,,,14,,,353,18,12,69,398,71,,7,224,108,178,41,64,95,,,1,33,182,31,1,154,1,191,91,,1,,5,1,58,60,9,,13,11,1231,60,5,126,,12,1743,,,,,,,
106190298,190298,LOS ANGELES,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,91741,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 25,District 48,Asuza/Charter Oak/Covina,Urban,4512,,,,,,2237,2275,,,15,217,339,422,685,975,922,937,,1947,2549,16,,182,,210,3923,116,81,,3928,83,39,418,33,3,,1,6,1,,,4250,9,253,,24410,1481,2792,238,,,1,2020,341,28,696,12,3,167,241,833,,1,147,23,,,,,167,4345,,2483,1139,794,10,,17,,69,,,978,203,103,258,39,118,3,3,603,327,837,109,94,342,14,,,108,358,15,,644,1,352,802,,4,,55,19,103,231,18,3,113,115,1713,339,6,95,,12,4399,,,,,,,
106190305,190305,LOS ANGELES,KINDRED HOSPITAL - LOS ANGELES,5525 W SLAUSON AVE,LOS ANGELES,90056,Investor - Limited Liability Company,Teaching,50-99,District 30,District 54,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,487,,,,,,266,221,,,,12,13,30,63,132,136,101,,89,381,17,,22,,148,208,3,106,,,,482,2,2,,,,,1,,,,,487,,29134,,,487,,,,26,48,15,209,1,,8,142,34,,,4,,,,,,,487,,270,68,127,1,,21,,,,,76,1,,5,,5,,,6,312,20,10,7,19,,,,,18,8,,204,,19,40,,,,,,11,25,,,8,,176,4,1,3,,4,479,,,,,,,
106190315,190315,LOS ANGELES,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,91754,Investor - Partnership,Teaching,200-299,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,8742,,,,313,1,4136,4920,,1148,81,622,1000,623,1088,1446,1355,1692,1,2570,6405,81,15,5452,,164,2985,197,229,14,6286,241,1215,153,23,,1,2,1,,1134,,4777,434,3845,,47826,173,6461,1288,1134,,,5514,229,217,739,,2,230,487,1514,,5,103,16,,,,,220,8834,2,3476,3469,1803,23,,11,,243,25,6,995,631,72,305,19,222,8,16,1699,281,757,71,310,507,1250,1145,8,131,551,75,3,1239,1154,1114,775,3,12,,305,32,145,357,89,7,193,204,3251,176,3,57,1,15,8980,,,,,,,
106190317,190317,LOS ANGELES,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1891 EFFIE ST,LOS ANGELES,90026,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 24,District 51,Echo Park/Hollywood North Central/Silverlake South,Urban,,,447,,,,171,276,,,262,59,69,32,25,,,,,255,189,3,,24,,82,277,4,47,13,29,116,300,,,,,,2,,,,,300,147,,11473,289,158,,,,,382,,1,19,19,6,13,,,,,,7,,,,,,447,,,214,,,232,,,1,,,,,,,447,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,115,,6,326,,,,,,,
106190323,190323,LOS ANGELES,ADVENTIST HEALTH GLENDALE,1509 WILSON TER,GLENDALE,91206,Non-profit Corporation (incl. Church-related),Teaching,500+,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,16771,842,1115,,506,,8736,10494,4,1726,71,1257,2135,1349,1905,2996,3294,4500,1,4067,14629,538,58,1358,48,607,14716,744,1684,19,14061,218,930,714,53,1539,6,,11,2,1700,,12008,185,7036,5,110128,7313,6482,3728,1700,7,4,11943,527,403,2620,9,2,369,726,2219,,1,238,110,,52,1,14,1535,17699,,9314,5315,4043,21,,233,,282,5,21,2935,670,123,691,1419,496,8,16,3252,855,1451,242,680,850,1820,1723,14,419,1231,337,2,3360,1737,2386,1492,8,33,,254,52,273,891,259,15,343,230,6983,918,97,329,,112,18696,,,,,,,
106190328,190328,LOS ANGELES,GLENDORA HOSPITAL,150 W ROUTE 66,GLENDORA,91740,Investor - Limited Liability Company,Teaching,50-99,District 25,District 48,Asuza/Charter Oak/Covina,Urban,,,623,,,,317,306,,,,44,56,55,105,169,131,58,5,138,481,4,,34,,102,403,20,48,16,1,1,568,44,5,4,,,,,,,,494,129,,9473,15,608,,,,,274,42,11,233,16,,8,1,,,,,29,,9,,,4,619,,487,95,39,,,,,,2,,,,,,567,54,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,623,,15,92,2,5,509,,,,,,,
106190352,190352,LOS ANGELES,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,Investor - Corporation,Teaching,100-149,District 22,District 57,Bassett/Industry West/La Puente,Urban,2240,9,,,,,1296,953,,25,37,115,160,246,398,518,372,378,,1542,703,4,,392,,52,1781,24,,,2210,23,8,5,2,1,,,,,,,2162,1,86,,12885,2209,17,23,,,,1223,233,2,288,1,,137,213,111,,8,25,7,,1,,,144,2105,,1004,1099,126,3,,5,,8,4,,581,35,30,181,49,95,2,4,367,151,368,38,30,123,11,,3,88,88,4,1,486,1,245,242,1,,,13,,36,17,9,2,21,,1140,36,,69,,9,2171,,,,,,,
106190380,190380,LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,90028,Investor - Corporation,Teaching,100-149,District 26,District 50,Hollywood South Central/Inner Sunset,Urban,3558,,2960,,,,4307,2211,,,42,572,944,854,1361,1415,742,588,,1620,4689,209,14,374,20,1832,2906,135,1120,117,59,792,3574,2093,,,,,,,,,,2414,4104,,35132,3397,1763,1358,,,,2996,238,45,1745,784,13,196,75,3,,,5,73,1,341,3,,16,6502,,3034,3341,128,,,3,,12,,,1048,41,33,392,2947,231,8,11,184,191,378,165,135,353,,,1,63,313,22,2,3176,,296,389,2,3,,12,,53,108,,11,36,76,2335,21,17,453,,32,6016,,,,,,,
106190382,190382,LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,90027,Investor - Partnership,Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,16718,256,,,412,1,7145,10240,2,3170,199,1956,2329,1194,1607,2541,2232,2159,,8085,9115,187,11,3162,41,1793,2025,39,10263,53,10764,,2029,817,90,503,1,17,,,3166,,6913,157,10316,1,102652,6910,1907,5400,3166,3,1,12255,370,288,1695,2,2,631,562,1268,,1,147,5,,143,,18,245,17142,,4558,10456,1906,,,,,324,142,1,2148,641,109,515,120,356,17,26,1848,715,1362,168,717,603,3425,3169,4,322,908,210,4,1859,3167,1234,1306,2,9,3,381,47,133,886,197,7,256,181,7555,164,39,237,,85,17026,,,,,,,
106190385,190385,LOS ANGELES,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,91345,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 18,District 39,Granada Hills/Mission Hills/Porter Ranch,Urban,18650,76,,,245,,8183,10784,4,2703,187,2038,2373,1477,2173,2804,2673,2543,,11428,7242,301,28,808,84,705,7253,293,9149,651,15576,163,176,196,15,123,,,1,20,2701,,11177,15,7779,,106103,10382,469,4696,2701,698,25,11843,466,117,1731,28,6,269,568,3594,,14,294,16,2,4,,19,416,18555,,5509,6684,6261,45,25,182,,261,2,2,2537,1034,149,555,133,322,13,11,2401,532,1594,170,649,978,2998,2703,14,238,1806,133,1,1741,2694,1573,1832,4,31,7,932,83,485,1299,232,37,376,259,6697,689,6,201,4,46,18714,,,,,,,
106190392,190392,LOS ANGELES,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BLVD,LOS ANGELES,90017,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,13672,,,,552,,6716,7505,3,1606,95,1100,1716,1190,1648,2345,2188,2336,,6747,7264,213,,2846,99,1921,8462,317,531,48,11045,246,213,553,3,557,5,1,4,7,1590,,8955,32,5237,,72346,2067,7206,3360,1590,,1,9067,194,520,1596,55,3,457,677,1535,1,7,79,16,,17,,,585,13639,,4002,5576,4336,39,,28,43,179,21,,1861,538,135,532,172,488,16,27,2759,431,1237,187,659,506,1663,1603,23,306,992,87,2,1387,1562,1969,1222,9,11,7,271,39,220,813,327,19,337,216,5591,224,42,641,,265,13276,,,,,,,
106190400,190400,LOS ANGELES,HUNTINGTON HOSPITAL,100 W CALIFORNIA BLVD,PASADENA,91105,Non-profit Corporation (incl. Church-related),Teaching,500+,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,25459,,900,10,323,,11748,14942,2,3471,355,1814,3792,2246,2776,3657,4101,4480,,8328,17562,802,38,3687,88,2435,11876,478,7215,875,20762,748,384,692,199,887,8,2,4,2,3004,,16740,27,9924,1,127418,2736,15351,4931,3004,664,6,19241,392,367,2280,8,10,449,722,2657,,20,332,91,,123,,,23,26669,,8540,5104,11821,152,7,333,,588,6,141,2892,1161,281,816,1240,722,35,47,3090,957,2714,416,1488,1039,3341,3124,67,599,2442,204,17,6290,3087,1854,2740,21,29,13,946,96,637,2120,474,92,656,328,6599,710,1,1010,49,184,25448,,,,,,,
106190413,190413,LOS ANGELES,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W SAN BERNARDINO RD,COVINA,91723,Investor - Corporation,Teaching,150-199,District 22,District 48,Asuza/Charter Oak/Covina,Urban,6080,255,1299,,,,4193,3441,,,63,578,730,701,1075,1502,1472,1513,,3924,3661,49,11,644,18,356,6240,63,302,,5694,132,873,477,59,270,2,3,124,,,,6006,357,1271,,42323,2018,4029,1586,,,1,4025,409,31,993,23,11,173,431,1320,,2,161,55,,,,,255,7379,,4022,2344,1068,8,,22,,170,,,1124,144,92,415,1325,115,2,5,1727,382,837,135,198,402,,,2,144,477,99,9,925,1,1465,709,6,2,,9,17,161,382,26,8,126,70,3370,357,51,546,,28,7009,,,,,,,
106190422,190422,LOS ANGELES,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,90505,Non-profit Corporation (incl. Church-related),Teaching,500+,District 26,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,25560,411,,,,,11016,14954,1,2488,278,1195,2567,1844,2731,4019,5016,5833,,6687,18288,996,65,3756,244,2758,11897,438,6540,273,21946,,576,478,335,,12,,14,481,2129,,17413,198,8360,,123454,17527,1691,4621,2129,,3,16618,338,88,2426,167,2,265,811,4755,,9,425,50,,,15,2,1293,24661,17,12996,2724,9602,79,,173,,397,,,3119,1185,263,1020,278,596,27,33,4336,1034,3125,417,1736,1419,2333,2207,27,764,1833,209,10,3047,2088,2296,2914,10,26,2,654,104,561,2008,444,29,618,345,10047,778,3,40,,189,25739,,,,,,,
106190429,190429,LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 W SUNSET BLVD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,23747,,3370,,,,12923,14194,,4186,1153,2606,3500,1870,2757,4071,4101,2873,,11058,15669,390,66,3818,158,2974,8670,574,10678,179,14041,1178,8953,162,16,7,6,,,48,2703,3,7880,5168,14069,,138728,6236,12234,5943,2703,,1,17620,495,65,1003,3,6,203,794,6487,,7,294,16,,46,78,,1609,25508,,9256,2394,15180,22,,31,,233,1,,2139,1609,209,588,3558,878,23,22,5232,704,1738,124,1276,643,2955,2824,378,420,1411,386,,3446,2679,3988,2004,14,102,7,714,112,292,1339,1233,94,395,468,9687,543,6,463,1,74,26573,,,,,,,
106190431,190431,LOS ANGELES,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 VERMONT AVE,HARBOR CITY,90710,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,13429,,,,,,5273,8155,1,2553,71,1149,2129,908,1132,1692,1824,1968,3,4594,8711,124,35,1526,290,3906,2938,232,4416,86,9377,366,1027,77,34,7,10,,,4,2527,,6617,617,6195,,50767,5997,3288,1610,2527,,7,8959,365,7,652,,,76,489,2628,,,224,16,,1,12,,796,12633,,4695,1349,7267,,,5,,113,,,2195,429,115,478,84,211,6,7,1363,447,1310,84,227,412,2677,2555,1,179,555,94,,1349,2523,763,1295,10,3,3,869,36,220,480,72,18,190,244,5073,281,2,88,,22,13317,,,,,,,
106190432,190432,LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,91402,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 18,District 46,Northridge South/Reseda North,Urban,10653,,,,,,4197,6455,1,2465,67,1028,1925,631,800,1227,1339,1170,1,4882,5744,27,29,1180,24,649,3857,83,4795,36,6947,308,872,66,,,6,,,61,2393,,4259,295,6099,,40677,4149,2971,1140,2393,,,7443,191,11,619,2,1,51,422,1708,,,189,9,,2,5,,867,9786,,3078,1123,6382,9,,1,,60,,,1736,516,69,191,54,104,1,2,698,294,844,51,135,257,2569,2465,5,74,535,53,,1189,2375,526,1023,2,11,,577,30,130,487,46,10,264,207,3552,224,1,48,,8,10596,,,,,,,
106190434,190434,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,90034,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 30,District 54,Hancock Park/Mid-City West/Park La Brea,Urban,10818,,,,,,4102,6715,1,2019,69,983,1777,728,885,1337,1415,1605,,3307,7445,66,15,725,29,4570,2078,100,3172,129,7460,519,760,87,3,,2,,,8,1979,,4950,455,5413,,41064,3803,3291,1743,1979,,2,6748,348,13,564,,,61,465,2392,1,,212,7,,,7,,734,10084,,3684,1489,5382,2,,4,,250,7,,1757,364,152,561,132,193,5,3,1122,329,960,49,164,300,2107,2016,13,112,425,54,,1218,1942,579,1357,2,10,4,615,29,181,407,45,39,237,165,3571,417,1,84,,40,10693,,,,,,,
106190449,190449,LOS ANGELES,KINDRED HOSPITAL - LA MIRADA,14900 IMPERIAL HWY,LA MIRADA,90638,Investor - Limited Liability Company,Teaching,100-149,District 32,District 57,La Mirada/Santa Fe Springs South,Urban,1479,,,,,,856,623,,,,20,39,76,182,392,411,358,1,330,1057,92,11,193,17,69,905,,284,,,1,1420,,58,,,,,,,,,,1479,,45539,,,1479,,,,45,126,24,585,3,,23,370,255,,,47,1,,,,,9,1470,,808,169,438,,,64,,,,,265,8,6,42,1,21,,1,55,736,50,37,28,113,,,,14,63,39,,471,,155,87,,,,,1,51,34,2,4,35,4,619,16,3,17,,6,1453,,,,,,,
106190462,190462,LOS ANGELES,AURORA LAS ENCINAS HOSPITAL,2900 E DEL MAR BLVD,PASADENA,91107,Investor - Limited Liability Company,Teaching,100-149,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,,,2995,279,,,1870,1404,,,182,1101,793,559,409,203,25,,2,634,2633,7,,270,,438,1746,41,779,,915,26,2153,1,7,5,,,152,15,,,2,2130,1142,,30538,905,2196,172,,,1,2454,38,361,93,168,5,101,,,,,,21,1,31,,1,,3274,,663,57,1501,,259,101,346,68,279,,,,,,3272,2,,,,,,,,,,,,,,,,491,,,,,,,,,,,,,,,2783,,3,279,,184,2808,,,,,,,
106190470,190470,LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,4101 TORRANCE BLVD,TORRANCE,90503,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 26,District 66,Redondo Beach Central and South/Torrance West Central,Urban,18363,1125,,,,,8010,11478,,2938,156,1305,2598,1441,2130,2785,2824,3311,,6054,13138,296,28,2175,181,2924,8896,291,4570,423,14843,158,744,154,84,848,,6,1,17,2633,,11424,135,7929,,92741,11316,777,4743,2633,,19,13137,531,128,1647,30,14,237,698,2602,,12,401,33,2,3,,13,849,18639,,7202,3779,7997,100,,172,,209,23,6,2054,777,157,589,187,530,23,28,3074,721,1906,279,662,873,2835,2755,21,403,1245,365,4,1472,2589,1614,1841,7,20,1,851,84,320,914,333,57,280,188,8394,523,7,274,3,161,19043,,,,,,,
106190475,190475,LOS ANGELES,COMMUNITY HOSPITAL LONG BEACH,1720 TERMINO AVE,LONG BEACH,90804,Investor - Limited Liability Company,Teaching,150-199,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,814,,453,,,,740,527,,,12,136,190,155,241,219,168,146,,271,980,16,,72,12,246,557,17,363,,746,,94,142,285,,,,,,,,359,1,907,,6422,644,168,455,,,,805,86,17,173,4,1,109,37,14,,1,4,9,,7,,,18,1249,,290,763,127,1,,4,,57,25,,172,6,9,55,482,42,,2,111,99,110,31,10,59,,,,39,33,3,4,131,,46,57,1,,,,,19,6,,,9,12,961,25,,68,,13,1186,,,,,,,
106190500,190500,LOS ANGELES,CEDARS-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,90292,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 26,District 62,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,4443,,96,,,,2149,2390,,,23,204,388,475,678,848,853,1068,2,806,3673,60,,180,23,1206,2643,59,371,57,4067,72,16,371,12,,,,,1,,,3706,1,832,,21969,3707,6,825,,,1,2292,279,204,738,17,,173,132,611,,,66,27,,,,,272,4267,,2414,706,1176,166,,17,,60,,,1004,93,42,474,109,136,3,5,479,229,534,97,635,270,16,,1,76,332,3,1,287,4,396,753,2,7,1,23,8,83,648,125,13,96,54,1871,168,,280,7,157,4095,,,,,,,
106190517,190517,LOS ANGELES,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,18321 CLARK ST,TARZANA,91356,Investor - Limited Liability Company,Teaching,200-299,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,13836,,,,,,5759,8074,3,3173,431,1025,2016,752,959,1453,1716,2311,,2952,10770,114,12,650,29,441,9352,102,2951,299,10222,82,561,409,7,7,,,,2,2546,,7037,463,6336,,51048,6976,1563,2748,2546,1,2,9834,201,78,1193,63,2,185,356,1660,,21,183,50,,10,,,159,13677,,4462,3477,5679,16,,60,,142,,,1384,489,105,369,110,256,10,15,1593,576,1357,161,419,680,2684,2613,17,218,741,37,2,804,2592,1031,1282,6,9,,727,29,152,614,132,50,225,226,5504,453,1,80,6,80,13669,,,,,,,
106190521,190521,LOS ANGELES,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,90247,Investor - Partnership,Teaching,150-199,District 35,District 66,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,5499,99,,,,,2847,2751,,,34,289,549,640,1087,1478,794,727,,1654,3898,46,,233,18,2798,1500,48,1001,,5268,11,109,139,,59,2,,,10,,,4995,21,582,,38138,5378,,220,,,,2854,388,7,943,92,6,542,362,353,,3,38,6,2,,2,,32,5566,,2101,3084,300,3,,20,7,67,16,,1326,121,80,391,118,333,2,13,918,395,720,111,111,293,28,,,175,364,99,,897,5,651,402,2,4,,33,9,113,144,12,7,92,42,3001,184,51,190,,33,5324,,,,,,,
106190522,190522,LOS ANGELES,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 S CENTRAL AVE,GLENDALE,91204,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,8085,6,1189,,311,,4380,5210,1,1258,116,1201,1339,777,1067,1300,1171,1362,,3147,5756,688,,503,288,300,6657,694,1149,,6916,25,929,81,62,357,2,,,2,1217,,4867,265,4458,1,43909,3805,2083,2481,1217,1,4,6527,222,265,377,33,1,510,269,1233,,,78,49,1,26,,,131,9460,,3251,4941,1138,9,5,20,4,205,17,1,1338,223,59,235,1286,219,2,9,1256,287,708,76,261,345,1364,1257,5,188,400,73,,1844,1198,849,766,,1,,150,13,87,354,48,3,125,65,3675,413,49,504,,47,8991,,,,,,,
106190524,190524,LOS ANGELES,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BLVD,PANORAMA CITY,91402,Investor - Limited Liability Company,Teaching,100-149,District 18,District 46,Northridge South/Reseda North,Urban,4207,,2363,,,,3776,2794,,,95,798,974,864,1124,1193,823,699,,2621,3949,,21,431,,1003,4950,24,77,64,4611,39,613,1135,,57,,,115,,,,5375,551,644,,41668,4849,1095,626,,,,3507,132,19,1473,,,339,256,767,,,21,47,1,8,,,156,6414,,1693,2720,1888,124,,54,1,78,12,,1136,55,31,240,2473,182,1,4,370,236,437,88,654,240,,,1,108,304,8,2,989,,467,349,1,,,4,3,89,667,126,2,38,30,3626,179,,433,4,34,6099,,,,,,,
106190525,190525,LOS ANGELES,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,16240,,,,502,,8030,8712,,,111,1003,1519,1768,2790,3602,3410,2536,3,5610,10938,194,45,1685,271,2721,8091,152,3383,394,15730,5,877,96,5,29,,,,,,,12712,,4030,,97277,11439,1162,3267,,872,2,9916,467,406,1867,14,3,,791,3083,,33,142,10,1,9,,,693,16049,,8096,4777,3512,126,,130,,101,,,2561,1256,184,694,93,528,34,35,3239,493,1907,240,1440,840,174,,40,436,2247,300,1,2383,30,2203,2221,16,93,11,467,79,619,2116,493,58,573,269,4640,471,4,395,5,121,16217,,,,,,,
106190529,190529,LOS ANGELES,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 W HUNTINGTON DR,ARCADIA,91007,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 22,District 49,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,12606,,,,681,,5862,7425,,1174,44,510,1346,984,1350,2164,2490,3225,,345,12922,20,,3569,,547,4532,28,4534,77,11299,21,83,186,32,510,,,,3,1153,,9010,,4277,,68037,9010,1457,1665,1153,,2,7038,543,617,1501,,,208,550,2522,,13,279,16,,,,,803,12476,8,6354,797,5828,74,,30,4,200,,,1833,615,118,633,46,505,12,21,1983,512,1504,164,756,578,1231,1174,4,416,1072,110,,2322,1156,1228,1544,7,7,1,352,62,233,1086,201,46,216,93,4219,514,21,116,5,78,13067,,,,,,,
106190534,190534,LOS ANGELES,OLYMPIA MEDICAL CENTER,5900 W OLYMPIC BLVD,LOS ANGELES,90036,Investor - Limited Liability Company,Teaching,200-299,District 26,District 50,Hancock Park/Mid-City West/Park La Brea,Urban,531,,,,,,262,269,,,,25,31,50,94,136,92,102,1,167,359,5,,35,,160,84,1,223,28,405,7,1,115,3,,,,,,,,501,,30,,4652,56,475,,,,,249,3,10,137,8,,36,58,26,,3,,1,,,,,10,521,,278,189,24,10,,,,30,,,174,21,7,24,3,15,,,75,26,80,11,34,24,,,,5,32,,,98,,42,44,,,,5,1,17,31,13,,10,4,252,14,,21,,8,502,,,,,,,
106190541,190541,LOS ANGELES,MONROVIA MEMORIAL HOSPITAL,323 S HELIOTROPE AVE,MONROVIA,91016,Investor - Limited Liability Company,Teaching,1-49,District 25,District 41,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,199,,,,,,98,101,,,,,,,13,45,47,90,4,37,162,,,75,,15,77,4,17,11,,,199,,,,,,,,,,,,199,,5722,,,199,,,,3,8,,121,1,,1,45,18,,,2,,,,,,23,176,,199,,,,,,,,,,94,,,5,,2,,,2,75,3,3,3,2,,,,1,9,,,58,,48,15,,,,,,11,,,,1,,66,,,1,,,198,,,,,,,
106190547,190547,LOS ANGELES,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,91754,Investor - Partnership,Teaching,100-149,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,3698,,,,,,1735,1963,,,57,290,345,427,663,741,577,591,7,2625,1048,25,,541,,136,2841,52,128,,2344,17,1330,5,1,,1,,,,,,2109,1206,383,,17623,15,3499,184,,,,2358,155,20,351,,,193,153,408,,,54,5,,1,,,78,3620,,1477,1859,324,2,,5,2,26,3,,645,137,50,240,44,138,6,14,552,173,729,116,106,343,26,,1,191,185,1,1,425,1,253,563,1,10,1,113,12,109,124,25,13,132,124,1562,230,5,81,,10,3602,,,,,,,
