oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106304409,304409,ORANGE,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,92806,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 37,District 68,Brea East/Placentia Central and North/Yorba Linda,Urban,30919,,,,,,12558,18359,2,7412,499,2699,5653,1931,2618,3345,3437,3320,5,9294,20730,895,78,5423,173,912,13503,1549,9151,130,20831,1202,2116,124,14,,40,5,,9,6577,1,12750,1127,17042,,113502,2971,17056,4307,6577,,8,22865,359,151,1327,1,1,171,644,4846,3,6,506,31,,7,1,,1902,29017,,8456,2809,19461,10,,2,,180,1,,4213,1367,192,600,201,485,25,15,2078,979,2785,248,1111,768,6987,6756,65,354,1319,371,,2549,6497,1226,2841,18,66,11,2157,98,453,1616,609,51,642,692,10844,549,3,116,,68,30732,,,,,,,
106304460,304460,ORANGE,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVE,IRVINE,92618,Investor - Limited Liability Company,Teaching,50-99,District 37,District 74,Irvine Central/Tustin East,Urban,2010,,,,,,905,1105,,,,14,47,96,321,580,627,325,,171,1804,35,,101,,21,1771,37,67,13,1707,45,254,1,1,2,,,,,,,6,77,1927,,4535,,325,1683,,,2,346,27,102,267,,,6,,1259,,,2,,,1,,,6,2004,,1125,17,738,119,,2,,9,,,3,10,,1,,9,,,2,1,,4,1557,1,,,1,2,405,14,,4,,6,,,,,,,14,1908,53,,,,24,1,,1,,31,1978,,,,,,,
106304583,304583,ORANGE,"LAGUNA TREATMENT HOSPITAL, LLC",24552 PACIFIC PARK DR,ALISO VIEJO,92677,Investor - Limited Liability Company,Teaching,50-99,District 36,District 73,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,,,,1935,,,1305,630,,,48,592,578,327,260,117,,,13,323,1467,145,28,43,,64,1558,166,44,32,1935,,,,,,,,,,,,,,1935,,18430,,,1935,,,,1577,50,,,,1,294,1,,,,,12,,,,,,1935,,,,1667,,,,,210,58,,,,,,1935,,,,,,,,,,,,,,,,,1929,,,,,,,,,,,,,,,6,,8,8,,224,1695,,,,,,,
106310791,310791,PLACER,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION ST,AUBURN,95602,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 1,District 1,Auburn/Newcastle/Lincoln/Sheridan,Urban,3280,,,,,,1584,1696,,,27,75,123,173,393,751,958,780,,157,3051,72,24,25,15,30,2990,51,123,22,3027,36,55,152,1,2,2,,5,,,,2547,25,708,,12014,1821,785,674,,,,1367,163,27,460,8,5,58,120,940,,1,114,13,3,1,,,561,2719,,2278,425,415,12,,116,,34,,,837,115,23,110,45,57,,1,409,175,433,41,501,136,,,1,61,318,14,3,372,,130,377,,4,,11,13,69,669,20,6,89,30,1339,151,6,63,,29,3182,,,,,,,
106311000,311000,PLACER,SUTTER ROSEVILLE MEDICAL CENTER,1 MEDICAL PLAZA DR,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,24696,,,,895,,11296,14295,,2930,309,1817,2967,1961,2860,3828,4403,4516,,3204,21582,805,138,952,370,804,19654,584,2624,465,19725,224,2183,808,50,21,8,1,28,1,2542,,15839,796,8956,,117491,10212,7375,4106,2542,1356,,15942,642,376,1847,159,31,488,648,4698,,,682,67,4,7,,,2166,23425,,11503,4173,8334,157,,984,,435,5,,3643,759,171,1008,317,560,15,14,3604,930,2887,333,1211,915,2744,2752,20,428,2989,291,,2661,2514,1892,3060,15,6,6,590,77,543,2115,467,85,664,407,9874,615,61,305,3,168,25054,,,,,,,
106314024,314024,PLACER,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA RD,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,30505,,,,,,11679,18826,,8042,754,3147,5112,1518,1981,2967,3500,3484,,4722,25495,288,145,3085,181,1770,20219,275,4039,791,21011,507,1152,325,379,2,14,1,1,4,7109,,13375,580,16550,,114151,2576,18455,2364,7109,,1,23460,559,47,1660,2,,194,619,3412,,4,490,49,,3,6,,2064,28441,,8738,3552,17670,34,,211,,299,1,,4211,624,233,550,273,330,16,11,2895,985,2301,221,325,652,7571,7220,102,352,1218,415,,10062,7017,1656,2150,10,7,6,1210,85,349,1022,188,128,374,711,4639,891,6,103,,72,30324,,,,,,,
106314029,314029,PLACER,CIRBY HILLS BEHAVIORAL HEALTH,101 CIRBY HILLS DR,ROSEVILLE,95678,Investor - Limited Liability Company,Teaching,1-49,District 4,District 6,Roseville,Urban,,,358,,,,205,153,,,,100,123,40,63,19,,,13,86,223,49,,,,12,206,45,44,51,,,312,,20,,,,26,,,,,310,48,,5824,,358,,,,,235,4,8,1,77,25,1,,1,,,,6,,,,,,358,,,,,,,358,,,,,,,,,357,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,358,,,35,,4,319,,,,,,,
106320859,320859,PLUMAS,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST AVE,PORTOLA,96122,District,Small/Rural,1-49,District 1,District 1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,112,65,,,,,69,108,,,,,,,14,33,47,71,12,16,143,18,,,,,146,19,12,,45,,11,4,,117,,,,,,,116,4,57,,8359,116,5,56,,,,83,22,,39,1,,2,24,1,,,,2,3,,,,45,132,,108,42,10,2,,9,,6,,,19,1,3,3,6,14,,,15,46,14,3,5,13,,,,18,14,,3,13,,,1,,,,,,,,,,,,163,,,2,,7,168,,,,,,,
106320986,320986,PLUMAS,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE RD,QUINCY,95971,District,Small/Rural,1-49,District 1,District 1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,452,,,,,,192,260,,55,,44,57,33,41,66,70,81,5,,374,78,11,,,,389,52,,,313,76,6,1,1,,,,4,,51,,297,,155,,1962,294,4,103,51,,,361,30,1,23,1,2,5,10,4,,,,,1,14,,,31,421,,201,149,90,2,,6,,4,,,34,9,5,13,18,22,,1,31,45,67,21,11,19,52,53,,31,14,6,,5,47,14,44,,,,10,,7,1,,3,2,21,298,,,1,,7,444,,,,,,,
106321016,321016,PLUMAS,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DR,CHESTER,96020,District,Small/Rural,1-49,District 1,District 1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,85,21,,,,,61,45,,,,,,,,28,23,42,13,,102,4,,,,,99,7,,,87,1,2,6,2,8,,,,,,,69,,37,,8532,7,70,29,,,,54,7,1,16,5,,1,9,,,1,1,,5,6,,,18,88,,62,26,16,,,1,,1,,,23,3,,7,4,7,,,10,14,10,,3,10,,,,11,3,1,,2,,,,,,,,,1,,,,,,103,,,1,,1,104,,,,,,,
106330120,330120,RIVERSIDE,THE BETTY FORD CENTER,39000 BOB HOPE DR,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,,,,1403,,,883,520,,,16,260,314,352,294,142,24,,1,175,1199,29,28,18,,33,1192,16,80,36,1403,,,,,,,,,,,,,,1403,,22549,,,1403,,,,1192,,,,,,211,,,,,,,,,,,,1403,,3,,1321,,,1,,59,19,,,,,,1402,,,,,,,,,,,,,,,,1,1393,,,,,,,,,,,,,,,10,,,,5,519,879,,,,,,,
106331152,331152,RIVERSIDE,CORONA REGIONAL MEDICAL CENTER-MAIN,800 S MAIN ST,CORONA,92882,Investor - Corporation,Small/Rural,150-199,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,8694,137,1496,,,,4642,5685,,962,199,1353,1393,1062,1491,1435,1268,1164,,3809,6046,472,41,331,32,685,7927,505,788,18,8014,8,1079,131,12,154,1,,9,1,918,,6285,126,3916,,61569,2607,5162,1639,918,,1,6801,295,52,916,28,12,337,436,1189,,28,136,43,,54,,,108,10219,,3565,4162,2209,39,,110,4,238,,,1719,201,70,370,1600,232,4,9,1151,403,1090,95,268,512,1016,960,3,118,486,20,,3632,923,646,1089,,3,,209,9,164,435,66,12,136,143,2562,298,4,319,58,111,9835,,,,,,,
106331164,331164,RIVERSIDE,DESERT REGIONAL MEDICAL CENTER,1150 N INDIAN CANYON DR,PALM SPRINGS,92262,Investor - Corporation,Small/Rural,300-499,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,17844,255,,,191,,8808,9478,4,2553,323,2016,2246,1376,2195,2943,2442,2196,,7327,10540,423,80,331,58,825,12098,450,4190,258,12388,552,2150,253,152,454,12,1,25,1,2301,1,11977,620,5693,,95059,3897,9077,902,2301,2112,1,12244,364,276,1935,67,47,641,772,1585,,8,302,27,,19,3,,1070,17213,7,6216,6829,4384,65,4,339,72,145,236,,1979,397,68,672,194,481,24,17,2456,593,1667,230,317,724,2485,2424,7,250,3238,61,6,2417,2301,2015,1656,14,8,16,155,44,586,1529,302,42,395,145,6385,280,49,149,20,506,17566,,,,,,,
106331168,331168,RIVERSIDE,EISENHOWER MEDICAL CENTER,39000 BOB HOPE DR,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,20086,,,,,,10579,9504,3,628,132,772,1258,1330,2267,3625,5035,5039,,5258,14606,222,84,248,33,518,15342,98,3572,191,19225,11,96,98,89,,1,,,7,559,,15622,,4464,,74088,7847,8445,3235,559,,,11860,343,679,1797,2,2,,532,4142,,2,704,22,1,,,,18786,1300,,10894,3671,4904,59,,80,,277,201,,2716,1014,212,1137,265,453,27,14,3983,870,2915,374,1577,1022,697,575,20,349,1728,129,9,1728,621,2480,2613,19,9,3,226,91,510,2181,346,50,668,420,7404,717,3,219,31,580,19253,,,,,,,
106331194,331194,RIVERSIDE,HEMET GLOBAL MEDICAL CENTER,1117 E DEVONSHIRE AVE,HEMET,92543,Investor - Corporation,Small/Rural,300-499,District 23,District 42,East Hemet/Hemet/Valle Vista,Urban,7679,339,,778,,,4064,4732,,395,72,610,776,786,1262,1945,1601,1349,,2593,6141,62,75,140,43,1009,6906,28,584,11,8250,7,43,50,21,1,,3,,31,390,,6605,11,2180,,52964,6658,,1747,390,,1,4737,535,20,1341,73,1,684,506,647,,7,224,3,,5,,13,291,8505,,4432,2996,1204,,,,16,147,1,,1769,171,75,419,938,188,3,5,1042,527,1042,142,155,587,469,395,1,135,670,62,1,2611,402,514,751,,1,,118,11,119,429,9,19,128,107,3288,289,34,157,,102,8503,,,,,,,
106331216,331216,RIVERSIDE,JOHN F. KENNEDY MEMORIAL HOSPITAL,47111 MONROE ST,INDIO,92201,Investor - Corporation,Small/Rural,100-149,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,7740,,,,,,3071,4669,,1779,207,1261,1071,561,674,804,708,675,,5826,1893,21,,55,23,191,7372,31,68,,5884,38,56,78,7,,,1,25,,1651,,4344,12,3384,,22905,2217,3272,562,1651,38,,5871,222,8,415,6,18,160,312,604,,,101,19,,4,,,228,7511,1,1265,4502,1766,11,4,16,14,97,65,,1077,49,32,254,62,130,1,5,710,237,708,67,83,329,1920,1671,,52,341,12,,2612,1681,478,476,6,,,136,2,91,231,35,17,83,53,1755,84,40,75,4,77,7544,,,,,,,
106331226,331226,RIVERSIDE,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,92506,Investor - Limited Liability Company,Small/Rural,50-99,District 31,District 61,Casablanca/Riverside Central,Urban,,,1672,113,,,1122,663,,,68,483,425,291,258,203,54,,3,495,1131,159,,27,,203,1004,254,297,,276,22,1266,1,209,,,,7,4,,,,1266,519,,15106,521,1041,223,,,,1601,18,8,,,1,142,,,,,,4,,11,,,,1785,,737,264,672,,,96,,,16,,,,,,1785,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,1696,,,407,1,29,1348,,,,,,,
106331288,331288,RIVERSIDE,PALO VERDE HOSPITAL,250 N 1ST ST,BLYTHE,92225,District,Small/Rural,1-49,District 28,District 56,Blythe,Rural,410,,,,,,165,245,,75,16,63,54,35,56,44,39,28,,209,201,,,,,35,161,8,206,,279,51,,6,,,,,,,74,,256,,154,,1364,257,3,76,74,,,302,29,,24,,37,8,7,1,,,,1,1,,,,5,405,,100,201,94,3,,,,12,,,8,4,5,20,2,1,1,,24,23,81,29,7,26,88,74,,4,13,,,85,72,1,61,,,1,13,,24,7,1,,5,,139,1,,2,,28,380,,,,,,,
106331293,331293,RIVERSIDE,DOCTORS HOSPITAL OF RIVERSIDE,3865 JACKSON ST,RIVERSIDE,92503,Investor - Limited Liability Company,Small/Rural,150-199,District 31,District 60,Casablanca/Riverside Central,Urban,7093,,,,,,2862,4231,,1285,92,924,969,604,817,1044,766,592,,2925,4163,5,21,173,11,529,4367,6,1941,45,5240,189,89,204,108,19,,,,6,1238,,4180,1,2912,,28090,4180,47,1628,1238,,,4651,228,,881,8,10,251,308,612,,1,129,12,,,2,,211,6882,,1879,3298,1506,2,,34,6,351,17,,1085,98,92,535,67,123,3,1,580,363,718,98,77,290,1318,1283,,115,243,4,,1905,1271,381,848,3,3,1,43,10,36,200,6,14,65,21,2018,268,5,138,,30,6920,,,,,,,
106331312,331312,RIVERSIDE,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVE,RIVERSIDE,92501,Investor - Partnership,Small/Rural,300-499,District 31,District 61,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,27396,,,,,3,12133,15249,17,3736,362,3426,3333,2416,3328,4496,3570,2732,,12747,14296,356,39,803,58,2328,12904,102,9522,1643,19078,3590,833,137,76,,,,12,,3673,,20360,,7039,,138502,18608,409,3142,3673,1567,,17207,480,227,2929,71,29,1015,1075,3634,,3,682,38,,8,,1,3,27393,3,8613,11461,5481,104,,283,278,649,530,,3567,789,301,923,377,771,18,46,4212,581,2568,222,881,951,4022,3734,14,322,2666,434,,1756,3168,3625,2826,9,10,4,401,101,654,1714,493,29,564,225,10914,906,105,466,1,261,26566,,,,,,,
106331326,331326,RIVERSIDE,SAN GORGONIO MEMORIAL HOSPITAL,600 N HIGHLAND SPRINGS AVE,BANNING,92220,District,Small/Rural,50-99,District 23,District 42,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,2675,,,,,,1240,1435,,164,18,190,244,248,385,513,477,436,,872,1803,,61,63,,202,2224,10,37,78,2252,142,7,98,5,,,6,4,,161,,2529,,145,1,11941,2413,72,29,161,,,1161,140,4,408,10,3,131,169,539,,,106,4,,,,,73,2601,1,1212,943,415,4,,29,,72,,,629,21,43,172,22,39,,3,241,249,448,74,37,160,189,164,,58,124,2,,836,163,189,317,,1,,12,1,27,99,9,,36,22,933,30,,65,1,18,2591,,,,,,,
106332172,332172,RIVERSIDE,KINDRED HOSPITAL - RIVERSIDE,2224 MEDICAL CENTER DR,PERRIS,92571,Investor - Corporation,Small/Rural,1-49,District 31,District 61,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,304,,,,,,182,122,,,,11,25,49,58,95,44,22,,107,187,10,,,11,34,126,14,119,,,,304,,,,,,,,,,,,304,,13662,,,304,,,,7,38,12,136,,1,18,59,29,,,3,1,,,,,19,285,,97,123,77,,,7,,,,,27,,2,3,,2,,,15,195,11,11,4,8,,,,1,24,1,,158,,16,8,,,,,,9,6,,,7,,95,5,,6,,3,295,,,,,,,
106334018,334018,RIVERSIDE,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BLVD,SUN CITY,92585,Investor - Corporation,Small/Rural,50-99,District 23,District 67,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,3575,,,,,,2045,1530,,,31,406,623,471,526,555,518,445,,1115,2405,55,14,45,15,270,2907,53,271,,3483,2,21,3,28,4,,,,34,,,2068,4,1503,,17551,2077,,1495,,,3,2129,149,115,357,3,,430,130,163,,,91,1,,,,7,90,3485,,1350,1924,271,,,,,27,3,,567,36,18,121,1330,45,,2,323,150,358,70,172,155,,,1,18,194,14,1,1725,,139,203,1,3,,1,2,20,242,42,5,16,5,1037,134,4,53,,19,3499,,,,,,,
106334025,334025,RIVERSIDE,KAISER FOUNDATION HOSPITAL - RIVERSIDE,10800 MAGNOLIA AVE,RIVERSIDE,92505,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,12870,,,,,,4939,7931,,3419,98,1647,2184,743,1085,1322,1359,1008,5,5464,7109,297,54,725,74,1209,4873,542,5316,77,8274,475,691,43,46,1,81,,,1,3257,1,4211,259,8400,,51931,3602,5056,953,3257,,2,9732,224,15,371,,1,64,498,1770,,,177,9,,3,6,,730,12140,,3128,1625,7950,14,,11,,123,19,,1877,478,78,346,54,110,5,2,851,261,839,74,140,311,3398,3413,5,94,442,92,,1523,3198,750,997,1,15,1,1111,46,161,456,35,188,235,201,3913,39,1,49,,28,12792,,,,,,,
106334048,334048,RIVERSIDE,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,27300 IRIS AVE,MORENO VALLEY,92555,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,6436,,,,,,2471,3965,,1492,61,930,983,392,508,767,723,578,2,2990,3418,28,21,225,37,1041,1960,130,2997,25,4139,358,386,12,23,,25,,,,1493,,2908,236,3292,,21040,2385,2006,545,1493,,7,4531,339,8,181,,,51,263,935,,,116,4,,3,5,,493,5943,,1805,892,3630,5,,2,,102,,,1189,71,57,171,45,85,,2,528,166,537,32,49,163,1605,1494,,58,177,7,,733,1483,317,434,,,,359,3,57,147,12,13,40,62,2750,26,,24,,4,6408,,,,,,,
106334068,334068,RIVERSIDE,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DR,MURRIETA,92562,Investor - Corporation,Small/Rural,100-149,District 28,District 67,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,18694,,,,,,7477,11217,,3160,237,2330,2711,1471,1912,2369,2253,2251,,5726,12618,350,307,669,88,1114,10422,399,5397,298,15334,28,99,104,19,,,,9,2,3099,,13261,43,5390,,73232,5881,7711,1380,3099,583,40,12631,509,200,1248,8,14,464,572,2233,,293,441,55,,26,,,412,18282,,6014,5836,5637,38,,809,6,354,,,2179,464,120,1123,270,392,4,15,1688,603,1851,216,383,727,3292,3154,6,255,1910,38,4,4092,3090,693,2089,5,5,5,275,20,363,977,180,19,267,181,5839,594,16,197,28,208,18245,,,,,,,
106334457,334457,RIVERSIDE,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,47915 OASIS ST,INDIO,92201,Investor - Corporation,Small/Rural,1-49,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,,,531,,,,318,213,,,15,193,150,102,53,18,,,,263,257,11,,,,57,199,5,270,,529,,,2,,,,,,,,,,1,530,,5832,,531,,,,,415,10,,3,102,,1,,,,,,,,,,,,531,,19,333,103,,1,,,26,49,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,,,,,1,530,,,,,,,
106334487,334487,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,26520 CACTUS AVE,MORENO VALLEY,92555,City or County,Teaching,300-499,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,18060,,2846,,,,10666,10239,1,2260,1165,2978,3082,2502,2970,2902,1699,1348,,11014,9848,44,,567,173,3424,11885,52,4368,437,17340,275,440,38,24,1,4,1,1219,19,1545,,15952,264,4690,,119954,8158,8304,2764,1545,119,16,14741,572,401,1558,35,979,635,628,824,,50,289,170,1,23,,,1129,19777,,5221,12377,1405,53,,822,106,921,1,,2520,517,172,974,3419,680,46,31,1805,689,1757,289,540,882,1937,1672,9,157,2587,222,1,7467,1712,914,1504,12,12,48,250,53,540,2679,265,59,326,226,4090,749,,1366,1,106,19433,,,,,,,
106334533,334533,RIVERSIDE,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,70077 RAMON RD,RANCHO MIRAGE,92270,Investor - Limited Liability Company,Teaching,50-99,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,864,,,,,,420,444,,,,,12,28,63,140,275,336,10,93,761,10,,,,11,826,27,,,,4,856,4,,,,,,,,,,,864,,13927,,,864,,,,146,100,,124,,,4,1,489,,,,,,,,,89,775,,715,81,63,1,,,,4,,,,1,,,,54,,,149,5,1,,38,,,,,109,279,228,,23,,35,,,,,,,7,,,,1,,796,2,,1,1,42,820,,,,,,,
106334564,334564,RIVERSIDE,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,92592,Investor - Corporation,Teaching,100-149,District 28,District 75,Temecula South,Urban,9407,,,,,,4825,4582,,,45,310,617,826,1459,2100,2170,1880,,1601,7702,104,155,440,105,522,6706,43,1411,25,9017,7,294,74,11,1,,1,2,,,,8342,131,934,,45606,2988,5786,609,,3,21,5158,191,78,861,12,1,360,424,1945,,,328,31,,18,,,250,9157,,5296,1790,1827,26,,306,2,160,,,1473,262,127,415,217,335,8,17,2692,443,1329,117,475,469,16,,4,288,709,9,2,1976,,1658,1100,1,8,2,11,12,126,610,110,10,190,82,3113,398,3,111,,216,9077,,,,,,,
106334589,334589,RIVERSIDE,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28100 BAXTER RD,MURRIETA,92563,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 28,District 67,French Valley/Murrieta East/Temecula/Winchester,Urban,12303,,,,,,5430,6873,,1644,71,1049,1377,855,1380,1993,2159,1775,,3782,8430,91,,563,148,920,8535,89,1803,245,10103,366,72,119,44,1,3,,2,,1593,,8942,4,3357,,50951,7792,1430,1485,1593,3,,8100,330,133,845,6,3,407,439,1772,1,15,244,1,1,6,,,348,11955,,5185,3250,2833,22,,561,,429,23,,1568,293,140,499,58,198,6,8,2620,510,1226,174,217,524,1700,1639,10,259,638,16,,840,1576,1983,1048,2,3,,45,33,187,454,100,59,250,110,4948,665,,97,1,83,12122,,,,,,,
106334678,334678,RIVERSIDE,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,35470 WHITEWOOD RD,MURRIETA,92563,Investor - Limited Liability Company,Teaching,50-99,District 28,District 67,French Valley/Murrieta East/Temecula/Winchester,Urban,,,,,713,,373,340,,,,47,49,82,130,145,141,116,3,139,571,3,,12,,42,455,103,101,,7,15,684,7,,,,,,,,,,,713,,10813,,,713,,,,198,82,,72,,,15,,340,,,6,,,,,,,713,,364,231,96,13,,1,,,8,,9,1,,,1,53,,1,202,2,2,4,9,4,,,,67,222,136,,1,,14,2,,,,,,,2,,,3,,691,,,1,,9,703,,,,,,,
106340913,340913,SACRAMENTO,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVE,SACRAMENTO,95825,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 6,District 8,Arcade/Arden/Town and Country Village,Urban,12346,,,,,,6033,6313,,,60,417,935,1164,2035,2836,2690,2209,,1691,10573,82,88,946,125,1847,7456,110,1618,156,10643,122,1210,286,74,,,,3,7,,1,9048,721,2577,,56883,1605,8691,2043,,1,6,6591,299,94,1747,,2,299,542,2314,3,,418,32,,2,3,,1415,10931,,6868,1770,3407,19,,27,,255,,,2992,821,93,441,188,491,12,9,2345,602,1182,176,1260,432,29,,31,196,989,57,,2743,2,1067,1249,10,50,2,158,50,338,1371,844,77,226,395,3357,407,3,337,,36,11970,,,,,,,
