oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106190137,190137,LOS ANGELES,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,91767,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 20,District 52,Pomona East and South,Urban,973,,,,1136,,1123,986,,,21,96,152,152,309,530,495,354,,652,1425,32,16,,135,155,1481,36,270,16,556,39,1248,64,28,173,,1,,,,,2,294,1813,,26536,,525,1584,,,,1077,126,124,192,,,24,19,508,,,18,,,20,1,,107,2002,,1086,184,756,59,,7,1,1,15,,116,77,5,54,10,220,,1,396,94,159,28,334,76,,,,26,416,95,2,34,,104,189,1,9,,8,1,20,230,139,,20,13,1337,4,3,14,,27,2065,,,,,,,
106190148,190148,LOS ANGELES,CENTINELA HOSPITAL MEDICAL CENTER,555 E HARDY ST,INGLEWOOD,90301,Investor - Limited Liability Company,Small/Rural,300-499,District 35,District 62,Del Aire/Inglewood West/Los Angeles International Airport,Urban,13205,,,,92,,6205,7092,,763,113,863,1126,1166,2042,3046,2203,1975,,3863,9352,82,27,188,,7718,4593,,684,87,12409,11,83,5,21,,,,3,12,753,,12275,32,990,,67354,11824,118,602,753,,,7885,530,244,1419,2,5,938,518,1624,,,104,27,1,,,,286,13011,,5800,6682,612,,,,,201,1,1,2513,158,135,620,69,1217,14,12,2392,786,1294,138,772,563,858,762,3,180,805,6,,3019,731,1650,611,,3,13,46,10,273,395,85,2,101,56,6275,27,15,496,7,131,12648,,,,,,,
106190150,190150,LOS ANGELES,KEDREN COMMUNITY MENTAL HEALTH CENTER,4211 AVALON BLVD,LOS ANGELES,90011,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 30,District 59,South Central Northeast,Urban,,,840,,,,553,287,,,24,295,269,154,75,23,,,,242,563,35,31,37,,228,199,59,286,,49,151,542,,98,,,,,,,,,542,298,,15972,66,774,,,,,695,6,,121,12,2,,,,,,,2,,,2,,,840,,2,,,,,838,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,10,830,,,,,,,
106190155,190155,LOS ANGELES,"CALIFORNIA REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK E,LOS ANGELES,90067,Investor - Limited Liability Company,Small/Rural,100-149,District 30,District 54,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,,,,,3362,,1759,1603,,,,48,86,123,294,649,1080,1074,8,242,3010,110,,211,,370,2649,132,,,28,9,3310,14,1,,,,,,,,,9,3353,,48087,,1,3361,,,,700,408,2,320,10,,25,4,1887,,,6,,,,,,,3362,,2565,,738,42,2,7,,8,,,2,21,,1,4,606,,,558,4,9,,112,,,,1,645,664,735,,1,,23,,,,,,,,,,,,,3338,,2,,4,128,3228,,,,,,,
106190163,190163,LOS ANGELES,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,91724,Investor - Limited Liability Company,Small/Rural,100-149,District 22,District 48,Asuza/Charter Oak/Covina,Urban,,,6514,,,,3684,2829,1,,1221,1719,1405,1055,681,374,52,,7,3209,3297,8,42,366,19,818,5112,33,104,20,4387,68,1840,1,34,,,,184,,,,,1712,4802,,47147,175,6087,252,,,,6014,25,133,25,3,38,270,,,,,3,3,,,,,,6514,,1054,906,1394,,3071,44,2,43,,,,,,,6513,1,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,5731,,,2115,,29,4370,,,,,,,
106190170,190170,LOS ANGELES,CHILDREN'S HOSPITAL OF LOS ANGELES,4650 W SUNSET BLVD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,16893,,,,160,,9528,7524,1,10568,5946,538,,,,,,,1,10458,5737,858,,1031,26,1293,3984,1038,9055,626,13057,508,2646,1,29,127,597,,,68,20,,9309,1183,6545,16,107362,8389,4485,3922,20,237,,16660,195,,11,26,,23,116,10,,9,,,,,,3,33,16996,24,38,12438,4152,,,164,,195,50,16,1158,737,558,626,223,1355,159,89,317,2961,2248,271,687,608,,445,1452,511,1706,932,10,2256,,947,1488,95,32,137,172,122,320,1298,646,518,221,225,8418,158,20,,,214,16819,,,,,,,
106190176,190176,LOS ANGELES,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,1500 DUARTE RD,DUARTE,91010,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 25,District 48,Baldwin Park/Irwindale,Urban,7387,,,,,,3821,3566,,40,151,485,530,869,1498,2107,1330,377,,2491,4828,68,26,1204,29,311,5394,192,116,115,2361,4554,469,1,2,,,,,,,,,,7387,,75518,1,4254,3132,,,,4275,35,77,181,,1,,309,2223,,2,280,,,4,,,456,6931,,2712,1217,3304,22,,8,29,90,5,,649,3382,145,114,5,123,7,2,147,309,574,71,143,178,,,1,95,613,820,9,1530,,342,1329,15,36,,134,790,263,253,271,49,586,238,1124,427,,15,,282,7090,,,,,,,
106190184,190184,LOS ANGELES,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,90703,Investor - Corporation,Teaching,150-199,District 32,District 58,Cerritos/Hawaiian Gardens,Urban,,,3560,,,,2003,1557,,,734,902,744,504,358,261,54,,3,1504,2038,18,12,238,,514,1284,12,1450,50,3129,13,150,4,,,,,264,,,,,,3560,,60077,329,3231,,,,,2808,168,,110,285,,141,1,,,29,,17,,,,1,,3560,,425,1017,1852,5,1,113,41,6,99,1,,,,,3560,,,,,,,,,,,,,,,,,3559,,,,,,,,,,,,,,,1,,32,322,,50,3156,,,,,,,
106190196,190196,LOS ANGELES,KINDRED HOSPITAL - SOUTH BAY,1246 W 155TH ST,GARDENA,90247,Investor - Limited Liability Company,Teaching,50-99,District 35,District 66,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,422,,,,,,234,188,,,,,,19,40,105,119,127,12,73,343,6,,41,,150,140,11,80,,,1,406,,15,,,,,,,,,,422,,16831,,,422,,,,14,24,12,185,,,6,120,45,,,16,,,,,,72,350,,297,38,77,2,,8,,,,,30,6,4,5,2,11,,,20,201,21,20,10,47,,,,6,21,18,,146,,123,25,,,,,,7,14,,,9,3,95,,,7,,4,411,,,,,,,
106190197,190197,LOS ANGELES,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,90255,Investor - Corporation,Teaching,50-99,District 33,District 53,Huntington Park/South Gate West/Walnut Park,Urban,3296,,,,,,1837,1459,,,20,180,283,451,635,695,562,469,1,2666,627,3,,35,,397,186,9,2669,,3109,6,72,108,,,,,,1,,,3161,,135,,15199,3190,,104,,,2,1997,133,1,331,23,,367,132,288,,,21,3,,,,,14,3282,,1186,1912,170,2,,4,,19,3,,676,35,45,277,68,87,4,4,701,173,655,78,23,184,21,,,73,190,1,1,347,7,353,349,,,,28,1,69,124,8,,31,12,1952,15,22,47,,7,3220,,,,,,,
106190198,190198,LOS ANGELES,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,90023,Investor - Corporation,Teaching,100-149,District 24,District 51,City Terrace East/East Los Angeles,Urban,5635,60,,,,,3220,2472,3,,38,334,544,674,1331,1559,704,511,,2646,2834,215,,221,19,1496,1420,263,2276,,645,10,3449,1400,11,179,,,,1,,,1886,3367,442,,34202,3507,6,2182,,,,2966,123,6,1576,260,1,284,96,323,,,26,31,,3,,,108,5587,,1666,3916,93,2,,5,,13,,,1240,63,73,390,138,286,8,12,627,371,826,250,220,477,14,,1,192,484,23,,365,1,479,550,2,,1,29,4,113,278,10,2,61,25,3750,25,13,184,,6,5492,,,,,,,
106190200,190200,LOS ANGELES,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DR,SAN GABRIEL,91776,Investor - Partnership,Teaching,200-299,District 22,District 49,Alhambra/El Sereno South/San Gabriel Central,Urban,7654,50,430,,,1,3293,4842,,981,47,509,962,532,837,1238,1251,1778,,2104,6000,31,,4441,,242,2979,33,427,13,6025,20,531,521,,48,,1,17,,972,,4341,214,3580,,56832,4925,1590,648,972,,,4748,363,82,1479,66,2,178,279,838,,2,53,34,8,1,,2,201,7934,,3823,2772,1336,3,,9,10,182,,,1066,427,78,387,367,324,12,22,715,442,728,104,329,398,1101,981,2,137,486,29,,1456,1009,393,820,4,8,4,298,24,167,566,46,8,159,62,2975,136,22,28,,34,8051,,,,,,,
106190232,190232,LOS ANGELES,DEL AMO BEHAVIORAL HEALTH SYSTEM,23700 CAMINO DEL SOL,TORRANCE,90505,Investor - Corporation,Teaching,150-199,District 26,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,,,7022,,,,2662,4359,1,124,4136,821,658,462,359,328,117,17,,2946,3389,687,,188,,603,2335,7,3875,14,474,67,6084,,,,,,397,,,,,6042,980,,49887,200,6815,7,,,,6701,73,,91,11,12,126,1,,,,,5,,,2,,,7022,,638,3146,2992,,,227,8,11,,,,,,1,7011,3,,,1,,,,,,,,,,,1,5,324,,,,,,,,,,,,,,,6698,,12,677,,53,6280,,,,,,,
106190240,190240,LOS ANGELES,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,90712,Investor - Corporation,Teaching,150-199,District 33,District 63,Cerritos/Hawaiian Gardens,Urban,7310,,,,,,3733,3577,,,31,234,481,637,1246,1683,1677,1321,,2766,4426,118,,704,93,1281,3023,173,2025,11,6854,16,130,203,103,1,2,,1,,,,6674,113,523,,48223,3605,3574,129,,2,,3668,241,41,1328,44,1,355,388,1085,,,147,11,,1,,,182,7128,,3673,2032,1442,13,,12,4,45,89,,1395,249,104,551,91,212,5,11,1613,436,1016,144,187,494,20,,6,109,645,22,,1397,3,1230,844,2,6,,61,21,198,440,78,10,191,76,2681,72,4,128,1,35,7142,,,,,,,
106190243,190243,LOS ANGELES,PIH HEALTH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVE,DOWNEY,90241,Non-profit Corporation (incl. Church-related),Teaching,150-199,District 32,District 58,Downey Northeast,Urban,9581,,,,,,4600,4981,,,60,484,706,972,1348,1876,1967,2168,,6433,2239,909,90,309,,417,3995,922,3803,45,8776,15,302,399,71,13,,,3,,,2,9112,261,206,2,34401,9118,275,136,,,52,5258,382,21,1021,37,1,276,281,2124,,1,165,13,,1,,,415,9164,2,5394,2731,1262,13,,31,,150,,,1844,210,155,673,101,435,27,33,1848,486,1684,166,282,657,62,,3,359,550,6,,848,13,1071,1234,1,3,,85,22,215,421,77,37,139,129,5118,168,32,147,,32,9370,,,,,,,
106190256,190256,LOS ANGELES,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,90023,Investor - Partnership,Teaching,100-149,District 24,District 51,City Terrace East/East Los Angeles,Urban,2695,8,,,,,1212,1491,,405,58,269,316,279,368,453,301,254,,2137,558,8,,76,,269,736,22,1600,,1982,18,238,89,,7,,2,1,,366,,1431,213,1059,,14423,1365,364,608,366,,,1823,97,1,283,6,3,195,108,168,,2,14,3,,,,,50,2653,,681,1780,170,3,,1,,64,4,,434,44,37,127,23,71,1,1,336,108,299,67,44,154,381,375,,46,148,7,,609,363,205,167,,,,54,,44,100,2,,21,4,1131,3,19,207,,5,2472,,,,,,,
106190280,190280,LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,91436,Investor - Limited Liability Company,Teaching,100-149,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,1501,10,285,,177,,899,1074,,,,60,91,97,210,380,462,667,6,220,1722,31,,53,11,137,1505,86,181,,1172,5,267,383,1,141,1,,3,,,,1687,40,246,,12724,168,1610,195,,,,678,121,83,555,83,1,103,44,267,,,23,14,,1,,,72,1901,,1473,312,170,3,,1,,14,,,387,21,7,76,310,103,,6,241,126,189,42,56,127,,,,35,223,21,3,154,1,346,80,,1,,5,3,59,77,1,2,9,6,1209,20,8,105,,31,1829,,,,,,,
106190298,190298,LOS ANGELES,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,91741,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 25,District 48,Asuza/Charter Oak/Covina,Urban,4728,,,,,,2401,2327,,,22,193,355,446,663,995,989,1065,,2011,2711,6,,248,12,193,4157,54,64,,4154,39,23,466,29,8,3,1,4,1,,,4504,5,219,,25636,1467,3053,208,,,,2108,391,7,774,13,1,193,224,833,,1,175,8,,,,,214,4514,,2648,1199,771,5,,17,,87,1,,837,180,64,262,58,161,5,1,656,400,936,130,114,415,12,,2,137,338,20,,692,2,393,806,,7,2,51,21,136,229,28,5,111,128,1951,166,8,100,,23,4597,,,,,,,
106190305,190305,LOS ANGELES,KINDRED HOSPITAL - LOS ANGELES,5525 W SLAUSON AVE,LOS ANGELES,90056,Investor - Limited Liability Company,Teaching,50-99,District 30,District 54,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,484,,,,,,271,213,,,,,11,29,60,131,136,107,10,88,380,16,,36,,143,198,1,106,,1,,482,1,,,,,,,,,,,484,,23016,,,484,,,,11,58,15,209,,,6,129,54,,,2,,,,,,,484,,273,68,123,2,,18,,,,,66,2,1,1,,2,,,12,296,23,18,16,24,,,,2,16,5,,199,,27,34,,,,,,3,46,,1,11,,160,3,2,3,,1,478,,,,,,,
106190315,190315,LOS ANGELES,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,91754,Investor - Partnership,Teaching,200-299,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,8776,,,,311,,4078,5009,,1250,73,607,993,554,1003,1471,1383,1753,,2669,6364,54,,5469,,126,3042,227,223,,6466,319,879,157,25,,9,2,,,1230,,4813,152,4122,,48186,164,6188,1505,1230,,,5514,211,212,760,1,1,224,359,1672,,9,114,10,,,,,179,8898,10,3609,3423,1706,18,,1,,306,18,6,873,635,74,289,33,232,12,14,1639,359,712,77,287,524,1315,1248,6,150,531,76,1,1040,1233,1031,818,4,9,,326,24,129,335,91,10,215,190,3490,142,9,42,,17,9019,,,,,,,
106190317,190317,LOS ANGELES,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1891 EFFIE ST,LOS ANGELES,90026,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 24,District 51,Echo Park/Hollywood North Central/Silverlake South,Urban,,,336,,,,112,224,,,203,46,43,24,17,,,,3,198,137,1,,17,,54,76,28,161,,51,83,192,,1,,,,9,,,,,191,145,,12190,162,174,,,,,300,1,1,10,3,1,6,,,,,,14,,,,,,336,,,179,,,156,,,,1,,,,,,336,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,98,,3,235,,,,,,,
106190323,190323,LOS ANGELES,ADVENTIST HEALTH GLENDALE,1509 WILSON TER,GLENDALE,91206,Non-profit Corporation (incl. Church-related),Teaching,500+,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,16721,938,1079,,519,,8754,10500,3,1526,76,1242,2066,1351,1848,3002,3470,4667,9,4266,14479,512,33,1332,48,649,13887,795,2513,,14229,224,670,785,88,1722,7,3,24,2,1503,,12030,113,7006,108,108119,7222,7013,3501,1503,16,2,10644,567,501,2701,99,5,473,543,3282,,6,262,109,,50,13,2,1466,17791,,9721,4867,4077,21,2,205,,235,95,34,2656,801,145,800,1441,561,15,32,3249,954,1384,201,784,914,1628,1523,23,320,1368,455,3,3618,1485,2469,1567,3,32,,228,41,335,1037,301,30,429,256,6974,452,93,451,,116,18597,,,,,,,
106190328,190328,LOS ANGELES,GLENDORA HOSPITAL,150 W ROUTE 66,GLENDORA,91740,Investor - Limited Liability Company,Teaching,50-99,District 25,District 48,Asuza/Charter Oak/Covina,Urban,,,1168,,,,631,537,,,18,157,194,147,164,242,177,69,,241,925,2,,85,,212,723,23,125,,2,140,1025,1,,,,,,,,,,1000,168,,16096,2,1166,,,,,749,46,30,193,115,5,14,,3,,,,4,,8,1,,,1168,,884,,266,,,17,,1,,,,,,,1135,30,,,,,,,,,,,,1,,2,,1,,,,,,,,,,,,,,,1167,,4,277,6,19,862,,,,,,,
106190352,190352,LOS ANGELES,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,Investor - Corporation,Teaching,100-149,District 22,District 57,Bassett/Industry West/La Puente,Urban,2079,9,,,,,1161,927,,24,29,91,135,230,376,446,355,402,,1332,756,,11,421,,82,1568,6,,,2036,37,,13,2,,,,,,,,1982,,106,,12745,2033,19,36,,,,1107,259,2,303,,1,165,155,83,,9,2,2,,,,,153,1935,,1012,964,100,2,,3,1,6,,,455,31,38,190,42,65,1,3,393,186,358,30,22,106,,,,80,66,14,8,462,2,202,255,,,,15,1,38,8,3,,18,,1030,54,,50,,7,2031,,,,,,,
106190380,190380,LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,90028,Investor - Corporation,Teaching,100-149,District 26,District 50,Hollywood South Central/Inner Sunset,Urban,3879,,2964,,,,4574,2269,,,38,499,896,941,1391,1545,871,662,,1615,4985,243,13,382,11,1819,3094,273,1216,35,35,1812,3308,1687,1,,,,,,,,,2368,4475,,38299,4111,1956,776,,,,2928,304,51,1853,852,8,249,60,14,,,8,96,1,416,3,,11,6832,,3172,3538,115,1,,6,,11,,,1263,31,40,461,2952,313,2,6,200,133,378,190,123,263,,,,90,363,33,2,3166,,433,403,1,,,8,1,67,123,3,7,32,71,2514,14,27,658,1,27,6130,,,,,,,
106190382,190382,LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,90027,Investor - Partnership,Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,16832,233,,,380,1,6906,10538,2,3750,214,2114,2543,1209,1350,2162,2003,2101,,8613,8738,95,14,3008,41,1746,2109,37,10451,40,11188,,1366,829,119,211,,1,1,,3731,,7010,,10436,,102971,7010,1264,5439,3731,,2,12851,321,264,1605,,2,591,446,1067,,,112,11,,165,,11,58,17388,,4347,10661,1925,,,,,393,117,3,1780,639,111,492,96,347,20,18,1594,688,1160,185,646,589,3990,3745,5,294,870,174,3,1874,3732,1040,1042,,7,7,439,41,146,743,178,5,253,179,7718,42,36,323,,60,17027,,,,,,,
106190385,190385,LOS ANGELES,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,91345,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 18,District 39,Granada Hills/Mission Hills/Porter Ranch,Urban,18874,52,1,,240,,8182,10977,8,2847,204,1979,2444,1573,1973,2802,2752,2588,5,11654,7198,315,25,852,95,706,7096,323,9339,731,15813,78,170,136,16,95,,1,,12,2846,,11178,16,7973,,113401,10301,494,4711,2846,792,23,12100,438,116,1710,36,14,268,465,3722,,7,265,19,1,5,,1,381,18786,,5460,6967,6244,36,12,174,,271,3,,2261,917,137,644,131,368,12,11,2519,570,1572,145,657,1102,3105,2847,8,180,1845,133,3,1818,2843,1803,1824,4,29,5,931,78,442,1419,283,33,335,255,6788,277,18,198,14,56,18881,,,,,,,
106190392,190392,LOS ANGELES,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BLVD,LOS ANGELES,90017,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,13518,64,,,570,,6463,7687,2,1563,102,1039,1687,1120,1573,2378,2254,2435,1,6649,7107,396,38,2908,90,1971,6520,373,2180,72,10965,153,528,639,36,276,4,2,7,5,1537,,8837,41,5274,,68372,3404,6180,2985,1537,,46,8654,237,467,1714,39,7,492,547,1780,,10,93,11,,97,4,,525,13627,,5176,5586,3011,24,,49,17,263,13,13,1592,512,135,596,156,551,26,49,2784,523,1202,174,558,569,1618,1556,22,286,1099,142,2,1515,1519,2071,1165,14,14,11,227,48,231,749,307,8,191,153,5844,85,68,690,6,200,13188,,,,,,,
106190400,190400,LOS ANGELES,HUNTINGTON HOSPITAL,100 W CALIFORNIA BLVD,PASADENA,91105,Non-profit Corporation (incl. Church-related),Teaching,500+,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,25537,,927,2,360,,11756,15064,6,3574,368,1716,3731,2132,2768,3755,4214,4568,,8230,17606,990,39,3828,52,2490,11798,438,6827,1354,20846,466,467,688,136,1178,3,1,11,12,3018,,16139,76,10610,1,130621,4783,13274,5179,3018,572,,19746,427,375,2402,24,9,440,648,2236,,7,262,98,,149,3,,177,26649,,8901,4769,12182,170,14,223,4,519,15,29,2817,1231,265,838,1269,631,39,47,3314,1015,2615,421,1580,1112,3317,3138,55,488,2409,208,17,6679,3066,1957,2491,19,24,16,906,93,597,2131,489,83,654,324,6976,321,,1011,69,248,25498,,,,,,,
106190413,190413,LOS ANGELES,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W SAN BERNARDINO RD,COVINA,91723,Investor - Corporation,Teaching,150-199,District 22,District 48,Asuza/Charter Oak/Covina,Urban,5805,259,1435,,,,4057,3442,,,66,592,744,764,1076,1450,1342,1465,,3762,3654,83,11,661,21,432,6111,123,140,,5576,70,954,431,65,225,1,3,173,1,,,5904,372,1223,,38589,1786,4175,1538,,,,4108,318,41,907,33,18,216,272,1384,,,175,23,,4,,,221,7278,,3840,2538,905,9,,21,,186,,,791,123,89,503,1478,149,3,7,1771,390,820,125,205,400,15,,2,153,407,68,,811,1,1468,618,1,4,1,6,14,155,362,24,8,92,55,3737,142,43,587,,28,6841,,,,,,,
106190422,190422,LOS ANGELES,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,90505,Non-profit Corporation (incl. Church-related),Teaching,500+,District 26,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,27016,379,,,,,11580,15815,,2835,294,1297,2642,1848,2739,4048,5377,6315,,7077,19110,1208,58,3906,225,2727,12495,590,7028,366,23571,3,603,460,234,,7,,11,309,2197,,18196,152,9047,,127794,18527,1866,4745,2197,,60,18044,353,116,2443,166,1,287,691,4748,,11,474,45,,,16,,1249,26100,46,13546,3004,10173,62,,170,,439,1,,2841,1277,233,1108,292,650,30,40,4504,1333,3322,501,1876,1533,2459,2330,20,861,1972,205,8,3396,2118,2393,2956,14,36,3,719,116,649,2183,511,36,594,323,10823,525,8,74,3,207,27103,,,,,,,
106190429,190429,LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 W SUNSET BLVD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,23846,,3750,,,,13153,14438,5,4199,1166,2568,3498,2044,2580,3948,4377,3211,5,11203,15887,506,70,3930,159,3039,8636,668,10911,183,14084,995,9420,259,50,10,14,,3,110,2644,7,8186,5472,13938,,141828,6192,12739,6013,2644,1,7,18166,464,64,1244,2,2,248,669,6182,,11,324,47,1,106,66,,1600,25996,,10056,2449,14796,9,,37,,247,2,,1917,1650,208,694,3878,780,41,16,5440,1007,1784,157,1150,686,2897,2762,335,419,1457,318,,3594,2610,4149,1937,17,90,10,635,108,301,1294,1026,87,449,500,10255,534,1,491,2,70,27032,,,,,,,
106190431,190431,LOS ANGELES,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 VERMONT AVE,HARBOR CITY,90710,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,14317,,,,,,5759,8557,1,2382,81,1001,2033,927,1207,1949,2213,2523,1,4859,9310,148,39,1654,337,4011,3230,239,4722,85,10169,348,1346,73,7,2,4,,,26,2340,2,7584,729,6002,2,53972,6642,3796,1522,2340,,17,8701,378,20,831,1,1,127,397,3516,,,317,11,,4,13,,984,13333,,5856,1448,6918,2,1,1,,90,1,,2073,467,126,586,123,244,14,14,1790,592,1532,130,286,534,2430,2379,2,281,609,105,,1332,2297,829,1406,6,5,3,716,30,271,537,67,20,170,309,6012,307,,127,,26,14164,,,,,,,
106190432,190432,LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,91402,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 18,District 46,Northridge South/Reseda North,Urban,10764,,,,,,4116,6648,,2441,61,954,1882,670,729,1189,1436,1402,,4931,5792,41,20,1220,33,654,3918,76,4809,34,6905,157,1088,71,3,1,1,,,169,2369,,4203,444,6117,,38908,4106,3106,1182,2369,,1,7407,142,5,731,,,44,323,1894,,,204,7,,1,6,,952,9812,,3524,1186,5987,10,,8,,49,,,1535,523,67,213,45,127,1,,754,419,882,68,163,283,2514,2431,7,86,575,71,,1077,2329,529,1049,2,10,,590,28,130,561,50,12,251,257,3704,185,2,65,,28,10669,,,,,,,
