oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106014034,014034,ALAMEDA,FREMONT HOSPITAL,39001 SUNDALE DR,FREMONT,94538,Investor - Corporation,Teaching,100-149,District 10,District 25,Centerville/Fremont West/Irvington/Newark East Central,Urban,,,5412,,,,2169,3241,2,,2631,1118,706,461,312,135,47,,2,828,4584,,,472,,206,1455,29,3250,,63,,4629,,720,,,,,,,,,4631,781,,42792,,5412,,,,,5122,14,,,64,1,205,,,,,,,,,6,,,5412,,516,1304,2575,1,,1016,,,,,,,,,5404,,,,,,,,,,,,,,,,8,776,,,,,,,,,,,,,,,4636,,35,548,,17,4812,,,,,,,
106014050,014050,ALAMEDA,STANFORD HEALTH CARE TRI-VALLEY,5555 W LAS POSITAS BLVD,PLEASANTON,94588,Non-profit Corporation (incl. Church-related),Teaching,150-199,District 7,District 16,Dublin/Pleasanton/Santa Rita/Sunol,Urban,8050,,,,,,3449,4600,1,1353,34,400,1305,486,701,1014,1329,1428,,993,6986,71,31,1550,41,319,3673,48,2213,175,6147,162,225,163,7,1,6,3,33,,1303,,4280,34,3736,,35608,4441,256,2050,1303,,,4978,173,40,986,,36,,244,1430,,1,149,9,,,4,,491,7559,,3120,788,3193,34,,96,,179,640,,917,223,42,393,86,118,4,6,1185,379,742,66,312,283,1376,1347,11,59,492,9,,875,1268,932,741,,1,,56,23,102,472,82,11,219,99,3008,161,,90,5,64,7891,,,,,,,
106014132,014132,ALAMEDA,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,94538,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 10,District 25,Fremont East/Niles/Union City Central,Urban,4364,,272,,,,2337,2299,,,24,138,210,308,564,865,1052,1472,3,607,4023,6,,1385,33,330,2234,29,625,,3723,117,427,200,166,1,1,,,1,,,4064,243,329,,23540,565,3986,85,,,,1977,285,29,524,1,,48,216,1346,,,172,29,,3,6,,869,3767,,2957,218,1391,16,,2,,52,,,1292,106,49,236,331,106,1,5,886,274,510,69,51,233,15,,1,135,322,14,,1222,,318,538,2,6,,19,11,106,200,42,20,89,185,1675,203,,55,,15,4566,,,,,,,
106014207,014207,ALAMEDA,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,2633 E 27TH ST,OAKLAND,94601,Investor - Corporation,Teaching,1-49,District 9,District 18,Oakland West Central,Urban,,,1149,,,,523,626,,,115,388,239,164,122,86,32,,3,218,863,68,,86,,164,517,33,349,,807,,314,,25,,,,,3,,,,,1149,,6275,,1149,,,,,1024,16,,2,57,2,48,,,,,,,,,,,,1149,,202,47,885,,,,,1,14,,,,,,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,,4,3,,,1142,,,,,,,
106014226,014226,ALAMEDA,TELECARE WILLOW ROCK CENTER,2050 FAIRMONT DR,SAN LEANDRO,94578,Investor - Corporation,Teaching,1-49,District 10,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,,,447,,,,168,279,,,447,,,,,,,,,135,281,31,,14,,80,148,16,189,,334,3,102,,4,,,,2,2,,,,,447,,2385,,447,,,,,431,1,,,2,1,6,,,,,6,,,,,,,447,,,5,229,,208,,1,,4,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,447,,,,,,,
106014233,014233,ALAMEDA,EDEN MEDICAL CENTER,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 10,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,9600,,,,,,4361,5239,,1194,106,713,1269,652,961,1469,1551,1685,,2424,7017,159,29,1478,517,1429,4083,120,1797,147,7659,71,200,449,20,,3,,5,,1193,,6574,77,2949,,44615,4183,1950,1016,1193,1258,,5042,413,162,1522,69,16,188,339,1544,,1,258,43,,3,,,725,8875,,3597,2374,3229,62,,150,,171,17,,1264,259,114,358,106,269,13,9,1208,357,739,120,291,357,1253,1194,3,140,1523,23,,1233,1185,526,713,5,6,12,116,36,313,729,217,21,232,123,3958,175,10,254,6,52,9278,,,,,,,
106014326,014326,ALAMEDA,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W MACARTHUR BLVD,OAKLAND,94611,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 9,District 15,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,23461,,,,,,10314,13146,1,3847,903,1138,2870,1660,2190,3306,3946,3599,2,3946,19069,446,83,3753,125,5756,8395,554,4425,370,18889,145,1421,320,47,3,2,,,66,2563,5,12023,1042,10396,,104645,2664,14312,3916,2563,,6,16734,449,117,1817,6,,260,689,2979,,2,296,49,2,38,23,,2257,21204,,9437,2618,10950,18,,125,,312,,1,2823,1513,309,863,314,641,32,30,3080,1385,1990,233,1317,658,2816,2684,205,553,1374,641,,6449,2567,1542,2011,28,31,7,582,158,404,1702,697,174,793,510,5204,602,23,239,,61,23138,,,,,,,
106014337,014337,ALAMEDA,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED ST,SAN LEANDRO,94577,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 9,District 18,San Leandro West/San Lorenzo West/Hayward West,Urban,15533,,,,,,5890,9643,,3916,82,1372,3085,799,1023,1606,1819,1824,7,4116,11221,196,72,4702,285,2025,4166,188,3528,567,10460,153,498,344,255,1,,1,,1,3819,1,6179,270,9084,,53205,602,9659,1453,3819,,,11024,295,24,1036,,,76,361,2482,,,205,21,,6,3,,1222,14311,,4597,1247,9542,5,,9,,133,,,2093,259,101,346,173,191,4,6,1285,442,982,136,282,411,4047,3910,6,152,656,49,2,4898,3797,571,1123,6,1,3,879,17,206,715,52,69,175,299,2412,310,3,69,,26,15435,,,,,,,
106034002,034002,AMADOR,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,95642,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 8,District 5,Ione/Jackson/Pine Grove/Sutter Creek,Rural,2416,,,,,,1031,1385,,239,16,147,185,107,209,423,535,555,,213,2131,72,32,11,,18,2172,44,98,41,2040,20,26,50,1,1,,1,45,1,231,,1820,3,593,,10181,1391,517,277,231,,,1259,135,8,284,4,49,52,57,494,,,66,3,1,4,,,230,2186,,1325,577,363,5,,117,,29,,,563,17,17,83,37,60,1,3,325,140,248,35,96,61,249,239,,41,199,2,,315,232,62,182,,,1,6,3,31,200,8,2,27,4,1228,115,3,26,2,15,2370,,,,,,,
106040802,040802,BUTTE,ORCHARD HOSPITAL,240 SPRUCE ST,GRIDLEY,95948,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 4,District 3,Biggs/East Biggs/Gridley,Rural,327,186,,,,,263,250,,,,,11,32,72,93,117,179,9,83,426,4,,,,,421,19,73,,298,2,97,21,2,93,,,,,,,311,,202,,3660,,329,184,,,,249,31,2,125,,,20,23,42,,1,9,,11,,,,431,82,,342,124,41,,,4,,2,,,104,13,,39,14,21,,1,85,69,22,18,29,17,,,,18,54,9,,21,,13,1,,,,,,4,7,,,,,460,7,,18,,2,493,,,,,,,
106040937,040937,BUTTE,OROVILLE HOSPITAL,2767 OLIVE HWY,OROVILLE,95966,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 4,District 3,Oroville/Palermo/Thermalito,Rural,11763,419,,,,,5761,6421,,562,202,741,1067,1201,1834,2674,2192,1709,,924,10778,480,283,491,,345,9813,156,1022,72,11091,2,10,131,19,416,37,,18,1,457,,10054,,2128,,64812,57,10412,1256,457,,,8468,222,2,1140,77,65,1062,270,802,,,51,14,,,9,,465,11717,,5634,4893,1094,32,1,364,6,157,1,,3276,239,40,387,223,477,11,23,1615,375,1180,112,496,582,573,481,11,597,1395,87,2,740,475,348,1030,14,27,7,208,15,260,553,35,53,312,244,7533,328,1,292,,79,11810,,,,,,,
106040962,040962,BUTTE,ENLOE MEDICAL CENTER- ESPLANADE,1531 ESPLANADE,CHICO,95926,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 4,District 3,Chapmantown/Chico,Urban,18730,,417,,497,,9049,10594,1,2267,244,1482,1699,1135,1805,3348,3917,3747,,2870,16106,668,268,359,38,339,15007,366,3061,206,16005,470,516,213,46,439,2,,2,28,1923,,13154,39,6451,,86169,12742,419,4203,1923,346,11,13103,360,460,1867,105,3,,558,2825,,,344,19,,,,,2174,17470,,9330,4476,5483,46,,41,,268,,,1904,507,134,939,592,429,16,14,3164,1343,1954,257,794,1072,2019,2010,13,352,1965,166,,1425,1907,1607,1926,16,1,1,219,38,343,1446,187,188,447,393,9288,212,3,402,3,99,19137,,,,,,,
106044006,044006,BUTTE,BUTTE COUNTY MENTAL HEALTH SERVICES,592 RIO LINDO AVE,CHICO,95926,City or County,Small/Rural,1-49,District 4,District 3,Chapmantown/Chico,Urban,,,273,,,,126,147,,,13,69,72,57,46,12,,,4,53,208,12,16,,,24,182,14,37,,72,54,131,,,,,,16,,,,,132,141,,1635,1,271,1,,,,257,,,,8,5,2,,,,,,,,1,,,,273,,44,208,1,,,,,20,,,,,,,271,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,273,,,6,,1,266,,,,,,,
106050932,050932,CALAVERAS,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,95249,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 8,District 5,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,767,,,,,,356,411,,,,16,37,36,92,185,204,193,4,37,725,5,,,,,724,23,20,,763,,1,,,3,,,,,,,727,1,39,,2870,722,,45,,,,318,59,10,158,2,,29,26,146,,,9,5,,5,,,12,755,,528,129,79,2,,17,2,10,,,169,9,3,40,37,16,,,124,87,93,38,28,40,,,,13,67,3,,145,,56,48,,,,1,1,17,51,7,,4,,433,4,,6,,12,749,,,,,,,
106060870,060870,COLUSA,COLUSA MEDICAL CENTER,199 E WEBSTER ST,COLUSA,95932,Investor - Limited Liability Company,Small/Rural,1-49,District 4,District 3,Colusa,Rural,538,255,,,,,364,429,,,,15,30,55,86,164,197,245,1,140,653,,,16,,12,697,22,,46,465,1,176,1,1,149,,,,,,,441,56,296,,7822,40,741,12,,,,355,64,,275,,,34,29,30,,,5,1,,,,,282,511,,511,226,37,1,,,,12,6,,291,4,5,41,18,25,,,91,100,36,29,21,46,,,,33,45,7,1,509,,1,1,1,,,,,8,2,,,58,12,198,3,,24,,8,761,,,,,,,
106070924,070924,CONTRA COSTA,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,94553,City or County,Small/Rural,150-199,District 3,District 14,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,7581,,712,,,,3302,4991,,1882,170,1447,1523,750,863,848,500,310,,3604,4123,566,21,743,99,1183,2010,119,3946,172,5135,636,305,30,,353,1,,2,14,1817,,5676,300,2317,,40854,131,5676,655,1817,,14,7314,428,,3,313,55,3,58,15,,8,15,81,,,,,241,8052,,1175,6642,284,4,,29,,159,,,427,143,58,310,1007,122,10,5,635,271,697,150,88,242,1938,1881,1,104,179,15,10,2133,1679,80,572,4,6,2,193,20,100,204,39,30,26,29,2976,200,3,393,,24,7873,,,,,,,
106070934,070934,CONTRA COSTA,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 7,District 11,Brentwood Central and West/Oakley,Urban,6405,,,,,,2995,3410,,449,60,405,635,505,972,1222,1104,1053,,1517,4825,63,17,393,296,1419,3065,54,1064,97,5688,50,62,158,5,,1,1,2,1,437,,5392,13,1000,,25435,4184,1538,246,437,,,3434,274,4,657,69,1,245,181,1410,,1,113,13,,3,,,236,6169,,2676,2110,1313,3,,204,,94,5,,1201,68,92,421,105,179,2,3,1289,478,705,91,87,307,468,449,2,117,331,10,,941,431,779,579,3,,,50,8,86,194,33,17,100,78,2837,269,17,244,4,49,6091,,,,,,,
106070988,070988,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,94598,Non-profit Corporation (incl. Church-related),Small/Rural,500+,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,21538,,,,420,,9187,12771,,3824,424,1256,3049,1183,1717,2752,3626,4127,,3500,17555,903,63,2444,172,1388,13711,888,2500,792,15808,415,1908,771,6,25,5,1,,31,2988,,11730,616,9612,,117891,11081,1158,5513,2988,1200,18,11682,537,266,2586,11,14,188,697,5451,,39,366,107,,6,8,,1253,20705,,8743,3271,8736,149,,537,,507,15,,1739,987,147,633,201,476,14,7,2182,1240,1722,259,1681,816,3213,3150,27,214,3007,242,1,846,2941,1072,1844,12,22,12,790,171,527,2661,507,119,564,179,9138,553,25,291,4,136,21502,,,,,,,
106070990,070990,CONTRA COSTA,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,14977,,,,,,6042,8935,,3308,120,867,2574,773,896,1523,2021,2895,,2051,12633,293,34,2854,64,790,8570,237,2201,227,10115,273,564,430,483,1,1,,,46,3064,,7517,256,7204,,57707,1770,9263,867,3064,,13,10256,325,56,1373,5,,88,361,2136,,,318,11,,11,37,,1934,13043,,5686,780,8402,5,,11,,92,1,,1843,326,95,345,147,230,14,4,1776,701,1137,200,139,481,3244,3132,6,244,853,60,,3815,3077,1114,1174,6,3,4,870,27,216,610,83,90,212,279,3078,319,,38,,36,14903,,,,,,,
106071018,071018,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 7,District 14,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,10777,,,,,,5560,5217,,,31,276,518,867,1485,2550,2684,2366,,1926,8727,124,34,923,120,1275,6708,131,1442,144,9519,262,600,369,10,5,3,1,3,5,,,8297,88,2392,,60503,8338,871,1565,,1,2,4320,243,50,1572,3,7,313,424,3575,,,209,55,,,6,,695,10082,,5921,2260,1836,13,1,551,,179,16,,1528,530,99,861,172,239,9,12,2591,715,1326,174,651,826,12,,36,134,827,35,,563,,2137,1445,3,4,,88,72,190,1008,51,16,427,316,3995,462,2,317,3,66,10389,,,,,,,
