oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_Rehab,TOC_SN_IC,TOC_Unknown,TOC_Psych,TOC_Chem_Dep,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NA,Admt_NB_Illogical,Admt_Disaster_Care_Site,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Disaster_Care_Site,disp_Other,disp_Invalid_Blank,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Payer,Payer_Other_Indigent,Payer_Unknown,dx_Circulatory,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Unacceptable_principal_dx,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Ear,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Male_Reproductive_System,PR_No_Group_Assigned,PR_Obstetrical,Zip_CA_Resident,Zip_Homeless,Zip_Out_of_State,Zip_Blank_Invalid,Zip_Foreign,Zip_Unknown,Dsch_Days,teach_rural
106010735,010735,ALAMEDA HOSPITAL,Alameda,2070 Clinton Ave,Alameda,94501,City or County,100-149,District 9,District 18,Alameda/Jack London Square/Oakland Inner Harbor,Urban,2224,2,180,1,,,1164,1242,1,7,96,170,212,372,462,496,592,,,,4,412,558,221,21,413,40,738,,424,1813,170,,341,308,1758,,278,1853,3,273,,,2073,334,,2,26,15,8,53,490,1443,370,,,,,,,176,95,110,317,44,1,9,16,53,43,1066,477,,,,,,45,689,1292,28,302,49,2,,,,415,297,38,5,101,2,22,161,453,197,59,93,43,101,2,248,79,91,,,,156,272,210,1,17,47,87,35,1483,1,92,6,,,,,,,2279,114,14,,,,52127,NA
106010739,010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,Alameda,2450 Ashby Ave,Berkeley,94705,Non-profit Corporation (incl. Church-related),300-499,District 9,District 15,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Urban,15340,,,,,,10188,5152,,210,1973,3310,897,801,1152,1215,1122,4660,,,35,2011,3117,242,294,4283,369,4989,,4249,10638,453,,497,10434,4409,,2725,3051,,5008,4556,,14676,664,,2,23,421,4,6,821,9334,172,1,4543,13,,,,240,270,178,1297,137,4,3,117,165,37,11997,866,1,28,,,,,6631,2867,349,5111,349,18,15,,,702,702,119,14,266,9,11,296,1199,618,158,534,259,192,5117,233,140,111,4659,1,,467,1329,633,2,130,212,681,274,6636,27,131,64,4,4,36,112,55,4543,14822,393,44,1,1,79,62632,NA
106010776,010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,Alameda,747 52ND ST,OAKLAND,94609,Non-profit Corporation (incl. Church-related),200-299,District 9,District 15,Oakland West Central,Urban,6816,54,,,,,3147,3722,1,2485,162,3,1,,1,,,1518,2700,,35,518,1049,308,52,3370,72,1466,,2929,3879,62,,186,2227,4457,,1546,4184,6,912,3,219,6855,15,,6,149,405,,46,1536,4716,5,,,3,4,,,100,17,35,10,1,,2,47,60,2,6592,2,,,1,1,,,3090,14,1882,1760,95,,29,,,83,838,277,21,364,26,322,224,293,1123,107,224,198,449,,986,206,295,405,428,1,251,1090,796,40,27,251,534,356,3093,247,67,23,2,15,55,17,6,,6749,32,89,,,,39423,Teaching
106010844,010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,Alameda,2001 DWIGHT WAY,BERKELEY,94704,Non-profit Corporation (incl. Church-related),50-99,District 9,District 15,Berkeley South and West/Emeryville/Oakland Northwest,Urban,,,,,2316,,1377,939,,649,502,375,254,239,165,112,20,,,,4,161,506,60,22,287,100,1176,,313,1856,147,,1238,1078,,,14,124,,2178,,,2311,5,,1,11,30,2,20,1419,825,8,,,,,,,47,33,,4,,5,6,21,12,123,2032,32,,1,,,,,960,450,37,811,57,,1,,,,,,,1,,,,,3,2297,,,2,12,,,1,,,,,384,4,,,4,1,2,1918,3,,,,,,,,,1812,479,22,,,3,18912,NA
106010846,010846,HIGHLAND HOSPITAL,Alameda,1411 E 31st St,Oakland,94602,City or County,200-299,District 9,District 18,Oakland West Central,Urban,13271,607,86,,3310,,7962,9303,9,321,2653,2830,2275,2703,2737,1447,1006,1297,,5,55,1735,5970,1121,144,5116,87,3046,,4738,12309,227,,88,7544,9641,1,1564,8337,42,4826,1252,1253,16722,551,1,11,158,578,191,750,498,13297,498,,1243,7,41,2,,592,664,388,996,141,340,314,307,396,95,11422,1577,,42,,,,488,10479,4502,182,1013,576,34,,,,1571,1252,111,24,633,21,129,484,1556,2556,3728,258,394,439,1508,773,294,236,1296,7,4,1122,2377,1063,5,99,503,910,299,8732,73,487,163,17,20,35,31,7,1331,14931,2250,89,1,1,2,116165,NA
106010887,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,2800 BENEDICT DR,SAN LEANDRO,94577,Investor - Limited Liability Company,50-99,District 9,District 18,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,453,,,,,,185,266,2,,14,31,35,120,108,98,47,,,,5,76,92,3,13,94,1,169,,93,353,7,,,453,,,453,,,,,,407,46,,,,,,,453,,,,,,,,,92,12,69,35,6,,,,9,,9,221,,,,,,,179,171,,102,,1,,,,17,14,,,7,,18,10,24,32,,8,,2,,295,25,1,,,,19,200,41,,,34,20,,128,,9,1,,,,1,,,443,6,3,,,1,23779,NA
106010937,010937,ALTA BATES SUMMIT MEDICAL CENTER,Alameda,350 HAWTHORNE AVE,OAKLAND,94609,Non-profit Corporation (incl. Church-related),300-499,District 9,District 18,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,10052,889,,,,,5276,5665,,19,313,598,917,1600,2460,2619,2415,,,,45,1689,4077,83,213,1264,82,3488,,1163,9635,143,,341,2729,7871,,2198,5342,,3401,,,9767,1174,,8,30,272,3,245,1306,8563,511,3,,,,,,310,308,401,3054,307,6,1,11,272,45,4649,1575,2,,,,,,2573,5956,209,1987,168,39,9,,,2865,1064,258,26,544,12,165,617,1955,886,111,462,616,422,10,576,89,247,,16,,1835,1587,1178,3,98,288,610,102,4539,22,314,145,24,1,72,55,67,1,10293,556,33,,,59,60976,NA
106010967,010967,ST. ROSE HOSPITAL,Alameda,27200 CALAROGA AVE,HAYWARD,94545,Non-profit Corporation (incl. Church-related),150-199,District 10,District 20,San Leandro West/San Lorenzo West/Hayward West,Urban,4243,,,,,,2184,2058,1,42,324,375,361,637,822,688,628,366,,,10,866,614,39,197,1436,33,1048,,1373,2848,22,,89,1042,3112,,409,3080,,388,366,,3908,335,,1,15,48,2,,190,3129,489,2,366,,1,,,195,108,224,519,81,,3,21,10,53,2417,609,,2,,,1,,2151,1559,61,364,65,12,,31,,805,487,28,2,231,2,7,212,620,176,57,220,50,90,385,361,77,66,366,1,,653,509,419,,47,42,273,19,1888,6,43,17,,,2,3,8,314,4093,125,17,,2,6,16411,NA
106010987,010987,WASHINGTON HOSPITAL - FREMONT,Alameda,2000 MOWRY AVE,FREMONT,94538,District,300-499,District 10,District 20,Fremont East/Niles/Union City Central,Urban,10619,,301,,,,6287,4633,,42,503,1391,612,1052,1730,1765,2242,1548,35,,27,4357,476,209,88,2131,451,3176,5,1423,9231,261,5,2,4115,6803,,1439,6756,,1261,1458,6,9819,1101,,1,39,2275,,,,6463,536,148,1455,3,,,,138,,368,2471,155,1,,19,78,2,6565,1119,,3,,1,,,1755,4663,26,4266,78,55,1,,76,1645,1039,42,16,450,6,14,553,953,738,68,734,354,182,1534,728,224,104,1526,8,2,1136,2362,805,6,55,177,1061,183,3044,24,228,141,24,,36,37,154,1447,10736,110,44,,20,10,53025,NA
106013687,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Alameda,3012 Summit St,Oakland,94609,Non-profit Corporation (incl. Church-related),1-49,District 9,District 18,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,,,,,,351,117,234,,4,74,89,80,58,44,2,,,,,1,13,35,10,6,31,21,234,,48,283,20,,5,346,,,334,,,17,,,348,3,,,,6,,,18,326,1,,,,,,,7,31,,,,,,1,,2,310,,,,,,,,1,1,2,338,8,,1,,,,,,,,,,,,,351,,,,,,,,,,,,312,,,,,,,39,,,,,,,,,,334,15,2,,,,4280,NA
106014034,014034,FREMONT HOSPITAL,Alameda,39001 SUNDALE DR,FREMONT,94538,Investor - Corporation,100-149,District 10,District 25,Centerville/Fremont West/Irvington/Newark East Central,Urban,,,,,4870,,2758,2110,2,2131,1093,696,440,320,133,41,14,,2,,10,486,295,1,,2421,,1657,,648,4222,,,4087,783,,,1,3,,4866,,,4870,,,,723,9,,,4090,47,1,,,,,,,23,144,,,,,3,3,,111,4580,2,,,,4,,,761,635,730,2742,1,,,1,,,,,,,,1,,,1,4853,,,,15,,,,,,,,438,,,,,,,4432,,,,,,,,,,4431,392,19,22,,6,41559,NA
106014050,014050,STANFORD HEALTH CARE - VALLEYCARE,Alameda,5555 W LAS POSITAS BLVD,PLEASANTON,94588,Non-profit Corporation (incl. Church-related),150-199,District 7,District 16,Dublin/Pleasanton/Santa Rita/Sunol,Urban,7459,,130,,,,4413,3176,,37,465,1211,402,631,964,1202,1227,1437,13,,8,1758,314,121,44,1358,83,3903,,988,6510,91,,5,3917,3667,,2344,3740,,133,1372,,7103,486,,4,18,72,22,75,145,5686,195,,1365,6,,1,,219,,241,1202,134,,25,15,51,,4882,812,,4,,4,,,1040,2779,89,3151,222,41,267,,,910,648,29,4,277,1,38,275,817,450,54,431,190,92,1405,406,71,48,1432,11,,666,617,638,4,38,65,610,69,3172,10,234,87,,,26,16,20,1317,7447,104,36,,2,,30990,NA
106014132,014132,KAISER FOUNDATION HOSPITAL - FREMONT,Alameda,39400 PASEO PADRE PKWY,FREMONT,94538,Non-profit Corporation (incl. Church-related),100-149,District 10,District 25,Fremont East/Niles/Union City Central,Urban,3901,,,,317,,2177,2041,,22,169,290,312,582,752,1003,1088,,,,10,1058,328,25,42,700,43,2012,,706,3483,29,,209,662,3347,,351,578,,3289,,,3488,730,,,130,84,,16,480,3410,97,,,,1,,,157,35,164,1374,131,20,,40,18,1,1854,409,,,,15,,,193,2504,1,1455,50,15,,,,591,487,59,3,332,6,16,186,1192,332,347,71,93,90,15,227,71,100,,,,287,1007,632,2,10,74,223,41,1623,7,62,142,4,2,7,8,86,1,4147,55,16,,,,18858,NA
106014207,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Alameda,2633 E 27th St,Oakland,94601,Investor - Corporation,1-49,District 9,District 18,Oakland West Central,Urban,,,,,1279,,703,576,,110,437,237,175,157,120,40,3,,,,6,56,172,,2,443,18,582,,264,970,45,,,1279,,,,,,1279,,,1279,,,,27,,,,352,898,,,,,2,,,13,27,,,,,1,,,127,1109,,,,,2,,,38,223,,997,,,21,,,,,,,,,3,,,,1272,,,1,1,,,2,,,,,,,,,,,,1279,,,,,,,,,,1275,2,1,,,1,6964,NA
106014226,014226,TELECARE WILLOW ROCK CENTER,Alameda,2050 Fairmont Dr,San Leandro,94578,Investor - Corporation,1-49,District 10,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,,,,,402,,239,163,,402,,,,,,,,,,,1,4,93,,2,194,3,105,,139,226,37,,,402,,,,,,402,,,402,,,,,,7,,,395,,,,,,,,,11,,,,,4,,,14,373,,,,,,,280,,,,122,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,402,,,,,,3626,NA
106014233,014233,EDEN MEDICAL CENTER,Alameda,20103 Lake Chabot Rd,Castro Valley,94546,Non-profit Corporation (incl. Church-related),100-149,District 10,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,9560,,,,,,5199,4361,,107,792,1168,702,1104,1515,1498,1577,1097,,,25,1329,1434,160,582,1684,92,4254,,2298,7103,159,,71,2812,6677,,988,3991,,2354,1095,1132,8653,907,,5,29,174,9,1,219,7451,576,1,1091,4,,,,424,155,338,1499,325,5,16,47,220,41,4952,1534,,4,,,,,2421,3600,142,3115,216,52,14,,,1220,777,114,9,337,6,18,355,1523,1410,118,345,315,224,1146,338,70,133,1097,5,,625,1349,679,8,50,278,789,222,3881,16,229,109,1,14,37,76,114,1083,9240,234,48,1,,37,38283,NA
106014326,014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Alameda,275 W MacArthur Blvd,Oakland,94611,Non-profit Corporation (incl. Church-related),300-499,District 9,District 15,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,22952,,,,,,12907,10043,2,800,1314,3170,1725,2368,3126,3369,2995,3383,700,2,88,3342,5123,329,147,4808,858,8257,,4059,18153,740,,868,10888,11196,,4173,1850,4,13902,3023,,20894,2058,,,25,189,,,1403,17901,319,,3016,5,86,2,6,453,180,625,2618,338,42,2,40,100,25,17005,1510,1,3,,10,,,2325,8164,144,11825,453,31,3,,7,2503,1863,240,29,884,18,647,649,2859,1207,292,1173,1581,537,3300,1165,204,507,3130,164,,1272,6152,2205,16,175,363,1558,684,5178,139,827,510,15,7,164,511,150,3026,22539,338,72,2,,1,93524,NA
106014337,014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,Alameda,2500 Merced St,San Leandro,94577,Non-profit Corporation (incl. Church-related),200-299,District 9,District 18,San Leandro West/San Lorenzo West/Hayward West,Urban,14731,,,,,,9444,5287,,72,1537,3038,740,997,1421,1406,1579,3934,2,5,54,4365,1937,335,239,3681,211,3909,,3996,10564,171,,121,9234,5376,,1429,1020,,8384,3898,,13661,1070,,,246,212,,,385,9570,404,,3884,9,16,5,,220,93,384,2556,183,13,,15,33,,10402,829,,,,3,,,1141,3836,13,9584,135,21,1,,,1035,783,71,3,343,3,46,333,1947,645,79,274,206,131,4174,479,106,132,3936,5,,531,4620,864,4,58,165,726,54,2304,62,157,234,2,2,19,882,127,3920,14666,43,21,1,,,49749,NA
106034002,034002,SUTTER AMADOR HOSPITAL,Amador,200 MISSION BLVD,JACKSON,95642,Non-profit Corporation (incl. Church-related),50-99,District 8,District 5,Ione/Jackson/Pine Grove/Sutter Creek,Rural,2445,,,,,,1370,1075,,13,186,173,107,235,465,487,517,262,,,25,19,29,33,15,106,24,2194,,213,2151,81,,1,669,1775,,326,1344,,519,256,,2153,292,,2,4,15,78,6,15,1997,72,,253,3,,,,152,31,52,515,57,3,79,5,20,8,1271,246,6,,,,,,625,1268,152,357,35,5,3,,,273,283,14,3,75,,12,65,537,199,29,80,33,63,275,159,40,42,262,1,,81,295,263,,4,55,180,11,1200,,24,5,,1,,,70,256,2408,24,10,,,3,9077,Small/Rural
106040802,040802,ORCHARD HOSPITAL,Butte,240 Spruce St,Gridley,95948,Non-profit Corporation (incl. Church-related),100-149,District 4,District 3,Biggs/East Biggs/Gridley,Rural,258,,127,,,,212,173,,2,4,20,27,27,67,79,159,,,,2,1,3,,3,17,,359,,72,313,,,,148,237,,137,3,,245,,,73,312,,,1,,,128,33,221,2,,,,,,,17,17,16,35,5,3,,1,3,2,155,125,6,,,,,,84,263,2,32,4,,,,,45,41,4,1,23,,2,34,71,32,7,8,4,18,,68,11,16,,,,3,19,5,,,2,3,,351,,2,,,,,,,,380,4,1,,,,2445,Small/Rural
106040937,040937,OROVILLE HOSPITAL,Butte,2767 OLIVE HWY,OROVILLE,95966,Non-profit Corporation (incl. Church-related),100-149,District 4,District 3,Oroville/Palermo/Thermalito,Rural,13982,,,,,,7450,6532,,252,1123,1495,1626,2358,2836,1947,1722,560,63,,403,448,452,121,,1043,66,11449,,1090,12748,144,,,1935,12047,,954,1,,12538,489,,13500,482,,15,2,,19,,12,13352,90,,484,3,3,2,,211,1467,168,438,39,,82,13,2,76,10391,1095,,,,,,2,5865,6127,311,1386,260,26,,5,,1923,1479,55,30,474,14,67,720,3787,1520,235,516,270,572,603,317,186,685,523,6,,514,935,1445,6,159,367,599,65,8720,35,168,301,3,6,14,110,36,499,13537,326,119,,,,47119,NA
106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE,Butte,1531 Esplanade,Chico,95926,Non-profit Corporation (incl. Church-related),200-299,District 4,District 3,Chapmantown/Chico,Urban,18755,457,55,,519,,10832,8954,,212,1704,1836,1257,2184,3524,3630,3329,2022,88,,266,341,313,117,24,2900,219,15606,,2694,16618,474,,30,7045,12711,,4639,12356,8,558,1895,330,17648,2138,,1,22,220,1,489,472,16500,176,,1888,7,10,,,316,,512,2903,249,,3,53,435,70,13590,1654,,,,,1,,4718,9570,57,5164,210,67,,,,3022,1975,137,24,853,17,172,1055,1858,1995,733,1143,517,428,1992,1254,307,309,1979,16,,1728,1143,2008,14,43,424,1726,240,9370,136,411,316,5,7,75,125,137,1878,19166,529,87,,4,,83616,NA
106044006,044006,BUTTE COUNTY MENTAL HEALTH SERVICES,Butte,592 Rio Lindo Ave,Chico,95926,City or County,1-49,District 4,District 3,Chapmantown/Chico,Urban,,,,,318,,157,161,,18,97,81,59,37,21,5,,,,,23,,22,7,,33,6,227,,66,238,14,,91,227,,,,3,,315,,,318,,,,9,105,26,,99,78,,,,,1,,,,5,,,,9,12,2,,26,263,,1,,,,,,242,43,,2,31,,,,,,,,,,,,,,,311,,,,,,,7,,,,,,,,,,,,318,,,,,,,,,,299,18,1,,,,3890,NA
106050932,050932,MARK TWAIN MEDICAL CENTER,Calaveras,768 Mountain Ranch Rd,San Andreas,95249,Non-profit Corporation (incl. Church-related),1-49,District 8,District 5,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,874,,16,,,,433,457,,2,21,53,58,96,209,211,240,,,,3,3,,7,6,33,2,836,,47,839,4,,,72,818,,70,819,,1,,,786,104,,,3,,,23,,857,7,,,,,,,75,23,21,203,14,3,1,3,6,4,397,137,2,,,1,,,190,583,17,88,7,4,,1,,120,120,4,,56,,1,44,189,84,23,52,10,22,,115,36,14,,,,86,134,49,,2,21,87,5,493,,6,2,,,,,5,,862,20,7,,,1,3270,Small/Rural
106060870,060870,COLUSA MEDICAL CENTER,Colusa,199 E Webster St,Colusa,95932,Investor - Limited Liability Company,1-49,District 4,District 3,Colusa,Rural,653,,238,,,,487,404,,1,37,44,68,128,193,172,248,,,,13,6,23,36,,10,5,798,,174,717,,,137,260,494,,,104,,787,,,731,160,,,,,1,139,254,461,36,,,,,,,123,48,23,53,6,,2,1,,,427,207,,,,,1,,230,563,,58,15,4,21,,,123,71,10,,48,1,10,65,215,59,14,17,5,37,5,93,33,85,,,,3,657,1,,,5,2,,191,1,17,13,,,,,1,,861,25,5,,,,8398,Small/Rural
106070924,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,2500 ALHAMBRA AVE,MARTINEZ,94553,City or County,150-199,District 3,District 14,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,7258,,,,539,,4642,3155,,141,1278,1418,665,885,946,389,247,1828,,,33,715,1187,125,85,3651,23,1978,,3570,4116,111,,227,3935,3635,,449,1337,26,4216,1769,,7606,191,,,,149,49,394,242,5129,59,,1760,9,6,,,275,6,43,6,8,,59,59,,288,6884,157,,12,,,,,6029,1173,43,301,231,3,17,,,606,703,51,6,301,7,29,241,381,187,725,80,162,123,1866,245,129,120,1828,1,6,46,2032,641,13,159,124,197,42,2753,45,38,18,5,3,22,5,30,1624,7249,534,8,1,,5,38526,NA
106070934,070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,3901 LONE TREE WAY,ANTIOCH,94509,Non-profit Corporation (incl. Church-related),100-149,District 7,District 11,Brentwood Central and West/Oakley,Urban,6934,,,,,,3780,3154,,88,537,705,633,932,1317,1102,959,643,18,,31,381,1460,129,239,1228,53,3413,,1708,5148,78,,21,1398,5515,,284,3813,,2226,611,,6696,238,,4,7,126,,3,71,5933,179,,609,2,,,,304,278,198,1253,144,2,,13,13,52,4039,634,,4,,,,,2322,2815,165,1463,147,9,13,,,1416,707,91,7,338,3,8,342,1112,378,109,89,99,148,638,525,99,189,635,1,,912,929,503,5,19,95,241,22,3260,6,129,64,,,9,45,95,600,6624,239,37,,1,33,27547,NA
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Contra Costa,1601 Ygnacio Valley Rd,Walnut Creek,94598,Non-profit Corporation (incl. Church-related),500+,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,19429,516,,,,,11329,8616,,427,1211,2667,1186,1774,2696,3189,3582,3016,197,,52,2138,1243,654,152,2007,632,13065,2,3027,16314,602,2,410,9291,10244,,5214,9667,20,1226,2784,1034,18888,1057,,5,3,286,,33,1808,14080,928,1,2777,5,17,2,,545,169,581,5481,282,,8,86,309,1,10401,2038,,33,,11,,,2804,7636,464,8404,451,184,2,,,2008,1621,126,5,535,38,229,657,1572,2690,158,1649,1016,463,2920,896,241,182,2919,20,,1001,772,1727,11,278,501,2674,528,8089,114,498,147,14,14,129,604,143,2701,19525,315,97,,4,4,99248,NA
106070990,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Contra Costa,1425 S MAIN ST,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),200-299,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,14291,,,,,,8756,5535,,131,950,2531,712,918,1282,1975,2447,3259,80,6,33,2541,707,203,67,2041,284,8415,,1996,12044,251,,294,7204,6793,,854,1160,3,9147,3127,,12627,1664,,1,347,289,,1,603,9571,335,,3117,3,16,7,1,326,51,305,2021,296,9,,21,62,5,10140,1044,1,2,,8,,,661,5047,17,8439,121,6,,,,1580,1075,67,3,284,7,96,403,1897,697,136,120,338,165,3298,537,144,233,3203,8,,1031,3596,1195,3,119,193,500,86,2997,64,199,262,3,1,37,780,146,3079,14245,20,22,2,,2,53744,NA
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Contra Costa,2540 EAST ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),200-299,District 7,District 14,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,9947,,,,,,4737,5210,,31,252,524,842,1579,2357,2323,2039,,,,35,758,1161,96,111,982,78,6726,,1724,8148,75,,141,2183,7623,,1519,7649,1,778,,,9272,675,,4,6,216,,,586,8861,268,2,,,4,,,230,210,334,3253,189,5,5,52,37,5,4400,1214,2,,,11,,,2101,5188,474,1997,169,18,,,,2292,1282,120,17,612,2,41,754,1403,749,159,754,474,224,15,692,205,116,,36,,2046,673,1307,10,44,249,1062,69,3648,32,333,330,2,1,49,46,45,1,9514,391,40,,2,,50865,NA
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,6001 Norris Canyon Rd,San Ramon,94583,Investor - Corporation,100-149,District 7,District 16,Alamo/Danville/Diablo/San Ramon,Urban,4168,,,,,,2329,1839,,23,159,406,326,442,584,841,1000,383,4,,5,558,169,33,31,481,42,2849,,213,3883,68,4,265,1342,2561,,635,1456,1,1702,374,,3735,428,5,1,37,12,1,1,268,3459,15,,373,,,1,,52,50,106,829,69,,,14,15,31,2541,451,,10,,,,,158,1549,22,2162,6,118,148,5,,555,513,29,11,206,3,9,205,446,336,65,387,120,123,386,265,71,55,382,1,,309,1047,444,,16,49,470,61,1151,2,117,92,,,7,8,29,366,4139,2,25,2,,,15563,NA
106074039,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,2740 GRANT ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),50-99,District 7,District 14,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,,,,,2649,286,1767,1168,,1510,435,293,221,223,147,30,7,,69,,10,190,318,45,12,677,181,1502,,600,2223,112,,2425,510,,,30,2633,,272,,,2935,,,,,7,,,2453,474,,,,,1,,,22,185,,7,1,,1,12,2,,2702,,,,,3,,,850,305,348,1392,37,,3,,,,,,,,,,,,,2930,,,,4,,,1,,,,,,,,,,,,2935,,,,,,,,,,2822,95,17,,,1,17529,NA
106074097,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Contra Costa,4501 SAND CREEK ROAD,ANTIOCH,94531,Non-profit Corporation (incl. Church-related),150-199,District 7,District 11,Brentwood Central and West/Oakley,Urban,9355,,,,,,5650,3705,,69,1031,1468,592,884,1131,1267,946,1966,1,,26,983,1449,131,115,2353,81,4217,,2254,7021,80,,68,4620,4667,,601,713,,6106,1935,,8667,688,,,62,62,,,301,6953,36,,1929,4,6,2,,335,67,193,1648,170,,,13,12,,6427,487,,1,,2,,,1047,2993,10,5140,154,11,,,,940,794,50,5,200,4,50,267,1485,446,75,184,187,105,2062,326,80,127,1967,1,,323,2365,824,3,36,150,434,51,2240,25,132,160,,1,16,537,125,1933,9305,36,12,2,,,29222,NA
106084001,084001,SUTTER COAST HOSPITAL,Del Norte,800 E WASHINGTON BLVD,CRESCENT CITY,95531,Non-profit Corporation (incl. Church-related),1-49,District 2,District 2,Crescent City/Gasquet/Klamath/Smith River,Rural,1966,194,,,,,1152,1008,,34,209,184,158,245,417,363,293,241,16,,92,33,19,93,1,107,23,1792,,166,1946,48,,6,790,1364,,428,843,,626,232,31,1954,206,,,2,18,11,102,109,1645,41,,231,1,,,,151,80,56,280,9,,12,4,79,2,1369,118,,,,,,,677,943,177,321,35,7,,,,255,196,16,,64,,31,52,466,217,52,66,35,59,252,102,45,17,235,,,41,288,160,,15,47,180,6,1116,1,20,5,,,4,38,8,231,1796,49,304,,,11,8555,Small/Rural
