oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_Rehab,TOC_SN_IC,TOC_Unknown,TOC_Psych,TOC_Chem_Dep,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NA,Admt_NB_Illogical,Admt_Disaster_Care_Site,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Disaster_Care_Site,disp_Other,disp_Invalid_Blank,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Payer,Payer_Other_Indigent,Payer_Unknown,dx_Circulatory,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Unacceptable_principal_dx,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Ear,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Male_Reproductive_System,PR_No_Group_Assigned,PR_Obstetrical,Zip_CA_Resident,Zip_Homeless,Zip_Out_of_State,Zip_Blank_Invalid,Zip_Foreign,Zip_Unknown,Dsch_Days,teach_rural
106190413,190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,Los Angeles,210 W SAN BERNARDINO RD,COVINA,91723,Investor - Corporation,150-199,District 22,District 48,Asuza/Charter Oak/Covina,Urban,6265,,241,,1056,,3485,4077,,51,536,632,737,1107,1470,1388,1641,,,,10,672,368,6,12,401,52,6041,,3802,3740,20,,252,1154,6156,,1353,2052,,4157,,,7329,233,,,56,89,49,221,720,5891,532,2,,,2,,,404,245,344,1339,170,4,15,49,29,24,3950,989,,,,,,,2286,4050,18,979,210,19,,,,1687,833,110,4,416,2,85,390,1140,462,1100,207,176,116,16,528,136,149,,5,,1513,979,691,1,8,160,361,47,3398,5,114,63,7,1,18,4,191,1,6938,551,30,,,43,42027,NA
106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,3330 Lomita Blvd,Torrance,90505,Non-profit Corporation (incl. Church-related),500+,District 26,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,23745,,469,,,,13703,10511,,261,1245,2412,1692,2568,3780,4496,5249,2334,177,,53,3453,2474,265,217,6032,424,11289,7,6014,17177,1011,12,161,8751,15302,,4851,15408,7,1730,2218,,23115,1052,47,19,182,,13,,776,20059,530,,2210,8,417,,,328,246,646,4318,394,,,51,66,171,15815,2166,,7,,6,,,2447,11859,163,9230,432,82,,,1,3777,2882,209,36,965,19,235,1283,2575,1788,245,1593,1158,564,2355,1229,388,627,2249,22,15,2080,2798,2610,13,315,555,2018,379,9747,31,542,267,33,2,107,327,226,2164,23961,86,161,1,,5,106840,NA
106190429,190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Los Angeles,4867 W SUNSET BLVD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,23189,,,,3492,,13510,13171,,1043,2807,3266,1949,2845,4078,3940,2815,3260,678,,67,3632,2918,168,149,10339,628,8780,,10769,15550,362,,5059,14610,7012,,5613,5796,1,12585,2684,2,25451,1230,,6,58,1124,2,10,9011,13586,125,,2678,6,61,,14,497,191,683,6459,299,9,2,19,40,2,17683,780,,5,,12,,,2034,9004,34,15345,257,7,,,,5344,1413,185,13,551,30,357,567,2406,1420,3650,1188,1540,814,2899,665,122,351,2826,340,,4190,3239,1633,15,164,284,1254,1290,9944,93,439,397,128,11,118,514,328,2640,26175,448,55,1,1,1,135486,Teaching
106190431,190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,Los Angeles,25825 VERMONT AVE,HARBOR CITY,90710,Non-profit Corporation (incl. Church-related),200-299,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,11888,,,,,,7340,4548,,59,1154,2051,886,993,1322,1335,1553,2533,2,,27,1345,3111,53,263,4126,187,2776,,4255,7548,85,,497,6574,4817,,1867,4460,8,3042,2511,,11251,637,,5,3,336,,1,963,7968,99,,2508,3,2,,,249,69,390,2235,230,2,,7,14,1,8217,468,,,1,5,,,1170,3484,5,7123,105,1,,,,881,1004,80,3,679,3,61,287,1910,474,58,215,408,123,2619,373,73,103,2531,3,,631,1128,1477,7,81,186,471,44,3974,10,176,212,5,1,32,768,182,2503,11761,105,22,,,,42148,NA
106190432,190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Los Angeles,13652 Cantara St,Panorama City,91402,Non-profit Corporation (incl. Church-related),200-299,District 18,District 46,Northridge South/Reseda North,Urban,10539,,,,,,6439,4100,,61,1122,1877,568,795,1148,1269,1105,2594,,,30,1068,553,33,109,4751,191,3804,,4768,5709,62,,252,6753,3534,,1223,3525,,3242,2547,2,9716,823,,4,2,269,,,936,6680,53,,2544,3,48,,,162,39,309,1699,175,,,7,7,,7685,454,,,,2,,,966,2913,1,6567,82,7,2,,1,622,735,51,,189,2,90,208,1558,543,39,165,557,91,2644,332,37,76,2593,7,,445,1220,878,3,115,90,539,49,3434,7,252,171,9,3,33,573,214,2504,10494,31,13,1,,,36357,NA
106190434,190434,KAISER FOUNDATION HOSPITAL - WEST LA,Los Angeles,6041 CADILLAC AVE,LOS ANGELES,90034,Non-profit Corporation (incl. Church-related),200-299,District 30,District 54,Hancock Park/Mid-City West/Park La Brea,Urban,10203,,,,,,6177,4026,,72,951,1630,745,899,1247,1336,1444,1876,2,1,19,619,4138,137,30,3065,134,2061,,3227,6878,98,,465,5637,4101,,1944,3185,2,3208,1864,,9547,656,,3,3,307,,,1047,6894,68,,1857,7,17,,,257,46,412,2454,182,,,7,14,,6406,420,,1,1,3,,,1175,3411,7,5375,228,1,6,,,971,835,126,3,632,,48,251,1761,394,100,157,416,143,1983,357,29,104,1875,18,,543,1252,1329,3,99,153,399,42,3406,25,232,166,8,2,23,485,206,1830,10121,63,19,,,,37236,NA
106190449,190449,KINDRED HOSPITAL - LA MIRADA,Los Angeles,14900 Imperial Hwy,La Mirada,90638,Investor - Limited Liability Company,100-149,District 32,District 57,La Mirada/Santa Fe Springs South,Urban,1682,,,,,,744,938,,2,20,53,87,215,386,456,463,,,,9,225,105,,21,300,,1022,,271,1333,78,,,1682,,,1680,,,2,,,1666,16,,,1,,,,1680,,1,,,,,,,125,25,404,206,69,,,,47,1,60,745,,,,,,,198,1061,47,372,,4,,,,62,72,4,1,31,,38,91,454,91,,27,7,16,,722,51,15,,,,163,541,113,,,28,34,,761,3,35,4,,,,,,,1654,21,4,,,3,49128,NA
106190462,190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,2900 E Del Mar Blvd,Pasadena,91107,Investor - Limited Liability Company,100-149,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,,,,,3360,209,1472,2097,,236,1167,866,607,477,191,18,7,,,,6,213,583,13,6,712,20,2016,,779,2783,7,,2464,1105,,,222,692,1,2654,,,3569,,,,16,13,117,4,2509,886,,,,,24,,,40,85,,,,180,4,17,106,144,2894,99,,,,,,260,100,760,76,1405,67,,400,501,,,,,,,,1,,,,3567,,,1,,,,,,,,,402,,,,,,,3167,,,,,,,,,,3031,342,195,,,1,25664,NA
106190470,190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,Los Angeles,4101 TORRANCE BLVD,TORRANCE,90503,Non-profit Corporation (incl. Church-related),300-499,District 26,District 66,Redondo Beach Central and South/Torrance West Central,Urban,18784,,1102,4,,,11667,8222,1,178,1473,2680,1407,2006,2873,2683,3475,2983,132,,18,2188,2919,300,185,3864,631,9719,66,6155,13045,624,66,175,8330,11372,13,4848,11166,5,1086,2785,,18957,933,,1,87,160,19,871,843,14849,259,5,2773,12,11,,,553,237,687,2696,407,,37,46,151,21,13372,1668,1,11,,,3,,4748,7583,178,6818,400,107,52,,4,2879,1759,165,33,583,20,383,935,2205,1170,199,734,697,520,3022,982,265,388,2930,20,1,1539,1512,1699,8,225,298,935,366,9230,50,254,173,15,1,83,559,177,2766,19448,279,145,3,10,5,86431,NA
106190500,190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,Los Angeles,4650 Lincoln Blvd,Marina del Rey,90292,Non-profit Corporation (incl. Church-related),100-149,District 26,District 62,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,4016,,,,90,,2053,2053,,22,228,351,391,630,758,711,1013,,,2,7,170,997,54,15,352,24,2483,4,722,3348,36,,2,797,3307,,788,3309,,9,,,3791,315,,,11,34,2,,22,3690,347,,,,,,,289,180,141,565,52,39,,14,194,17,2003,612,,,,,,,664,2144,18,1060,76,144,,,,369,486,35,4,401,3,2,211,935,350,102,584,62,128,11,268,105,47,,2,1,365,280,632,4,10,86,667,94,1770,10,79,59,1,,5,4,36,4,3701,294,100,,11,,17801,NA
106190517,190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,Los Angeles,18321 CLARK ST,TARZANA,91356,Investor - Limited Liability Company,200-299,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,12748,,,,,,7662,5086,,366,936,1881,667,819,1302,1465,2304,2632,376,,11,575,433,254,29,2574,106,8766,,2767,9866,114,1,437,6197,6114,,2427,6241,2,1691,2384,3,12537,211,,1,5,323,1,14,580,8950,487,3,2377,4,,3,,161,145,291,1899,165,2,,39,46,39,8845,1095,,21,,,,,3139,4351,41,4991,206,17,3,,,1359,1197,82,20,349,8,35,597,1286,681,94,418,423,210,2503,623,149,237,2465,12,,921,705,1104,2,193,169,627,152,5300,30,199,172,8,,35,529,197,2405,12589,107,45,,4,3,43420,NA
106190521,190521,MEMORIAL HOSPITAL OF GARDENA,Los Angeles,1145 W REDONDO BEACH BLVD,GARDENA,90247,Investor - Individual,150-199,District 35,District 66,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,5716,,68,,,,2909,2875,,43,371,526,612,1163,1434,783,708,144,,,8,268,2814,3,10,1271,45,1365,,1785,3938,61,,14,1036,4734,,322,5318,,,144,,5749,35,,2,1,31,1,47,96,5045,410,4,144,,3,,,475,504,280,306,53,,2,2,3,66,3251,834,2,6,,,,,3273,2124,24,272,65,5,21,,,861,768,71,8,330,,76,327,1309,356,84,85,128,282,221,501,82,151,144,,,725,1042,432,2,42,82,124,8,2998,,88,40,5,,3,8,14,171,5653,73,17,,,41,35473,NA
106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Los Angeles,1420 S CENTRAL AVE,GLENDALE,91204,Non-profit Corporation (incl. Church-related),300-499,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,8117,279,1,,1247,,5218,4425,1,119,1241,1312,752,973,1270,1159,1521,1297,,,,464,3,5,603,,300,8269,,3137,5975,532,,606,4129,4909,,2437,4813,29,1131,1234,,9463,181,,,40,,,384,1184,6758,43,,1229,1,1,4,,271,966,265,1191,93,44,2,79,260,17,6455,,,1,,,,,4952,3419,18,1117,129,6,,3,,1188,644,45,4,219,4,42,358,1300,410,1441,294,207,157,1355,436,78,165,1295,1,1,824,2273,635,1,46,102,416,56,3646,,144,56,3,,17,15,167,1243,9162,364,49,32,3,34,43175,NA
106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Los Angeles,14850 ROSCOE BLVD,PANORAMA CITY,91402,Investor - Limited Liability Company,100-149,District 18,District 46,Northridge South/Reseda North,Urban,3906,,,,2249,,2617,3538,,52,763,830,854,1184,1137,696,639,,,,16,215,935,46,222,73,18,4629,1,2361,3778,15,1,450,772,4932,1,653,4320,,1182,,,6019,136,,,,60,55,70,615,4329,1009,,,,17,,,98,311,223,674,36,4,,35,25,2,3517,1226,4,,,,,,2465,1692,21,1729,114,130,1,1,2,311,411,39,3,163,3,7,197,1130,257,2323,654,70,109,2,330,59,87,,,,394,605,349,,7,75,691,89,3752,2,51,22,1,,2,4,111,,5250,854,22,,,29,36201,NA
106190525,190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,Los Angeles,2801 ATLANTIC AVE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),300-499,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,16897,488,,,,,9042,8343,,155,1229,1574,1716,2895,3896,3272,2648,,,,64,1686,2986,499,247,3465,160,8274,4,5624,11563,196,2,,4201,13184,,3421,11861,1,1303,,799,16667,718,,1,11,4,,32,733,16431,173,,,,,,,552,,703,2993,170,7,5,19,422,21,10686,1776,1,30,,,,3,4964,8314,104,3698,150,152,,,,3381,1971,219,20,716,41,284,920,2461,2203,108,1394,1189,590,194,865,244,551,,34,,2266,2506,2169,13,451,610,1984,482,5505,56,641,241,106,19,84,62,157,33,16915,367,96,1,5,1,95780,Teaching
106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Los Angeles,300 W HUNTINGTON DR,ARCADIA,91007,Non-profit Corporation (incl. Church-related),300-499,District 22,District 49,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,13401,714,,,,,7977,6138,,49,623,1426,941,1473,2237,2610,3463,1292,1,,12,3764,601,82,,4996,29,4631,,423,13663,29,,,4741,9374,,1982,9374,1,1480,1278,,13086,1026,3,1,30,87,1,554,99,11501,564,,1272,5,,1,,556,252,649,2531,298,1,,27,665,,7529,1607,,,,,,,894,6850,34,5879,366,88,,4,,1943,1412,122,23,661,8,125,680,1920,1097,92,772,704,551,1358,758,188,403,1291,7,,1264,2572,1530,4,292,268,1137,178,4778,34,243,113,6,2,37,138,256,1263,13876,166,45,19,6,3,74565,NA
106190534,190534,OLYMPIA MEDICAL CENTER,Los Angeles,5900 W Olympic Blvd,Los Angeles,90036,Investor - Limited Liability Company,200-299,District 26,District 50,Hancock Park/Mid-City West/Park La Brea,Urban,3651,,,,,,1788,1863,,6,178,272,352,576,813,662,792,,,,,292,1391,26,1,1190,2,749,,886,2754,11,,9,236,3406,,,315,,3336,,,3501,150,,1,15,27,,,39,2536,1032,1,,,,,,20,272,244,218,19,3,,6,56,175,1627,933,12,66,,,,,1147,2104,,182,168,31,19,,,476,449,60,5,220,,22,266,1069,197,35,189,118,119,6,275,74,71,,,,273,518,309,1,17,97,163,50,2094,2,46,39,3,1,9,24,5,,3430,151,67,,2,1,23404,NA
106190541,190541,MONROVIA MEMORIAL HOSPITAL,Los Angeles,323 S HELIOTROPE AVE,MONROVIA,91016,Investor - Limited Liability Company,1-49,District 25,District 41,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,225,,,,,,126,99,,,1,6,7,8,33,66,104,,,,1,82,21,,,2,,119,,52,173,,,,225,,,225,,,,,,194,31,,,,,,,219,6,,,,,,,,7,2,43,20,2,,,,,,7,144,,,,,,,,219,,5,,1,,,,4,5,,,4,,,10,120,2,,6,,2,,67,3,2,,,,47,56,17,,,8,5,2,89,,1,,,,,,,,225,,,,,,6960,NA
106190547,190547,MONTEREY PARK HOSPITAL,Los Angeles,900 S ATLANTIC BLVD,MONTEREY PARK,91754,Investor - Individual,100-149,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,4256,,,,,,2520,1736,,93,532,541,409,516,611,444,521,567,22,,5,518,127,2,6,65,5,3527,1,3287,962,6,1,858,1375,2023,,397,3,,3295,561,,4221,35,,,,12,,,879,2791,13,,559,2,,,,142,167,131,392,38,,,3,26,1,3082,273,1,,,,,,2435,1285,2,311,216,,6,1,,386,578,45,4,212,4,1,299,551,164,41,111,149,89,623,239,90,100,566,3,1,243,713,400,1,111,63,142,26,1572,14,181,87,10,2,5,12,107,567,4177,73,5,,,1,17467,NA
106190552,190552,MOTION PICTURE AND TELEVISION HOSPITAL,Los Angeles,23388 Mulholland Dr,Woodland Hills,91364,Non-profit Corporation (incl. Church-related),100-149,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,,,47,,97,,77,67,,,,,,2,22,47,73,,,,,5,12,,,5,,122,,11,133,,,71,73,,,24,,,120,,,93,51,,,,10,,5,86,30,13,,,,,,,25,,32,8,,,,3,1,31,35,9,,,,,,,31,94,,19,,,,,,1,2,,,,,,,,,53,,,82,,1,,,,,5,,,,,,,,,144,,,,,,,,,,144,,,,,,33015,NA
106190555,190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,8700 Beverly Blvd,Los Angeles,90048,Non-profit Corporation (incl. Church-related),500+,District 26,District 50,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,47655,,,,,,26094,21559,2,481,2617,7275,3971,5007,7154,7225,7416,6284,218,7,59,3733,6626,566,80,3195,376,32985,35,7495,39662,493,5,165,22587,24901,2,9650,24750,,6954,6068,233,44901,2754,,8,41,741,10,,2130,37429,1227,1,6059,9,,,,398,616,1362,9856,392,142,,57,2088,136,29932,2674,,2,,,,,4743,20298,265,21611,507,227,3,,1,6262,4579,403,44,1380,29,542,2088,4735,4801,411,2612,2972,1355,6412,1458,597,567,6168,238,2,5490,5566,5473,41,344,1159,4117,1835,12639,205,1325,1107,97,15,436,1516,307,5983,45466,1014,1117,3,54,1,266986,Teaching
106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,18300 Roscoe Blvd,Northridge,91325,Non-profit Corporation (incl. Church-related),300-499,District 27,District 45,Northridge South/Reseda North,Urban,11629,426,,,1400,,6777,6677,1,844,993,1167,967,1679,2242,2061,2498,733,271,,25,1266,753,260,37,1434,85,9595,,3957,9463,35,,264,3084,10095,12,2361,3228,,6511,618,737,12667,775,13,2,49,771,,325,361,10683,644,,607,11,2,,,637,266,465,2202,282,55,8,60,314,167,7494,1499,,4,1,1,,,3632,5937,156,3258,337,112,,23,,2130,1117,66,18,450,8,103,542,2394,1708,1559,397,271,404,694,591,112,229,654,8,,1528,2745,1091,2,64,314,920,196,5273,8,280,88,5,3,33,139,171,595,12999,385,67,4,,,65259,NA
106190570,190570,NORWALK COMMUNITY HOSPITAL,Los Angeles,13222 BLOOMFIELD AVE,NORWALK,90650,Investor - Corporation,50-99,District 32,District 57,Norwalk/Studebaker,Urban,2336,,,,,,1026,1308,2,8,99,170,221,435,635,390,378,,,,8,165,419,90,14,652,,988,,973,1260,103,,583,660,1093,,573,1757,6,,,,2307,29,,2,120,2,28,1,978,749,456,,,,,,,209,80,108,46,6,8,2,25,1,38,894,919,,,,,,,1001,1208,37,80,5,5,,,,196,271,22,2,131,2,2,205,873,139,45,68,18,118,4,123,70,47,,,,174,204,262,,5,49,57,1,1532,,21,3,,,2,,26,,2234,95,4,2,,1,13587,NA
106190587,190587,COLLEGE MEDICAL CENTER,Los Angeles,2776 PACIFIC AVE,LONG BEACH,90806,Investor - Limited Liability Company,100-149,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,2916,,,,5446,,3187,5175,,126,1845,2032,1450,1365,842,394,308,,,,28,408,2193,76,55,1637,272,3693,,2728,5377,248,9,1860,977,5516,9,15,2216,5,6126,,,8204,130,28,,460,12,12,279,2296,4696,602,4,,,1,,,255,539,103,89,27,3,19,282,410,159,5884,579,,,,13,,,6648,1405,19,187,102,1,,,,286,272,25,3,202,2,2,142,417,165,6215,110,27,84,32,225,73,79,,,1,144,1103,171,,9,59,49,4,6779,2,18,8,,,,,16,,4837,3169,23,,6,327,62901,NA
106190599,190599,KINDRED HOSPITAL PARAMOUNT,Los Angeles,16453 Colorado Ave,Paramount,90723,Investor - Limited Liability Company,150-199,District 33,District 63,Bellflower/Paramount South,Urban,643,,,,,,292,351,,1,3,17,37,90,167,199,129,,,,3,39,155,10,13,192,,231,,145,448,48,2,,643,,,642,,1,,,,586,57,,,2,,,,639,,2,,,,,,,22,14,176,92,5,,,,1,,36,297,,,,,,,180,419,13,30,,1,,,,28,22,1,,12,,18,35,191,32,2,13,1,5,,253,27,3,,,,137,196,58,,,28,22,,189,,12,,,,,1,,,633,9,,,,1,32725,NA
106190630,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,1798 N GAREY AVE,POMONA,91767,Non-profit Corporation (incl. Church-related),300-499,District 20,District 52,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,22490,,,,,,13247,9243,,396,3240,3053,1448,2091,2542,2220,2456,4933,111,,30,1749,1550,1238,164,2603,2,15154,,12468,9772,250,,301,10573,11616,,1938,9324,,5390,4756,1082,21626,864,,,280,,8,,218,16893,330,5,4723,31,,2,,440,331,910,34,322,1298,18,28,138,175,17252,1485,,47,12,,,,11103,6146,454,4152,520,79,36,,,2569,1245,96,7,572,13,59,600,3314,1924,113,400,493,366,5046,560,135,107,4854,15,2,1500,2515,1615,9,167,396,1298,286,8420,22,718,143,10,13,49,106,606,4617,22013,377,91,1,,8,95101,NA
106190631,190631,PIH HEALTH HOSPITAL - WHITTIER,Los Angeles,12401 Washington Blvd,Whittier,90602,Non-profit Corporation (incl. Church-related),500+,District 32,District 57,La Habra Heights/Whittier,Urban,19820,236,637,,,,11744,8947,2,121,1296,1999,1606,2455,3365,3588,4497,1765,1,,306,1029,294,279,,4499,2101,12185,,12694,6111,1888,,460,6255,13978,,2035,1335,1,15649,1673,,19528,1165,,,19,3360,3,884,732,14018,4,,1663,,,10,,650,287,681,5221,382,1,1,28,225,50,11311,1833,,21,2,,,,3989,10778,155,5472,242,51,6,,,3342,2276,169,38,1007,35,194,944,3487,1602,154,781,727,755,1893,724,267,523,1762,13,,2223,2181,2212,13,211,394,1199,298,8966,46,282,285,22,2,52,308,341,1658,20248,377,59,2,2,5,89836,NA
106190636,190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,Los Angeles,1115 S SUNSET AVE,WEST COVINA,91790,Investor - Corporation,300-499,District 22,District 48,Valinda/West Covina,Urban,15990,183,,,,,10006,6165,2,331,2297,2398,1098,1491,1843,1374,1357,3853,131,,28,1777,387,12,115,1033,170,12651,,11347,4758,68,,216,8698,7259,,1475,2424,,8598,3676,,15990,183,,1,38,165,2,195,395,11243,457,1,3667,9,,,,584,297,332,1661,147,4,2,32,149,34,12104,822,,5,,,,,8273,3704,240,3210,689,57,,,,1084,1542,136,9,494,9,32,696,1455,668,70,572,377,261,3947,696,150,192,3767,16,,710,4751,1374,7,163,240,777,156,3514,13,120,181,11,1,27,140,240,3748,15891,223,42,2,,15,66167,NA
106190661,190661,L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,1711 W TEMPLE ST,LOS ANGELES,90026,Investor - Limited Liability Company,100-149,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,2922,,,,3118,,2336,3704,,22,487,709,707,1206,1386,898,625,,,,14,425,1340,,12,1012,676,2561,,1551,4185,304,,,6040,,,,1,,6039,,,3194,2846,,,22,960,155,289,1537,1061,2007,5,,,4,,,202,68,95,17,,219,2,277,13,95,2295,2757,,,,,,,2462,3282,,71,81,51,89,,4,151,216,52,2,214,5,4,224,783,232,3240,148,37,190,,277,136,128,,1,,236,3443,169,,2,29,157,43,1888,7,26,24,6,2,2,5,1,,5114,893,10,,,23,52921,NA
106190673,190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,1350 W COVINA BLVD,SAN DIMAS,91773,Investor - Limited Liability Company,100-149,District 25,District 41,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,3380,,,,,,1984,1396,,25,293,403,248,351,532,473,598,457,,,9,329,203,14,3,6,,2816,,1356,2022,2,,3,987,2390,,501,2361,,61,457,,3266,114,,,27,,1,,18,2259,618,,457,,,,,171,314,166,193,51,,,45,18,,2045,377,,,,,,,930,1422,16,960,42,3,7,,,252,369,25,2,104,1,1,174,804,135,27,99,53,107,489,189,59,33,457,,,192,814,298,,33,35,56,16,1396,4,32,18,3,,3,1,39,440,3309,52,16,2,,1,14398,NA
106190680,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,1300 W 7TH ST,SAN PEDRO,90732,Non-profit Corporation (incl. Church-related),200-299,District 35,District 70,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,Urban,3250,340,461,1,498,164,2264,2449,1,43,424,480,567,754,952,689,795,10,,,12,176,523,83,30,1365,82,2440,3,1681,2944,86,3,44,1712,2949,9,1637,2766,12,289,10,,4496,218,,,8,1,9,955,590,3034,106,,10,,1,,,420,139,141,668,109,5,37,58,58,23,2587,464,2,,,,3,1,1574,2162,36,754,106,10,71,,,569,530,30,7,168,2,65,249,613,392,941,73,88,231,38,513,128,66,10,1,,251,1128,421,,42,89,152,22,2416,3,43,91,3,,2,13,23,15,4238,423,47,1,1,4,54711,NA
106190681,190681,DOCS SURGICAL HOSPITAL,Los Angeles,6000 SAN VICENTE BLVD,LOS ANGELES,90036,Investor - Limited Liability Company,1-49,District 30,District 50,Hancock Park/Mid-City West/Park La Brea,Urban,457,,,,,,230,227,,,10,18,44,117,130,114,24,,,,7,30,39,1,,58,1,321,,67,389,1,,,457,,,456,1,,,,,457,,,,,,,,,457,,,,,,,,3,2,,124,,1,,,3,,322,2,,,,,,1,,191,1,153,4,56,48,,3,,,,,,,,,,37,,414,1,2,,,,1,,2,,,,,,,3,401,48,5,,,,,,,,,,439,,18,,,,668,NA
