oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106190541,190541,MONROVIA MEMORIAL HOSPITAL,Los Angeles,323 S HELIOTROPE AVE,MONROVIA,91016,Investor - Limited Liability Company,1-49,District 25,District 41,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,336,,,,,,152,184,,,,15,13,39,48,84,137,,,,3,82,27,,3,78,,143,,116,220,,,,336,,,336,,,,,,315,21,,,,,,,274,,62,,,,,,7,2,54,23,4,,,1,,64,181,,,,,,,,,284,,,11,,41,,,,5,5,5,6,117,19,,58,,1,,,,115,4,1,,,58,46,14,,19,,45,14,131,9,,,,,,,,,332,,3,1,,,8471,NA,,,,,,,,,,,,,,,,,,,,
106190547,190547,MONTEREY PARK HOSPITAL,Los Angeles,900 S ATLANTIC BLVD,MONTEREY PARK,91754,Investor - Individual,100-149,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,6031,,,,,,3780,2251,,184,788,848,471,639,748,510,598,1187,58,,3,999,178,6,8,103,1,4732,1,4468,1555,8,,984,2757,2290,,540,2,,4316,1173,,5988,43,,,,70,,,1033,,3737,17,1,1173,,,171,148,59,476,36,,5,21,3,4711,396,3,,2,,,,,3505,1394,2,3,381,739,3,4,,68,591,717,288,319,214,231,81,161,199,137,5,1245,10,343,143,95,1,1183,273,504,558,159,108,54,234,14,2707,148,70,5,7,4,2,15,1169,,5955,8,54,12,2,,21269,NA,,,,,,,,,,,,,,,,,,,,
106190552,190552,MOTION PICTURE AND TELEVISION HOSPITAL,Los Angeles,23388 Mulholland Dr,Woodland Hills,91364,Non-profit Corporation (incl. Church-related),100-149,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,,26,,161,,,101,86,,,,,,5,43,55,84,,,,,5,17,,1,16,,148,,19,168,,,129,58,,,26,,,161,,,160,27,,,2,11,,3,140,,21,10,,,,,11,,18,16,,,3,,27,75,37,,,,,,,,27,154,,,5,1,,,,,,,1,,,1,179,1,,4,,,,1,,,,,,,,,,,1,,186,,,,,,,,,,180,,6,1,,,39361,NA,,,,,,,,,,,,,,,,,,,,
106190555,190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,8700 Beverly Blvd,Los Angeles,90048,Non-profit Corporation (incl. Church-related),500+,District 26,District 50,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,55629,,,,,,30896,24733,,647,3113,7916,4521,5963,8438,8718,9266,6599,445,3,93,4206,7551,499,123,3407,464,39245,41,8045,46988,595,1,199,27491,27937,2,10232,27806,,11056,6285,250,53845,1784,,15,64,1002,5,,2416,3,44692,1143,4,6275,10,,401,554,1090,10867,521,,68,2173,160,35534,4111,,8,142,,,,,5290,24679,304,2,24291,701,362,,,572,8512,5078,1776,2029,3835,6302,732,4026,3658,1862,54,6758,119,2224,816,591,278,6407,6393,6055,6156,473,1320,1526,5702,2337,15717,1484,1204,66,155,22,500,316,6203,,53062,140,874,1542,3,8,284932,Teaching,,,,,,,,,,,,,,,,,,,,
106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,18300 Roscoe Blvd,Northridge,91325,Non-profit Corporation (incl. Church-related),300-499,District 27,District 45,Northridge South/Reseda North,Urban,13418,,450,1564,,,7860,7570,2,957,1164,1246,1105,1921,2500,2363,2842,904,430,,23,1178,808,846,12,1425,494,10646,,4442,10306,684,,310,3718,11398,6,3073,4836,,6431,670,422,14693,737,2,,66,1443,,332,350,8,11982,581,,655,7,8,579,287,393,2389,189,6,61,339,167,8920,1946,,8,142,,,6,,4197,6859,161,,3654,355,196,10,,105,2935,1364,584,578,1725,1966,1830,736,292,496,4,793,6,886,165,216,5,746,1650,2331,1310,88,352,130,1335,257,6845,311,84,2,8,5,34,22,668,,14885,,412,107,,28,69289,NA,,,,,,,,,,,,,,,,,,,,
106190570,190570,NORWALK COMMUNITY HOSPITAL,Los Angeles,13222 BLOOMFIELD AVE,NORWALK,90650,Investor - Corporation,50-99,District 32,District 57,Norwalk/Studebaker,Urban,2839,,,,,,1246,1593,,14,178,248,339,570,665,445,380,,,,6,173,522,70,13,844,305,906,,1200,1438,201,,550,1118,1171,,735,2098,6,,,,2817,22,,,245,1,8,2,1205,1,1044,333,,,,,266,159,36,93,27,,28,6,45,1190,977,1,,7,,,4,,1461,1208,60,,94,13,3,,,32,405,329,128,259,845,184,82,68,34,152,,12,5,166,113,25,,,215,165,352,19,72,4,65,3,1883,28,30,,,,1,1,1,,2681,1,150,7,,,14240,NA,,,,,,,,,,,,,,,,,,,,
106190587,190587,COLLEGE MEDICAL CENTER,Los Angeles,2776 PACIFIC AVE,LONG BEACH,90806,Investor - Limited Liability Company,100-149,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,3533,,,5979,,,3675,5837,,122,2060,2112,1600,1692,1086,467,373,,,,40,510,2554,57,56,1016,66,5213,,2944,6477,90,1,1824,1092,6595,1,29,5333,,4150,,,9357,143,12,1,781,7,490,377,2036,,5182,638,,,,,224,682,64,163,34,35,418,300,304,6507,756,1,,1,,,23,,7323,1816,37,,218,116,2,,,39,514,308,246,151,352,229,6896,92,45,126,2,27,22,280,116,67,,,185,1155,240,21,80,2,95,8,7689,25,6,2,1,,,2,1,,5708,4,3427,41,331,1,67214,NA,,,,,,,,,,,,,,,,,,,,
106190599,190599,KINDRED HOSPITAL PARAMOUNT,Los Angeles,16453 Colorado Ave,Paramount,90723,Investor - Limited Liability Company,150-199,District 33,District 63,Bellflower/Paramount South,Urban,523,,,,,,237,286,,,5,16,28,63,134,147,130,,,,2,32,106,,2,157,9,215,,152,308,63,,,523,,,521,,,2,,,473,50,,,,,,,519,,,4,,,,,39,16,155,52,9,1,,3,,33,212,1,,2,,,,,90,361,1,24,47,,,,,1,33,9,20,11,240,27,4,8,1,7,,,,140,18,4,,,136,172,42,,26,,16,,120,11,,,,,,,,,512,,9,1,1,,34378,NA,,,,,,,,,,,,,,,,,,,,
106190630,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,1798 N GAREY AVE,POMONA,91767,Non-profit Corporation (incl. Church-related),300-499,District 20,District 52,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,25034,,,,,,15085,9949,,553,3679,3231,1484,2164,2503,2450,2788,5883,299,,48,2725,1654,,207,3563,3,16834,,12880,11778,376,,274,12748,12012,,2619,10321,,5376,5579,1139,23966,1068,,,358,,4,,358,,18288,444,3,5549,29,1,534,283,724,27,310,,33,199,69,19512,2035,,53,1236,,,19,,12109,6769,488,79,4297,1230,62,,,137,3277,1394,642,577,2172,2182,291,472,588,455,21,5828,15,947,175,120,17,5724,1746,2981,1704,319,420,92,1442,371,9879,635,163,5,10,8,47,20,5192,,24482,1,395,130,17,9,100289,NA,,,,,,,,,,,,,,,,,,,,
106190631,190631,PIH HEALTH HOSPITAL - WHITTIER,Los Angeles,12401 Washington Blvd,Whittier,90602,Non-profit Corporation (incl. Church-related),500+,District 32,District 57,La Habra Heights/Whittier,Urban,20594,715,198,,,,12413,9092,2,122,1384,1894,1663,2550,3309,3889,4964,1731,,1,84,1154,314,39,,590,398,18928,,13513,7659,330,5,474,7074,13959,,2533,1655,73,15579,1667,,20308,1199,,,32,4365,2,548,732,,14129,32,,1626,25,16,671,274,518,4870,412,22,29,174,64,11940,2520,,9,3,,,1,,4028,11691,185,14,5305,237,47,,,235,4468,2278,1047,730,2436,1867,280,1103,813,761,19,1882,30,1052,275,492,13,1726,2314,2029,2344,267,418,275,1592,286,9480,392,263,6,26,4,61,50,1700,,21111,3,314,70,4,5,90754,NA,,,,,,,,,,,,,,,,,,,,
106190636,190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,Los Angeles,1115 S SUNSET AVE,WEST COVINA,91790,Investor - Corporation,300-499,District 22,District 48,Valinda/West Covina,Urban,18580,,216,,,,11517,7276,3,457,2588,2520,1189,1740,2198,1781,1902,4149,272,,32,2761,483,3,68,389,501,14530,29,12657,6070,69,,221,9607,8968,,3162,857,21,10880,3876,,18472,324,,3,70,1274,,224,441,14,12368,524,2,3857,5,14,749,247,231,1684,199,,27,159,50,14063,1377,,7,,,,3,,9309,4739,232,1,3121,1335,59,,,250,1877,1983,688,738,936,919,204,657,469,354,6,4144,23,1126,240,198,20,3964,886,5223,1864,207,292,180,821,206,4855,148,160,6,10,3,31,20,3884,,18535,1,189,50,15,6,70912,NA,,,,,,,,,,,,,,,,,,,,
106190661,190661,L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,1711 W TEMPLE ST,LOS ANGELES,90026,Investor - Limited Liability Company,100-149,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,2015,,,2887,,,1851,3051,,10,380,563,595,968,1152,776,458,,,,103,286,1064,69,75,1504,21,1780,,1421,3438,43,,339,4563,,,96,10,5,4790,,1,3994,908,,1,18,141,69,255,708,,1598,2112,,,,,154,62,20,10,,6,247,27,65,1962,2336,,,2,,,11,,1815,2960,,49,22,21,35,,,23,166,193,225,214,297,161,2892,118,31,101,,,25,276,134,46,,,127,3054,167,4,51,4,96,22,1344,9,17,2,3,1,,1,,,4312,,567,13,10,,42288,NA,,,,,,,,,,,,,,,,,,,,
106190673,190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,1350 W COVINA BLVD,SAN DIMAS,91773,Investor - Limited Liability Company,100-149,District 25,District 41,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,3915,,,,,,2361,1551,3,46,313,480,321,453,546,524,711,521,,,19,419,214,13,5,8,,3237,,1411,2499,5,,20,1196,2699,,658,2664,,72,521,,3868,47,,,24,1,6,,37,,2753,573,,521,,,226,368,60,244,46,,26,36,5,2427,474,,,,,,3,,963,1676,25,9,1184,49,9,,,24,409,435,135,255,559,264,76,122,72,140,,564,,236,72,31,,521,189,802,336,34,61,12,94,20,1819,33,19,2,5,,2,,487,,3835,,58,18,4,,13280,NA,,,,,,,,,,,,,,,,,,,,
106190680,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,1300 W 7TH ST,SAN PEDRO,90732,Non-profit Corporation (incl. Church-related),200-299,District 35,District 70,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,Urban,4111,616,340,451,245,23,2948,2838,,57,543,549,629,927,1019,818,1097,147,,,8,214,532,82,16,1910,70,2950,4,2124,3544,114,4,28,2355,3373,30,1997,3298,9,336,146,,5534,252,,,22,11,11,1089,569,3,3844,89,2,146,,,418,137,145,704,115,,63,41,12,3432,686,,1,3,,1,28,,1803,2661,64,40,1014,186,18,,,55,806,507,216,296,661,501,1109,142,98,228,3,185,6,560,130,136,,147,279,1121,458,72,88,17,250,37,3155,59,90,,5,,8,1,146,,5348,3,374,57,4,,61389,NA,,,,,,,,,,,,,,,,,,,,
106190681,190681,DOCS SURGICAL HOSPITAL,Los Angeles,6000 SAN VICENTE BLVD,LOS ANGELES,90036,Investor - Limited Liability Company,1-49,District 30,District 50,Hancock Park/Mid-City West/Park La Brea,Urban,283,,,,,,125,158,,,7,16,29,87,76,52,16,,,,1,9,23,4,,62,,184,,59,224,,,,283,,,281,,,2,,,279,4,,,,,,,,,283,,,,,,,,,1,,,,1,,278,3,,,,,,,,1,84,,40,107,7,44,,,,,,1,,,19,,261,1,1,,,,,,,,,,,,,,,201,80,2,,,,,,,,,,273,,,10,,,483,NA,,,,,,,,,,,,,,,,,,,,
106190687,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Los Angeles,1250 16TH ST,SANTA MONICA,90404,University of California,200-299,District 26,District 50,Santa Monica Central/Sawtelle/West Los Angeles,Urban,16320,,,,,,9272,7048,,636,894,2074,1202,1459,2379,2347,2800,1978,549,2,34,1485,1436,335,33,2895,183,9915,4,3031,13111,176,2,1200,7426,7692,2,2957,8742,9,2988,1623,1,14956,1364,,1,32,882,,,1776,4,11503,493,6,1622,1,,357,170,266,3234,266,,37,222,4,9847,1903,,6,8,,,,,1963,6411,99,,7358,445,44,,,311,1358,1416,583,515,1599,1658,279,1482,1527,520,15,1734,22,983,266,201,83,1768,805,3162,1251,112,335,276,2133,358,5492,378,252,9,26,3,69,53,1606,,15607,25,381,307,,,80267,NA,,,,,,,,,,,,,,,,,,,,
106190696,190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,9449 SAN FERNANDO RD,SUN VALLEY,91352,Investor - Corporation,200-299,District 18,District 39,Pacoima East/Sun Valley West,Urban,2603,71,,2019,,,2010,2683,,61,829,891,857,921,613,285,236,,,,1104,771,6,,120,14,,2678,,2456,2230,7,,404,829,3460,,698,2965,2,1028,,,4662,31,,,136,2,3,12,916,20,3508,91,5,,,,115,331,51,98,,4,6,4,162,3672,235,1,1,7,,,6,5,3538,839,,,215,86,10,,,18,351,362,156,195,110,192,2254,93,68,181,1,5,40,364,124,177,2,,69,178,123,66,31,3,27,1,4179,7,4,1,,,2,2,,,3698,1,952,24,18,,39422,NA,,,,,,,,,,,,,,,,,,,,
106190708,190708,SHERMAN OAKS HOSPITAL,Los Angeles,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,Non-profit Corporation (incl. Church-related),150-199,District 18,District 46,Sherman Oaks/Studio City/Valley Village,Urban,4798,15,,674,,,2756,2731,,12,196,313,422,897,1186,1085,1376,,,,2,131,473,181,8,1423,159,3110,,1004,4456,27,,708,354,4425,,260,260,,4967,,,5341,146,,,14,19,35,126,791,,3233,1269,,,,,264,347,154,412,33,1,77,88,231,2260,1607,,,2,,,11,,1519,3391,2,,443,59,73,,,34,865,620,290,337,800,503,836,260,78,199,1,10,1,438,166,49,,,482,637,295,8,223,1,379,16,3380,39,9,2,,,7,7,2,,5003,2,420,48,14,,26948,NA,,,,,,,,,,,,,,,,,,,,
106190754,190754,ST. FRANCIS MEDICAL CENTER,Los Angeles,3630 E Imperial Hwy,Lynwood,90262,Non-profit Corporation (incl. Church-related),300-499,District 33,District 63,Downey Southwest/Lynwood North Central/South Gate East,Urban,20249,259,,1988,,,12750,9746,,556,3747,3207,2079,2732,2877,1844,1422,3918,114,,23,223,4575,16,162,15826,638,1033,,15479,6828,189,,1076,9141,12279,,1726,13285,7,2966,3809,703,22328,166,2,358,17,298,10,188,1657,7,15901,248,3,3790,14,5,788,781,458,1394,128,1,67,54,294,17052,1324,,10,98,,,47,,14988,5125,5,88,1836,436,18,,,152,2812,1429,786,714,1463,1801,2338,414,400,553,7,4208,22,1014,279,241,6,3857,1847,5564,1189,241,605,98,827,185,7797,253,126,5,10,12,35,32,3670,,21790,1,591,67,19,28,109604,NA,,,,,,,,,,,,,,,,,,,,
106190756,190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,Los Angeles,2121 Santa Monica Blvd,Santa Monica,90404,Non-profit Corporation (incl. Church-related),200-299,District 26,District 50,Santa Monica Central/Sawtelle/West Los Angeles,Urban,14798,4,,,,1,8634,6169,,74,510,1987,894,1314,2228,2780,2979,2035,2,,17,790,631,361,25,2037,516,10344,82,1421,12870,445,67,7,8133,6662,1,5629,6740,5,412,2017,,14482,321,,,15,196,,24,82,1,12199,268,1,2016,1,,199,198,340,3219,174,,27,166,13,8849,1607,2,6,2,,,1,,1118,6786,39,,6560,264,36,,,94,1642,1059,257,507,957,1045,153,2420,1105,346,31,2086,29,703,204,120,13,2032,969,953,1073,120,266,643,2744,376,4731,467,220,8,87,3,70,89,1984,,14063,15,439,283,2,1,57407,NA,,,,,,,,,,,,,,,,,,,,
106190758,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Los Angeles,501 S Buena Vista St,Burbank,91505,Non-profit Corporation (incl. Church-related),300-499,District 25,District 43,Burbank North/North Hollywood South,Urban,17479,46,184,,,1,10238,7472,,101,1297,2106,1257,1856,2629,2805,3431,2228,,,16,751,749,297,30,3197,105,12540,25,4495,13085,105,25,16,7703,9989,2,3817,10169,9,1551,2164,,17289,421,,2,16,715,,291,291,,14011,215,5,2152,3,9,297,212,554,2112,275,,24,133,18,11925,2149,,7,1,,1,2,,4447,7626,72,,5102,397,66,,,170,2761,1795,714,751,1607,1380,223,792,824,477,8,2242,13,1194,290,228,19,2222,1555,1844,2052,242,209,391,1294,230,6980,392,271,25,18,,61,19,2127,,17307,22,200,174,4,3,75486,NA,,,,,,,,,,,,,,,,,,,,
106190762,190762,ST. VINCENT MEDICAL CENTER,Los Angeles,2131 W 3RD ST,LOS ANGELES,90057,Non-profit Corporation (incl. Church-related),300-499,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,8253,14,270,,,,4402,4133,2,17,243,436,633,1322,1846,1918,2121,,1,,7,2399,976,3,,319,536,4297,,3465,4484,588,,202,2249,6086,,2033,5972,,522,10,,8290,247,,12,9,230,,198,664,3,7130,279,2,2,,8,264,246,239,925,103,,2,202,4,5393,1140,,,19,,,,,590,3082,3,70,4714,58,20,,,94,1699,914,508,433,1044,1316,93,783,583,229,6,1,9,525,115,171,14,,1189,1059,996,15,153,38,868,245,3404,224,272,14,23,2,29,6,,,8241,5,161,51,66,13,44709,NA,,,,,,,,,,,,,,,,,,,,
106190766,190766,COAST PLAZA HOSPITAL,Los Angeles,13100 Studebaker Rd,Norwalk,90650,Investor - Limited Liability Company,100-149,District 32,District 57,Norwalk/Studebaker,Urban,2455,,,,,,1243,1212,,32,140,212,269,417,491,399,494,,1,,7,211,258,,11,763,4,1201,,1253,1198,4,,,190,2265,,51,2401,,3,,,2421,34,,,,16,73,,70,2,1822,471,1,,,,121,145,88,123,21,,75,2,41,1168,593,,2,,,,76,53,1052,1147,9,,170,23,1,,,43,498,333,162,146,401,212,112,47,37,135,1,6,3,211,76,32,,,261,235,314,32,68,3,78,7,1423,30,,1,,,3,,,,2357,,69,21,8,,10320,NA,,,,,,,,,,,,,,,,,,,,
106190782,190782,TARZANA TREATMENT CENTER,Los Angeles,18646 OXNARD ST,TARZANA,91356,Non-profit Corporation (incl. Church-related),50-99,District 27,District 45,Reseda South/Van Nuys Southwest,Urban,,,,3253,,,938,2314,1,35,822,960,569,554,258,55,,,,,30,33,1137,1,13,111,21,1907,,1057,2053,143,,,3253,,,3253,,,,,,3253,,,,,,3,,62,,3188,,,,,,38,645,1,,,,14,725,,1822,,,,8,,,,135,2096,206,6,,775,35,,,,,,,,,,,3251,1,,,,,,,1,,,,,3253,,,,,,,,,,,,,,,,,2112,,1132,7,2,,19464,NA,,,,,,,,,,,,,,,,,,,,
106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,757 WESTWOOD PLAZA,LOS ANGELES,90095,University of California,300-499,District 26,District 54,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,24349,,,2,,,12312,12039,,1264,2072,3003,2406,3395,3969,2801,1940,2211,1289,1,74,2486,2165,476,84,6055,294,12715,2,6402,17672,275,2,642,12805,10890,14,6494,10319,7,5249,1695,587,23662,689,,1,114,1294,,,2380,5,18784,73,5,1686,9,,762,221,568,4143,257,,181,804,4,16337,1035,,26,7,,,6,,5024,7542,301,33,10410,960,81,,,292,3657,2105,1003,717,1645,3337,630,332,3031,1780,16,1832,175,1121,137,347,433,1761,3485,4838,2708,315,637,205,841,1195,5597,765,960,124,196,75,474,300,1636,,22805,58,441,1046,1,,166058,Teaching,,,,,,,,,,,,,,,,,,,,
106190812,190812,VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,15107 Vanowen St,Van Nuys,91405,Non-profit Corporation (incl. Church-related),300-499,District 18,District 46,Northridge South/Reseda North,Urban,15892,,203,,,,9515,6573,7,681,2139,2088,1274,1788,1938,1242,1369,3065,511,,10,711,870,70,5,338,29,14062,,10075,5928,92,,1079,7822,7194,,2384,1933,1,9042,2735,,15936,159,,1,19,1179,6,198,1492,101,10087,277,,2731,4,,269,396,320,1438,93,,27,198,80,12121,1120,,32,,,,1,,11388,3190,,38,1125,229,118,7,,176,1633,1527,582,563,1388,841,214,775,396,415,10,3330,17,877,225,254,25,2847,974,2780,1426,166,344,84,996,220,5867,273,126,7,26,2,33,26,2745,,15793,1,252,49,,,75953,NA,,,,,,,,,,,,,,,,,,,,
106190818,190818,USC VERDUGO HILLS HOSPITAL,Los Angeles,1812 VERDUGO BLVD,GLENDALE,91208,Non-profit Corporation (incl. Church-related),150-199,District 25,District 43,Burbank South/Eagle Rock/Glendale Northwest,Urban,5540,553,,534,,,3660,2967,,34,183,547,367,616,1179,1430,1843,428,,,26,487,289,73,,558,34,5160,,837,5678,112,,73,2437,4109,8,1527,808,,3884,408,,6082,537,8,1,3,107,4,608,364,1,4489,641,1,408,,,435,90,166,1120,116,,102,18,124,3090,1345,,4,17,,,,,646,3866,14,2,2003,78,18,,,56,796,639,196,405,793,650,655,291,324,129,10,439,4,495,131,186,2,426,237,955,499,33,145,258,392,55,3362,90,169,3,1,,12,12,403,1,6531,19,3,71,,3,33096,NA,,,,,,,,,,,,,,,,,,,,
106190857,190857,WEST COVINA MEDICAL CENTER,Los Angeles,725 S ORANGE AVE,WEST COVINA,91790,Investor - Corporation,1-49,District 22,District 48,Valinda/West Covina,Urban,575,41,,,,,320,296,,,5,4,14,76,150,181,186,,,,2,44,67,4,6,220,10,263,,220,378,18,,,616,,,614,1,,,,1,547,69,,,1,2,,,40,,107,466,,,,,43,2,2,9,,,,1,8,77,471,3,,,,,,,63,513,,,13,8,19,,,4,26,51,41,132,10,29,2,79,3,20,,,19,147,41,12,,,31,40,45,4,6,,51,1,438,,,,,,,,,,614,,,2,,,11096,NA,,,,,,,,,,,,,,,,,,,,
106190859,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Los Angeles,7300 Medical Center Dr,West Hills,91307,Investor - Corporation,200-299,District 27,District 45,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,9169,,,,,,5008,4157,4,66,457,771,627,992,1461,1730,2508,525,32,,3,448,348,792,14,2630,36,4898,,1209,7632,328,,,1604,7565,,947,7577,,137,508,,8494,675,,,122,936,,,53,,7540,10,,507,1,,399,252,381,1764,292,,32,88,97,4309,1538,,1,13,,,3,,1301,4891,318,168,2192,132,53,52,62,140,1655,1048,371,556,920,1105,239,342,312,238,6,561,15,639,168,324,8,522,1240,774,1039,77,374,138,550,134,4072,179,79,3,5,,29,8,468,,8837,13,140,145,34,,44382,NA,,,,,,,,,,,,,,,,,,,,
106190878,190878,ADVENTIST HEALTH WHITE MEMORIAL,Los Angeles,1720 E Cesar E Chavez Ave,Los Angeles,90033,Non-profit Corporation (incl. Church-related),300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,19912,254,234,2166,,,12879,9684,3,786,3116,3050,2024,2637,2833,2049,1767,3860,443,1,8,864,1216,23,15,4649,201,15587,3,18207,4084,274,1,1484,10247,10786,49,2827,4305,8,11918,3500,8,21721,845,,8,10,1415,463,611,1987,3,14123,444,2,3490,5,5,402,409,298,2201,105,1,89,217,12,17171,1483,1,3,57,,11,106,,13263,5648,742,1,1825,972,102,,13,205,2719,1686,913,759,1169,1193,2491,1032,554,537,19,3790,53,1013,307,443,83,3600,1711,5718,1711,201,321,48,1512,251,6646,512,139,18,29,2,47,78,3622,,21265,1,1070,91,134,5,96587,Teaching,,,,,,,,,,,,,,,,,,,,
106190883,190883,WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,9080 COLIMA RD,WHITTIER,90605,Investor - Corporation,150-199,District 32,District 57,La Habra Heights/Whittier,Urban,9027,52,,,,,5596,3483,,137,1076,1438,749,875,968,817,1078,1917,24,,7,2876,173,205,11,3977,168,1662,,4016,4993,70,,388,4364,4327,,871,4278,,2016,1914,,8937,140,2,,9,94,1,1,620,,6251,155,34,1910,2,2,388,246,131,433,39,,28,2,10,6904,774,,121,3,,,,,3940,1980,20,6,1534,1547,5,23,24,108,899,938,291,391,588,303,207,179,184,203,5,2013,20,474,192,157,3,1924,434,2273,743,88,139,15,197,27,3062,100,79,,3,,13,3,1903,,7340,1458,187,91,3,,35571,NA,,,,,,,,,,,,,,,,,,,,
106190930,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,150 Medical Plaza,LOS ANGELES,90095,University of California,50-99,District 26,District 54,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,,,,1879,,,1017,862,,635,458,212,102,120,121,136,62,,33,,8,144,168,44,5,231,19,1260,,285,1575,19,,1503,376,,,65,1456,,358,,,1858,21,,1,45,23,,,1740,6,63,1,,,,,42,7,,34,1,,2,1,,1750,34,,,7,,1,,,185,349,9,5,1204,60,4,63,,,1,,1,,,1,1855,,,11,,10,,,,,,,3,106,1,,2,,1,2,1764,,,,,,,,,,1715,1,95,68,,,24495,NA,,,,,,,,,,,,,,,,,,,,
