oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106014034,014034,ALAMEDA,FREMONT HOSPITAL,39001 SUNDALE DR,FREMONT,94538,Investor - Corporation,NA,100-149,District 10,District 24,Centerville/Fremont West/Irvington/Newark East Central,Urban,,,5452,,,,2225,3227,,,2472,1160,802,484,344,149,39,,2,762,4689,1,,431,,187,992,10,3832,,24,2,5352,1,73,,,,,,,,,5336,116,,44766,,5451,1,,,,5268,10,3,,20,,147,,,,,,2,,,2,,,5452,,514,1254,2365,1,,1316,,2,,,,,,,5449,1,,,,,,,,,,,,1,,,1,197,,,,,,,,,,,,,,,5255,,5,653,,21,4773,,,,,,,
106014050,014050,ALAMEDA,STANFORD HEALTH CARE TRI-VALLEY,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,Non-profit Corporation (incl. Church-related),NA,150-199,District 5,District 16,Dublin/Pleasanton/Santa Rita/Sunol,Urban,8648,,1,,,,3724,4925,,1406,51,414,1256,544,740,1092,1482,1664,,1034,7415,200,22,1507,37,341,3955,168,2443,176,6484,174,318,252,27,8,5,2,41,4,1334,,4595,86,3968,,37264,4817,265,2233,1334,,,5178,223,47,1184,4,36,,191,1530,,8,218,18,,1,11,,630,8019,,3566,1425,3373,35,,73,,56,121,,947,251,39,389,94,194,1,,1375,447,757,83,359,316,1374,1372,15,58,541,37,,947,1295,1006,809,1,,,94,28,88,514,90,5,231,85,3277,179,,79,7,58,8505,,,,,,,
106014132,014132,ALAMEDA,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,94538,Non-profit Corporation (incl. Church-related),NA,100-149,District 10,District 24,Fremont East/Niles/Union City Central,Urban,4318,,264,,,,2290,2291,1,,27,114,232,308,516,839,1095,1449,2,582,3994,6,,1430,29,307,2191,22,581,22,3706,93,419,199,158,,1,,,6,,,4018,236,328,,22645,637,3845,100,,,,1792,284,25,610,1,,63,197,1408,,,151,45,,,6,,871,3711,,2937,256,1340,4,,1,,44,,,1192,93,54,204,331,148,3,3,883,301,590,53,71,225,,,2,108,297,16,8,1129,,350,553,4,4,,18,16,117,231,42,18,108,191,1655,146,,47,,5,4530,,,,,,,
106014207,014207,ALAMEDA,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,2633 EAST 27TH STREET,OAKLAND,94601,Investor - Corporation,NA,1-49,District 7,District 18,Oakland West Central,Urban,,,1190,,,,613,577,,,114,389,228,174,134,94,46,11,,276,914,,,58,,158,535,10,429,,730,1,448,,,,,,10,1,,,,,1190,,6885,,1190,,,,,1022,17,,,94,1,54,,,,,,,,,2,,,1190,,226,40,924,,,,,,,,,,,,1180,7,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1190,,,57,,1,1132,,,,,,,
106014226,014226,ALAMEDA,TELECARE WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,Investor - Corporation,NA,1-49,District 9,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,,,585,,,,189,396,,,585,,,,,,,,,213,357,15,,33,,96,166,14,276,,547,2,36,,,,,,,,,,,,585,,2704,,585,,,,,569,1,,,8,1,4,,,,,,1,,,1,,,585,,1,5,301,,274,,,,4,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,,6,,,579,,,,,,,
106014233,014233,ALAMEDA,EDEN MEDICAL CENTER,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,Non-profit Corporation (incl. Church-related),NA,100-149,District 9,District 20,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,9646,,,,,,4416,5230,,1137,85,651,1264,680,888,1636,1660,1644,1,2289,7140,217,36,1665,503,1354,3962,192,1796,138,7887,56,188,332,35,7,,3,1,3,1134,,6707,61,2878,,44752,3583,2838,890,1134,1200,1,5163,419,176,1805,52,5,144,307,1338,,2,186,35,,14,,,702,8944,,3759,2245,3247,45,,150,,190,10,,1234,256,98,429,97,309,12,6,1248,413,765,85,271,357,1185,1138,6,135,1588,14,,1180,1116,622,743,7,3,9,84,26,295,749,220,16,302,109,4027,138,7,254,2,50,9333,,,,,,,
106014326,014326,ALAMEDA,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W. MACARTHUR BLVD.,OAKLAND,94611,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 7,District 18,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,24159,,,,,,10807,13352,,3846,986,1164,2888,1686,2185,3429,4180,3788,7,4338,19244,577,110,4019,157,5888,8550,498,4593,344,19520,136,1449,401,80,2,,,5,92,2473,1,12058,1123,10978,,107133,1835,15777,4067,2473,,7,16864,430,140,2090,8,9,318,621,3250,,1,333,32,,44,19,,2260,21898,1,9922,2841,10899,17,,173,,307,,,2746,1637,351,988,289,784,24,28,3030,1538,2194,283,1324,746,2679,2590,238,532,1362,796,,6346,2455,1460,2249,32,28,8,598,185,422,1767,654,242,892,628,5626,567,3,352,1,62,23741,,,,,,,
106014337,014337,ALAMEDA,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,94577,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 9,District 20,San Leandro West/San Lorenzo West/Hayward West,Urban,14797,,,,,,5575,9221,1,3607,90,1268,2845,846,962,1570,1803,1804,2,3968,10716,113,64,4616,228,1869,3872,96,3395,657,10000,222,462,361,214,,1,,,10,3527,,6198,282,8317,,51784,691,8932,1647,3527,,,10141,247,33,1084,,1,80,324,2632,,,227,18,,6,4,,1226,13571,,4547,1365,8720,8,,19,,138,,,1928,301,97,396,174,204,7,7,1225,556,971,121,211,418,3745,3603,3,147,638,45,,4570,3502,542,1101,1,2,,750,34,256,660,57,76,187,355,2438,266,2,46,,24,14725,,,,,,,
106034002,034002,AMADOR,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,95642,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 4,District 1,Ione/Jackson/Pine Grove/Sutter Creek,Rural,2558,,,,,,1152,1406,,233,,156,192,121,191,497,585,576,7,214,2255,89,21,18,,37,2302,49,102,29,2217,18,13,31,2,4,1,,45,,227,,2016,3,539,,9797,1485,622,224,227,,,1389,173,12,347,14,74,36,47,384,,,69,2,2,9,,,258,2300,,1421,548,393,4,,181,,11,,,567,28,32,92,51,56,1,5,357,182,265,62,56,74,239,233,,56,192,10,,363,223,57,186,,,,4,1,22,153,9,1,20,3,1458,58,,22,2,14,2520,,,,,,,
106040802,040802,BUTTE,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,95948,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 1,District 3,Biggs/East Biggs/Gridley,Rural,337,194,,,,,237,294,,,,,22,43,56,127,123,151,9,72,454,5,,,,,450,27,54,,311,4,77,18,2,119,,,,,,,324,2,205,,4973,,329,202,,,,277,43,,131,6,,32,15,19,,,6,2,,,,,413,118,,366,95,63,,,,,7,,,90,3,7,34,10,16,,1,56,51,33,30,8,63,,,,54,49,26,,48,,16,3,,,,,,9,10,,,3,2,440,,,28,,4,499,,,,,,,
106040937,040937,BUTTE,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 1,District 3,Oroville/Palermo/Thermalito,Rural,10948,612,,,,,5460,6100,,523,181,686,984,1033,1684,2655,2088,1726,,874,10437,249,256,492,,314,9383,83,973,59,10253,5,21,136,23,614,67,,12,,429,,9073,,2487,,69750,72,9518,1541,429,,,8012,375,,1230,74,35,775,258,715,,,65,8,,2,11,,486,11074,,5454,4625,1041,40,2,296,3,97,2,,3220,239,51,418,241,521,10,26,1502,402,1023,130,493,526,492,445,6,445,1275,88,7,724,439,427,920,31,37,4,164,19,272,610,40,70,360,175,7184,84,,353,,67,11140,,,,,,,
106040962,040962,BUTTE,ENLOE HEALTH,1531 ESPLANADE,CHICO,95926,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 1,District 3,Chapmantown/Chico,Urban,18658,,418,,520,,8928,10668,,2205,189,1481,1795,1201,1743,3274,4061,3647,,2914,15891,791,276,341,35,341,15049,371,2960,223,15916,639,372,154,46,468,,,2,64,1935,,13017,41,6538,,84870,12685,302,4292,1935,345,37,13160,328,465,2012,113,6,,523,2721,,,233,25,,,,10,2095,17501,,8931,4613,5838,49,,46,,119,,,1881,510,139,1007,623,533,10,12,3156,1134,1934,234,724,1023,2042,1989,17,288,2150,190,,1312,1936,1789,2007,14,9,5,243,49,455,1352,238,178,445,397,9082,85,5,334,7,88,19162,,,,,,,
106044006,044006,BUTTE,BUTTE COUNTY MENTAL HEALTH SERVICES,592 RIO LINDO AVE,CHICO,95926,City or County,Small/Rural,1-49,District 1,District 3,Chapmantown/Chico,Urban,,,306,,,,147,159,,,14,91,83,60,45,11,,,2,67,214,25,28,,,20,199,25,34,,42,21,199,,,,,,44,,,,,197,109,,1708,2,303,1,,,,259,2,,,19,19,3,,,,,,,,4,,,,306,,55,223,1,,,,,27,,,,,,,301,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,306,,,45,,,261,,,,,,,
106050932,050932,CALAVERAS,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 4,District 8,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,747,7,,,,,379,375,,,,16,32,51,80,162,198,205,10,21,714,19,,,,,725,29,,,745,,,,,9,,,,,,,721,,33,,2634,707,,47,,,,349,54,3,152,1,,18,22,132,,,14,4,,5,,,10,744,,476,134,98,1,,40,1,4,,,152,10,3,32,26,16,,3,124,89,103,29,31,49,,,1,6,74,6,,87,,44,64,,,,,,8,58,6,1,4,,481,1,3,10,,4,737,,,,,,,
106060870,060870,COLUSA,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,95932,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 4,Colusa,Rural,575,113,,,,,343,345,,,,,43,61,89,164,157,161,13,119,569,,,,,11,622,16,,39,465,,194,,1,28,,,,,,,451,140,97,,5103,85,603,,,,,387,65,,107,,2,50,17,52,,,5,3,,,,,133,555,,395,232,53,,,,,6,2,,138,5,11,52,33,33,,1,93,88,55,35,25,55,,,,23,39,1,1,518,,,3,,,,,,6,3,,1,46,17,93,1,,22,,8,658,,,,,,,
106070924,070924,CONTRA COSTA,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,94553,City or County,Small/Rural,150-199,District 9,District 15,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,7455,,784,,,,3367,4872,,1782,147,1379,1547,774,909,936,472,293,,3754,4485,,24,761,89,1144,2064,136,3732,289,3237,737,1615,35,,858,,,3,10,1744,,4167,1601,2471,,41537,3241,2445,809,1744,,,6958,455,,1,315,64,233,57,9,,13,62,72,,,,,206,8033,,1200,6685,224,4,,22,,102,2,,408,162,51,281,999,115,8,8,669,286,740,153,110,271,1888,1781,,120,167,21,1,2085,1633,73,619,9,8,1,182,23,114,225,56,20,26,24,3084,57,,469,,14,7756,,,,,,,
106070934,070934,CONTRA COSTA,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 9,District 15,Brentwood Central and West/Oakley,Urban,5772,,,,,,2750,3022,,438,40,366,603,497,734,1179,973,942,,1403,4260,109,24,382,199,1190,2791,78,1017,91,5098,50,49,130,13,6,,2,,,424,,4747,11,1014,,23534,2775,2316,257,424,,,3178,280,11,683,49,1,195,186,1061,,1,110,9,1,7,,,255,5517,,2392,1829,1273,5,,191,,76,6,,1038,105,71,328,98,111,1,3,1209,445,708,82,64,259,450,437,,91,256,16,,912,417,693,653,,,,81,3,73,149,20,11,119,62,2462,117,3,225,2,31,5511,,,,,,,
106070988,070988,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Non-profit Corporation (incl. Church-related),Small/Rural,500+,District 9,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,21223,,,,486,,9023,12686,,3701,466,1125,2897,1262,1626,2635,3842,4155,,3610,17259,840,67,2551,165,1369,13219,830,2600,908,15381,611,1978,701,6,30,3,,1,52,2946,,11432,642,9635,,101009,11007,987,5632,2946,1122,15,11531,638,288,2693,26,12,168,598,5265,,37,345,96,1,6,5,,1158,20551,,9222,3362,8300,172,,480,,168,5,,1596,1011,157,532,214,529,43,18,2297,1254,1696,237,1800,754,3122,3080,31,201,2890,247,,929,2878,1022,1773,8,24,12,726,152,510,2755,476,121,584,157,9099,483,48,210,2,157,21292,,,,,,,
106070990,070990,CONTRA COSTA,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 9,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,15242,,,,,,6275,8965,2,3344,145,813,2546,791,879,1493,2214,3017,,2274,12687,281,54,3039,59,856,8627,262,2170,175,10374,221,621,501,421,,4,,1,55,3043,1,7756,305,7181,,59540,1129,10274,780,3043,1,15,9972,416,60,1546,8,,98,354,2363,,,347,26,2,6,44,,2053,13189,,5956,804,8379,8,,12,,82,1,,1874,338,92,332,115,252,12,13,1775,755,1289,185,157,498,3243,3131,6,208,901,66,,3992,3081,1066,1252,7,6,3,793,25,227,686,83,79,268,332,3007,335,3,45,,25,15169,,,,,,,
106071018,071018,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 9,District 15,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,11214,,,,,,5853,5360,1,,29,301,585,831,1418,2618,2909,2523,,2068,9041,105,46,1057,127,1285,6807,130,1643,119,9691,451,698,346,5,7,1,1,2,12,,,8450,162,2602,,53945,8422,1180,1611,,,1,4840,278,50,1644,12,3,282,345,3509,,1,186,55,,4,5,,671,10543,,6621,2421,1539,22,2,553,,55,1,,1334,552,110,954,198,233,20,11,2942,839,1402,226,515,785,19,,41,146,832,54,1,630,,2038,1581,5,3,1,95,75,223,899,71,30,492,331,4458,282,10,316,,56,10832,,,,,,,
