oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106190328,190328,LOS ANGELES,GLENDORA HOSPITAL,150 W ROUTE 66,GLENDORA,91740,Investor - Limited Liability Company,Teaching,50-99,District 25,District 48,Asuza/Charter Oak/Covina,Urban,,,1537,,,,851,686,,,13,222,253,226,200,289,239,95,,343,1194,,,107,,292,1059,14,33,32,9,219,1297,10,1,1,,,,,,,,1287,250,,22359,1523,14,,,,,991,65,32,228,157,3,24,,2,,,,35,,,,,,1537,,1181,1,347,,,7,,1,,,,,,,1523,12,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1536,,,385,,45,1107,,,,,,,
106190352,190352,LOS ANGELES,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,Investor - Corporation,Teaching,100-149,District 22,District 56,Bassett/Industry West/La Puente,Urban,1989,3,,,,,1124,868,,,19,100,149,206,343,444,331,395,5,1246,743,3,11,432,,60,1479,10,,,1915,52,19,5,1,,,,,,,,1911,4,77,,10886,1926,17,49,,,,1021,222,2,243,,,177,134,172,,3,14,3,,1,,,67,1925,,915,954,87,,,2,2,15,17,,502,18,37,184,36,61,2,1,311,213,334,43,16,110,,,1,55,61,4,3,418,,235,204,,,,7,1,36,21,12,1,15,6,993,43,,92,,5,1895,,,,,,,
106190380,190380,LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,Investor - Corporation,Teaching,100-149,District 24,District 51,Hollywood South Central/Inner Sunset,Urban,4188,,3314,,,,4839,2659,4,,34,561,1090,1150,1244,1463,1040,920,,1883,5415,204,27,459,13,2104,2991,311,1567,30,50,2726,3204,1512,9,1,,,,,,,,2184,5318,,41344,5120,2088,294,,,,3063,295,45,2426,733,6,340,57,15,,3,7,72,2,436,,2,28,7474,,3494,3841,153,1,,1,,12,,,1042,38,36,497,3314,338,6,8,245,224,445,178,146,391,,,2,107,434,50,1,3519,,455,386,1,,,14,2,35,123,2,6,8,94,2855,2,34,231,9,35,7193,,,,,,,
106190382,190382,LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,Investor - Partnership,Teaching,300-499,District 26,District 52,Hollywood South Central/Inner Sunset,Urban,16339,194,,,436,1,6805,10161,4,3335,204,1961,2368,1144,1460,2217,2098,2183,,8321,8639,10,,2882,27,1609,2092,26,10311,23,10996,,1523,796,94,240,,1,1,,3319,,6973,,9997,,97864,6973,1291,5386,3319,,1,12357,427,264,1677,,4,574,358,1036,,,113,16,,133,,11,379,16591,,4926,9853,1635,,,,,407,136,13,1508,630,88,539,91,307,12,37,1668,749,1305,190,733,709,3662,3334,2,317,906,182,1,1634,3399,1020,1142,2,4,4,420,44,134,830,166,5,254,231,7657,24,26,573,2,98,16271,,,,,,,
106190385,190385,LOS ANGELES,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 20,District 43,Granada Hills/Mission Hills/Porter Ranch,Urban,18234,88,,,268,,8125,10465,,2503,178,1712,2358,1494,2049,2781,2825,2688,2,10912,7234,444,20,839,50,691,6610,216,9331,833,15195,137,185,366,37,168,2,1,1,3,2494,1,11453,7,7130,,91225,10574,394,4383,2494,730,15,11100,466,148,1710,95,5,285,389,4078,,12,286,10,1,5,,,447,18143,,6701,6569,4957,35,16,89,,221,2,,2248,972,138,745,112,295,17,16,2467,631,1575,203,532,1061,2766,2502,15,213,1907,174,1,1920,2488,1865,1834,1,33,4,700,90,499,1313,249,23,409,278,6676,208,7,278,,48,18257,,,,,,,
106190392,190392,LOS ANGELES,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 26,District 54,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,11920,434,,,537,,6048,6837,6,1467,116,994,1543,1016,1346,2054,2108,2233,14,6192,6350,349,45,2613,40,1773,3894,396,4083,47,9468,11,1055,770,52,93,,,1,,1441,,7622,40,5229,,57408,4360,4592,2497,1441,,1,7578,292,423,1756,5,5,431,413,1782,,9,100,20,,76,1,,512,12379,,5562,5214,1785,12,,63,,250,,5,1415,362,126,626,117,639,13,29,2221,581,1211,185,393,558,1562,1467,15,334,911,125,1,1583,1446,1869,1028,2,9,10,180,15,209,498,151,7,154,120,5567,43,54,762,5,113,11957,,,,,,,
106190400,190400,LOS ANGELES,HUNTINGTON HOSPITAL,100 W CALIFORNIA BLVD,PASADENA,91105,Non-profit Corporation (incl. Church-related),Teaching,500+,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,25595,,822,,362,,11854,14915,10,3502,333,1448,3567,2087,2544,3712,4492,5087,7,8486,17769,524,51,4124,44,2534,13040,264,5582,1140,20405,946,428,1387,127,362,1,2,100,23,2998,,17072,39,9666,2,129822,5065,13261,4800,2998,655,,17671,541,360,3002,136,,448,601,3559,,9,313,83,,21,35,,1347,25432,,8429,4173,13623,161,,74,,316,3,,2622,1171,231,809,1131,612,26,35,3309,1285,2598,459,1640,1219,3156,3107,70,408,2674,213,4,892,2889,2362,2541,13,29,11,915,95,692,2393,518,110,953,348,11814,204,1,829,70,236,25643,,,,,,,
106190413,190413,LOS ANGELES,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W. SAN BERNARDINO ROAD,COVINA,91723,Investor - Corporation,Teaching,150-199,District 22,District 48,Asuza/Charter Oak/Covina,Urban,6112,284,1899,,,,4479,3816,,,64,707,851,931,1193,1574,1516,1459,,4146,3880,269,16,738,20,507,6583,268,163,,5720,84,1569,473,51,269,2,3,118,1,,5,5967,647,1681,,43365,2063,4004,2228,,,,4662,403,45,984,31,27,237,258,1429,,1,200,17,,1,,,243,8052,,3964,3119,983,9,,16,,204,,,879,173,108,430,1934,166,2,14,1869,430,849,124,215,361,14,,5,130,491,101,,819,1,1630,704,3,6,,6,20,173,424,32,7,134,51,4222,63,116,743,,29,7407,,,,,,,
106190422,190422,LOS ANGELES,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BOULEVARD,TORRANCE,90505,Non-profit Corporation (incl. Church-related),Teaching,500+,District 24,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,27468,551,,,,,11746,16273,,2778,288,1288,2682,1833,2726,4327,5420,6677,,7493,19447,1079,62,3905,236,2809,12817,564,7232,394,24341,,631,395,321,,10,,9,135,2177,,19128,121,8770,,132232,19459,1791,4589,2177,,3,17500,385,126,2679,175,2,345,634,5558,,14,467,45,2,,87,,1980,26018,21,14125,3263,9933,81,,167,,450,,,2600,1323,262,1111,265,663,39,43,4602,1679,3430,552,1865,1527,2378,2226,26,923,2254,244,7,3102,2009,2402,3044,5,30,4,728,89,716,2278,555,41,669,332,11642,373,5,142,2,245,27625,,,,,,,
106190429,190429,LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 26,District 51,Hollywood South Central/Inner Sunset,Urban,23701,,3753,,,,13395,14054,5,3794,1046,2468,3404,2103,2619,4097,4499,3423,1,11053,15545,856,88,3711,164,3211,8262,1094,10757,167,13861,1097,9562,335,84,20,26,,1,97,2364,7,7901,4954,14599,,146969,6759,12237,6051,2364,,43,18176,516,57,1385,2,7,250,639,5895,,9,312,32,,94,80,,1671,25782,1,10366,2581,14161,9,8,31,,295,3,,1803,1595,212,680,3923,785,37,21,5745,1176,1955,145,1021,732,2531,2487,313,505,1489,297,2,3022,2324,4305,2046,30,142,11,604,135,296,1255,882,121,508,515,10848,410,2,576,2,63,26811,,,,,,,
106190431,190431,LOS ANGELES,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 35,District 65,Harbor Gateway South/Lomita/Torrance East Central,Urban,14856,,,,,,6121,8735,,2235,63,1001,2031,1065,1213,2082,2412,2748,6,4743,9929,184,28,1775,273,4396,3378,304,4608,94,10068,593,1705,230,21,5,3,1,,31,2199,,8285,1057,5514,,59317,6204,4908,1512,2199,1,32,8754,430,28,1139,2,,124,420,3600,,1,331,8,1,5,13,,1129,13727,,6273,1524,6960,,2,5,,92,,,2096,522,132,643,118,249,6,10,1991,815,1671,112,261,543,2344,2235,4,267,734,101,2,1468,2179,928,1607,6,6,2,671,28,301,542,57,30,229,359,6055,388,,149,1,24,14682,,,,,,,
106190432,190432,LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 20,District 43,Northridge South/Reseda North,Urban,13177,,,,,,5391,7783,3,2323,71,1026,2045,852,1011,1650,2131,2068,,5890,7150,137,46,1453,49,894,4725,196,5777,37,8599,332,1521,127,82,36,1,,1,232,2245,1,6353,283,6541,,43868,6213,3230,1484,2245,,5,8842,233,11,858,1,1,52,313,2581,,,256,14,,3,12,,1250,11927,,5078,1228,6785,13,2,7,,64,,,2111,573,117,317,79,176,7,13,1236,585,1375,115,176,468,2416,2319,6,196,806,85,1,1343,2224,754,1460,4,15,,543,50,145,683,76,10,290,277,5071,232,1,67,,14,13095,,,,,,,
106190434,190434,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 28,District 55,Hancock Park/Mid-City West/Park La Brea,Urban,11627,,,,,,4495,7131,1,1739,76,892,1671,848,925,1551,1815,2110,,3528,7994,105,28,648,33,4795,2227,370,3381,145,7997,464,1245,155,11,4,3,,1,27,1720,,5706,857,5064,,47745,4116,3646,2139,1720,,6,6914,357,31,912,1,,110,437,2608,,,206,27,2,4,18,,962,10664,1,4720,1633,5024,,5,10,1,226,8,,1814,468,161,683,135,223,9,10,1353,574,1057,77,219,389,1880,1735,15,175,556,93,1,1265,1695,704,1510,5,5,1,453,37,252,500,35,25,288,201,4398,253,,140,,37,11450,,,,,,,
106190449,190449,LOS ANGELES,KINDRED HOSPITAL - LA MIRADA,14900 IMPERIAL HIGHWAY,LA MIRADA,90638,Investor - Limited Liability Company,Teaching,100-149,District 30,District 64,La Mirada/Santa Fe Springs South,Urban,1324,,,,,,703,621,,,,12,20,60,126,331,363,412,,245,1062,17,,165,12,79,817,1,250,,1,4,1289,3,27,,,,,,,,,,1324,,48461,,,1324,,,,51,156,16,581,1,,27,287,165,,,38,1,,,1,,15,1309,,848,145,301,3,,26,,1,,,98,7,2,45,1,19,,1,61,655,95,55,25,129,,,,4,87,40,,351,,234,73,,,,,,51,23,,,26,2,544,20,3,14,,1,1306,,,,,,,
106190462,190462,LOS ANGELES,AURORA LAS ENCINAS HOSPITAL,2900 E DEL MAR BLVD,PASADENA,91107,Investor - Limited Liability Company,Teaching,100-149,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,,,2591,166,,,1528,1229,,,165,888,697,484,334,171,18,,,721,2036,,12,224,,418,1276,21,806,,896,15,1637,,10,14,,,177,8,,,,1575,1182,,31414,804,1741,212,,,,2088,53,347,35,78,3,92,,,,,,60,,1,,,,2757,,464,49,1342,,543,93,125,33,108,,,,,,2756,,,,,,,,,,,,,,,,1,284,,,,,,,,,,,,,,,2473,,3,262,25,82,2385,,,,,,,
106190470,190470,LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,4101 TORRANCE BOULEVARD,TORRANCE,90503,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 24,District 66,Redondo Beach Central and South/Torrance West Central,Urban,18009,1361,,,,,7921,11449,,2960,159,1121,2579,1322,1751,2781,2952,3744,1,6083,12817,470,36,2345,117,2831,7601,273,5567,600,14016,105,727,308,32,1518,1,,4,,2659,,10741,128,8501,,99863,10991,1338,4376,2659,,6,11962,707,106,1847,75,9,264,545,3400,,16,407,22,1,1,1,7,785,18585,,7766,4469,6670,88,1,175,,189,12,,1588,753,138,667,188,527,19,28,3088,951,1612,285,707,981,2850,2756,25,407,1346,454,,1645,2634,1869,1525,10,30,2,795,74,381,920,365,48,235,144,8377,316,6,286,18,157,18903,,,,,,,
106190500,190500,LOS ANGELES,CEDARS-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 28,District 55,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,4603,,92,,,,2268,2426,1,,26,171,390,397,619,882,972,1236,2,798,3841,56,14,236,23,1302,2669,51,318,82,4258,78,29,320,8,,2,,,,,,4022,,673,,21838,4021,12,662,,,,2341,287,174,717,29,,150,120,791,,,67,12,,,7,,324,4371,,2749,667,1070,145,,12,,52,,,899,124,66,383,91,126,,7,504,315,641,116,524,343,16,,2,103,424,11,,188,4,318,698,,1,,27,8,113,651,118,7,126,75,2278,83,2,222,24,185,4262,,,,,,,
106190517,190517,LOS ANGELES,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,Investor - Limited Liability Company,Teaching,200-299,District 27,District 46,Encino/Tarzana/Warner Center/Woodland Hills,Urban,14706,,,,,1,6073,8633,1,3211,328,942,2014,908,932,1651,1982,2738,1,3090,11152,465,11,560,24,549,9235,341,3652,335,11176,36,540,536,25,14,2,4,1,,2373,,8901,403,5402,1,52059,8178,1410,2740,2373,,6,9987,264,87,1420,100,1,236,235,2182,,10,140,20,2,23,,,272,14435,,5488,3596,5406,17,,54,,146,,,1285,484,129,455,97,342,14,29,1750,1046,1526,211,438,736,2496,2457,13,276,863,57,3,985,2405,1231,1347,4,15,1,644,44,194,681,126,61,277,174,6089,429,4,134,6,96,14467,,,,,,,
106190521,190521,LOS ANGELES,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,Investor - Partnership,Teaching,150-199,District 24,District 66,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,5857,101,,,,,3089,2869,,,21,247,520,667,1115,1524,1058,806,,2018,3903,37,16,212,13,2812,1783,42,1080,,5573,8,137,158,,32,30,3,,17,,,4761,31,1166,,36110,5595,,363,,,,3388,403,6,1039,55,1,507,282,225,,,39,11,1,,1,,37,5921,,2396,3194,232,5,,21,,74,36,,1041,136,79,427,116,340,1,10,1030,527,794,174,158,434,24,,1,178,379,109,,884,,911,410,,4,,89,11,174,187,11,7,73,57,3129,11,89,144,1,30,5694,,,,,,,
106190522,190522,LOS ANGELES,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 25,District 52,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,9702,,1436,,391,,5364,6164,1,1163,78,1160,1539,1003,1270,1759,1681,1876,,4196,7212,121,,724,47,695,7443,426,2173,21,8676,11,1006,101,3,593,,,1,2,1136,,6810,73,4642,4,50667,6345,1966,2082,1136,,,7200,263,337,1043,51,2,294,276,1745,,4,136,118,,60,,,400,11129,,4426,5583,1207,8,18,23,,179,71,14,1429,341,49,419,1562,276,8,15,1671,496,815,140,424,472,1270,1161,5,243,596,137,,1865,1069,1187,877,2,4,1,221,20,125,582,76,2,166,124,5071,137,115,832,2,53,10527,,,,,,,
106190524,190524,LOS ANGELES,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Investor - Limited Liability Company,Teaching,100-149,District 20,District 43,Northridge South/Reseda North,Urban,3646,,2329,,,,3475,2500,,,73,650,997,778,915,1058,787,717,,2438,3537,,19,371,,882,4601,10,64,28,4358,118,321,981,2,50,,,142,2,,1,5006,246,723,,39022,4559,693,723,,,,3521,106,16,1281,,,228,162,601,,,32,19,2,6,1,,149,5826,,1642,2466,1552,145,,13,,157,,,806,48,16,193,2412,220,1,5,343,258,338,46,686,214,,,1,72,312,4,,465,,363,249,1,,,3,2,62,649,167,2,68,19,3913,12,74,669,,44,5188,,,,,,,
106190525,190525,LOS ANGELES,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 33,District 69,Bixby Knolls/Long Beach Central,Urban,15232,,,,466,,7715,7980,3,,94,940,1384,1685,2460,3334,3233,2566,2,5447,9948,303,60,1566,243,2577,7110,243,3461,438,14661,30,532,70,16,386,,2,,1,,,12680,,3018,,102787,8218,4422,2452,,604,2,9058,442,380,2037,6,4,,564,2998,,16,184,8,,1,,,648,15050,,7782,4830,2794,98,,129,,65,,,1749,1068,220,841,112,556,46,38,3234,695,1766,303,1041,881,126,,30,444,2293,255,,2302,19,2167,1977,15,86,15,329,123,721,1706,448,59,455,312,4796,168,4,445,4,116,15129,,,,,,,
106190529,190529,LOS ANGELES,USC ARCADIA HOSPITAL,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 25,District 49,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,12633,,,,600,,5850,7383,,1133,42,460,1304,881,1161,2076,2590,3586,,331,12861,41,18,4051,,454,4501,41,4072,96,11683,,71,56,23,282,1,,,,1117,,8890,,4343,,68440,8890,1694,1528,1117,,4,6703,529,559,1607,27,,210,537,2728,,35,279,19,,,,,1025,12208,,6531,496,5796,78,,28,2,302,,,1299,584,109,758,50,535,11,23,2071,709,1543,164,769,658,1175,1132,6,402,1136,99,,2144,1114,1152,1638,1,2,1,293,45,245,1078,180,21,273,110,4420,516,28,48,4,58,13095,,,,,,,
106190541,190541,LOS ANGELES,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,Investor - Limited Liability Company,Teaching,1-49,District 25,District 41,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,307,,,,,,161,146,,,,,,,28,57,76,131,15,95,211,1,,109,,20,97,1,68,12,74,,233,,,,,,,,,,,,307,,7407,,,307,,,,60,7,1,147,,,4,54,30,,,3,,,1,,,28,279,,253,,1,44,,,,8,1,,82,,1,8,,2,,,2,100,17,2,63,8,,,,1,16,5,,64,,36,9,,,,,,5,53,30,,83,,25,2,,2,,1,304,,,,,,,
106190547,190547,LOS ANGELES,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,Investor - Partnership,Teaching,100-149,District 25,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,3072,,,,,,1453,1619,,,25,175,261,321,528,586,529,646,1,2178,882,12,14,525,,99,1866,30,509,29,2180,22,867,1,,,,,2,,,,2041,659,372,,15074,6,2969,97,,,,1880,116,7,344,2,2,165,63,444,,,33,3,13,,,,67,3004,1,1343,1509,182,1,,9,1,18,9,,355,93,59,287,23,133,3,8,485,258,600,101,69,312,15,,1,114,151,4,1,310,1,278,469,4,1,,42,3,80,83,6,8,122,95,1523,47,2,70,,7,2993,,,,,,,
106190552,190552,LOS ANGELES,MOTION PICTURE AND TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 27,District 46,Encino/Tarzana/Warner Center/Woodland Hills,Urban,,28,164,,,,75,117,,,,,,,,36,74,74,8,19,173,,,11,,23,130,28,,,15,,159,13,4,1,,,,,,,,105,87,,22261,19,173,,,,,91,28,,16,36,,,14,,,,3,3,,1,,,32,160,,149,27,14,,,,,2,,,,,,,129,55,,,4,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,192,,,,,1,191,,,,,,,
106190555,190555,LOS ANGELES,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Non-profit Corporation (incl. Church-related),Teaching,500+,District 24,District 55,Hancock Park/Mid-City West/Park La Brea,Urban,49339,,,,,,22260,27075,4,6719,625,2406,7311,4093,4678,7297,8353,7849,8,8595,39593,1151,110,4212,193,6482,31699,1104,4235,1304,37193,1602,2733,1749,54,,13,1,2,27,5965,,24875,64,24395,5,306692,24236,7045,11360,5965,733,,30349,469,1919,3895,153,,571,1331,10152,,8,408,60,,,24,,1753,47586,,21627,4958,21825,203,,321,,398,2,5,4343,3371,432,1316,329,1453,59,65,6896,1654,4636,683,2703,2035,6365,6091,313,505,5347,737,6,2274,5844,6280,5681,34,121,21,1906,468,1187,4288,1838,283,1652,1186,15689,587,12,654,88,1368,47217,,,,,,,
106190568,190568,LOS ANGELES,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 20,District 46,Northridge South/Reseda North,Urban,13622,,1288,,464,,7475,7899,,1520,907,1065,1423,1125,1537,2282,2636,2878,1,4892,10110,372,24,1619,54,822,11354,621,764,116,12084,965,562,439,138,294,1,,1,,890,,11701,369,3303,1,81035,4453,6807,2156,890,1068,,8652,602,319,2044,181,8,300,296,2380,,2,396,61,,125,8,,855,14519,,6591,4846,3519,101,,195,10,112,,,2216,301,80,557,1491,459,5,12,2566,778,1380,124,315,674,996,919,10,247,2171,73,,2465,852,1805,1406,5,9,1,231,41,378,1067,193,16,334,147,6325,99,157,717,2,95,14403,,,,,,,
106190570,190570,LOS ANGELES,NORWALK COMMUNITY HOSPITAL,13222 BLOOMFIELD AVENUE,NORWALK,90650,Investor - Corporation,Teaching,50-99,District 30,District 64,Norwalk/Studebaker,Urban,2936,,,,,,1588,1347,1,,,85,166,257,440,719,674,589,6,1245,1537,154,11,257,22,419,1189,38,953,47,1401,2,652,781,81,13,,1,5,,,,2130,534,272,,15410,2782,,154,,,,875,196,2,1489,129,1,104,67,37,,,9,9,2,16,,,16,2920,,1761,998,107,3,,52,,15,,,757,47,33,258,49,197,1,4,243,121,344,105,96,322,,,4,78,260,14,3,201,1,332,331,,,,27,1,44,69,3,,22,2,1899,4,11,157,2,6,2760,,,,,,,
106190587,190587,LOS ANGELES,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,90806,Investor - Limited Liability Company,Teaching,100-149,District 33,District 69,Bixby Knolls/Long Beach Central,Urban,2602,,5517,,,,5022,3095,2,,100,1503,2081,1370,1222,927,556,360,,2918,5185,16,65,485,71,2549,4836,4,32,77,3765,66,2543,703,772,251,2,1,16,,,,5103,2473,543,,61673,5507,2532,79,,,1,5821,284,161,728,157,9,422,81,114,,,48,291,,3,,,193,7926,,1480,6323,236,1,,10,,69,,,318,41,38,218,5842,97,1,2,329,256,311,93,105,142,19,,,130,172,5,,660,1,160,236,1,,1,6,2,49,74,7,,20,4,6871,27,11,3654,,26,4428,,,,,,,
106190599,190599,LOS ANGELES,KINDRED HOSPITAL PARAMOUNT,16453 COLORADO AVENUE,PARAMOUNT,90723,Investor - Limited Liability Company,Teaching,150-199,District 33,District 62,Bellflower/Paramount South,Urban,798,,,,,,461,337,,,,,18,30,97,203,255,187,8,203,557,38,,49,,182,297,14,256,,,,740,,58,,,,,,,,,,798,,29566,,,798,,,,49,34,6,413,2,,20,200,62,,,10,2,,,,,13,785,,516,109,158,2,,12,,1,,,68,8,,17,,17,,,42,400,54,23,23,92,,,,8,27,19,,215,,89,100,,,,,,8,14,,,12,4,356,,4,15,,5,774,,,,,,,
106190630,190630,LOS ANGELES,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 NORTH GAREY AVENUE,POMONA,91767,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 22,District 53,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,25102,,,,,,10297,14805,,5447,436,3197,3467,1686,2163,2802,2819,3083,2,13642,11169,291,25,2064,118,1537,15753,10,3016,2579,19243,,406,307,135,,,2,2,,5007,,13573,505,11024,,105669,11122,5300,2409,5007,1264,,20314,488,172,1831,244,19,456,911,258,,33,346,26,,4,,,1463,23639,,6864,11818,5464,77,,434,7,397,41,,2682,485,109,864,181,422,20,14,3146,860,1654,205,438,772,5346,5115,11,161,2563,52,2,2681,4964,1921,1871,4,9,10,162,33,509,1664,307,28,561,180,9536,662,11,528,,122,24441,,,,,,,
