oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Self_Pay_or_Uninsured,Payer_Other_Government,Payer_Private_Health_Insurance,Payer_Medicare,Payer_All_Other_Payers,Payer_MediCal,Payer_Other_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,
106454012,454012,SHASTA,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,REDDING,96001,Investor - Limited Liability Company,Small/Rural,50-99,District 1,District 1,Redding,Urban,,299,,,526,,453,372,,,,16,37,69,117,203,218,163,2,45,698,82,21,,,,661,143,,,,,822,2,1,,,,,,,,,,825,,25066,,,825,,,,218,218,1,102,13,,39,32,193,,,7,,,2,,,154,671,,,,34,528,,257,6,49,,,42,,16,,,67,252,21,46,52,40,,,,10,162,68,,207,,98,4,,,,2,,78,80,,,4,,352,,,38,,23,764,,,
106454013,454013,SHASTA,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,96001,Investor - Individual,Small/Rural,1-49,District 1,District 1,Redding,Urban,55,,,,,,9,46,,,,,,,12,16,19,,8,,49,6,,,,,51,4,,,55,,,,,,,,,,,,,,55,,149,,6,49,,,,40,,9,5,,,,,1,,,,,,,,,,55,,14,,11,28,,,2,,8,,2,,,1,,1,,,7,20,1,,,,,9,6,,4,,,,,,,9,,7,33,,1,,,1,,,1,,1,53,,,
106454068,454068,SHASTA,RESTPADD PSYCHIATRIC HEALTH FACILITY,2750 EUREKA WAY,REDDING,96001,Investor - Corporation,Small/Rural,1-49,District 1,District 1,Redding,Urban,,,414,,,,216,198,,,21,128,137,76,48,,,,4,41,365,8,26,,,14,357,17,,,,,414,,,,,,,,,,,414,,,5286,,414,,,,,317,,,16,49,3,28,,,,,,1,,,,,,414,,,414,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,126,,7,281,,,
106470871,470871,SISKIYOU,MERCY MEDICAL CENTER MT. SHASTA,914 PINE STREET,MOUNT SHASTA,96067,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 1,District 1,Carrick/Edgewood/Mount Shasta/Weed,Rural,829,16,,,,,375,470,,133,,73,81,46,42,125,158,180,7,38,789,18,,12,,16,738,15,64,,542,146,8,12,,20,,,,,117,,526,1,314,4,2494,379,172,163,117,14,,676,22,,112,2,,1,19,1,,,10,1,,1,,,129,716,,,29,160,415,,227,14,98,3,5,40,13,14,,1,75,84,63,14,45,26,123,122,1,8,105,5,,72,114,5,40,1,,,3,,11,110,7,1,6,4,463,8,7,16,,11,811,,,
106474007,474007,SISKIYOU,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,96097,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 1,District 1,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,1288,,,,,,568,720,,166,28,108,103,82,135,227,204,235,,67,1092,129,63,42,,12,1002,90,40,39,1130,12,4,1,1,,,,,,140,,952,,336,,4785,105,855,188,140,,,1042,39,13,80,,2,43,36,4,,,24,3,2,,,,120,1168,,16,47,177,608,,436,4,172,14,9,78,17,49,2,,161,148,115,32,31,38,153,142,,29,98,,,46,142,12,92,,,,26,,21,86,2,,9,,852,,,27,,32,1229,,,
106480989,480989,SOLANO,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,975 SERENO DRIVE,VALLEJO,94589,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 3,District 11,Vallejo,Urban,8355,,,,1109,,4314,5143,7,1320,60,683,1114,609,778,1413,1898,1589,,1996,7406,62,25,1600,124,1456,4034,113,1946,166,6005,208,1602,170,120,112,,,1,6,1240,,4412,270,4782,,55482,863,5759,1600,1240,,2,5235,344,77,578,,4,66,361,2574,,,191,13,,2,19,,1161,8303,,170,,3725,4338,,1212,19,1512,215,79,246,67,331,9,3,1897,399,784,102,86,291,1324,1315,2,143,604,55,,2668,1252,776,843,1,3,,336,11,197,378,43,15,127,198,2440,176,4,90,,19,9351,,,
106481015,481015,SOLANO,ADVENTIST HEALTH VALLEJO,525 OREGON STREET,VALLEJO,94590,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 3,District 11,Vallejo,Urban,,,2282,,,,906,1376,,28,912,487,321,199,169,126,35,,5,605,1624,53,17,165,12,279,1075,59,675,,202,12,2067,,,,,,,1,,,,2015,267,,19050,10,2257,15,,,,2045,7,6,1,52,4,23,,,,,,140,,2,2,,,2282,,,124,1222,310,,619,7,,,,1,2277,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,1,,,2276,,17,224,,6,2035,,,
106481094,481094,SOLANO,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DRIVE,VALLEJO,94589,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 3,District 11,Vallejo,Urban,3824,,,,,,1995,1829,,,,116,257,351,603,991,859,639,8,754,2987,83,21,242,384,907,1533,49,577,111,3673,9,79,41,15,1,,1,5,,,,3174,26,624,,18937,736,2616,472,,,,1615,163,16,618,21,21,123,88,1059,,,88,11,,1,,,200,3624,,61,108,442,2047,28,1138,,827,129,82,256,66,89,1,6,560,275,491,93,331,193,,,1,65,333,22,4,553,,207,465,2,2,,22,12,129,505,13,7,123,58,1609,117,,156,2,22,3644,,,
106481357,481357,SOLANO,NORTHBAY MEDICAL CENTER,1200 B. GALE WILSON BLVD.,FAIRFIELD,94533,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 3,District 11,Fairfield,Urban,11887,,,,,,5255,6632,,1480,133,1120,1405,948,1262,1801,1833,1905,,3244,8528,115,30,975,172,2047,7128,49,1290,196,9272,291,323,328,43,,,,186,11,1433,,8360,42,3474,11,52059,3898,5346,936,1433,262,12,6971,360,66,1145,35,195,331,304,2270,,13,148,15,,33,,1,870,11017,,173,478,1419,4747,62,5005,3,1517,267,185,411,137,344,11,8,1695,761,1130,224,391,526,1537,1474,8,142,1074,44,1,1683,1405,1011,897,5,2,2,349,23,244,722,157,12,253,146,4914,62,50,378,6,66,11387,,,
106484044,484044,SOLANO,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,95688,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 3,District 11,Vacaville,Urban,7374,,,,,,3037,4337,,1400,69,643,1091,444,544,1058,1172,953,,1815,5527,32,29,780,69,863,3760,40,1536,297,5440,53,429,27,35,,,1,9,20,1360,,3333,156,3885,,30037,508,4412,827,1360,266,1,4922,250,80,605,,10,32,245,1068,,1,122,6,,11,22,,730,6644,,98,,3662,2787,26,796,5,886,177,68,158,60,133,4,3,580,277,534,89,495,231,1432,1396,4,55,770,21,1,1266,1351,240,550,3,3,4,393,14,192,818,312,39,98,156,1823,112,1,36,,18,7319,,,
106484062,484062,SOLANO,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2201 TUOLUMNE ST,VALLEJO,94589,Investor - Corporation,Small/Rural,1-49,District 3,District 11,Vallejo,Urban,,,338,,,,201,137,,,,97,106,74,33,24,,,4,79,241,18,,,,107,123,9,76,23,327,,3,,3,,,,4,1,,,,1,337,,4667,1,336,1,,,,167,3,1,,158,1,2,,,,,,6,,,,,,338,,,48,,36,,254,,,,,2,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,1,50,,1,286,,,
106490040,490040,SONOMA,SONOMA COUNTY HEALING CENTER,7440 RANCHO LOS GUILICOS ROAD,SANTA ROSA,95409,Investor - Corporation,Small/Rural,1-49,District 2,District 2,Santa Rosa,Urban,,,204,,,,133,71,,,,52,54,56,25,,,,17,50,152,2,,,,24,157,23,,,41,,57,2,104,,,,,,,,,57,147,,5162,,204,,,,,88,2,,,,6,6,1,,,,,100,,1,,,,204,,,11,,,,193,,,,,,204,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,93,,,111,,,
106490964,490964,SONOMA,HEALDSBURG HOSPITAL,1375 UNIVERSITY STREET,HEALDSBURG,95448,Investor - Limited Liability Company,Small/Rural,1-49,District 2,District 2,Geyserville/Healdsburg,Rural,406,74,,,,,256,224,,,,,35,31,62,101,119,122,10,104,358,18,,,,,374,38,68,,371,1,32,8,3,64,,,,1,,,370,2,108,,2438,360,71,49,,,,170,56,6,97,2,,15,13,111,,,7,1,1,1,,,99,381,,,,36,292,,142,10,99,5,1,40,19,11,1,,69,44,49,20,18,24,,,,4,66,10,,100,,4,24,,,,,,16,31,2,,5,2,281,15,,22,1,8,449,,,
106491001,491001,SONOMA,PETALUMA VALLEY HOSPITAL,400 NORTH MCDOWELL BOULEVARD,PETALUMA,94954,Investor - Limited Liability Company,Small/Rural,50-99,District 2,District 12,Petaluma,Urban,1766,,,,,,884,882,,,,44,83,107,217,366,461,479,9,224,1434,108,,29,,43,1484,56,140,14,1529,16,67,142,9,1,2,,,,,,1637,20,109,,7447,1626,63,70,,,7,659,217,8,414,5,1,48,68,304,,,31,10,1,,,,336,1430,,38,31,144,1147,,401,5,389,22,14,115,68,49,2,4,235,173,180,54,69,166,,,1,18,193,13,1,203,,82,84,,,,9,1,39,169,11,1,23,70,1024,50,,131,,25,1610,,,
106491064,491064,SONOMA,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,Investor - Limited Liability Company,Small/Rural,200-299,District 2,District 2,Santa Rosa,Urban,12575,,,,294,,6486,6383,,1251,165,787,1118,802,1256,2179,2765,2546,,2815,9654,400,91,283,73,304,9882,212,1794,230,9377,169,1781,246,86,147,3,,4,,1056,,7773,587,4509,,60515,6747,2035,1792,1056,1191,48,6889,525,175,1967,33,10,272,444,2273,,22,203,42,12,2,,,1578,11291,,271,335,1820,6452,77,3914,,1324,351,119,439,209,282,17,9,2206,760,1336,210,527,563,1142,1093,7,97,2054,122,2,2333,1036,1597,1258,16,10,2,78,38,373,1233,181,59,199,272,3986,198,4,576,4,102,12183,,,
106491076,491076,SONOMA,SONOMA VALLEY HOSPITAL,347 ANDRIEUX STREET,SONOMA,95476,District,Small/Rural,50-99,District 3,District 4,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,Urban,738,75,,,,,346,467,,,,14,29,43,44,115,227,340,1,60,691,62,,,,14,711,55,33,,618,2,30,93,1,59,,2,5,3,,,675,,138,,16579,677,3,133,,,,266,73,6,194,5,4,8,39,174,,,39,1,,4,,,275,538,,,25,90,582,13,96,7,130,27,5,45,31,40,,1,123,110,63,22,27,46,,,,16,104,23,,81,,40,44,,,1,13,,14,60,1,1,11,,532,15,2,14,,8,789,,,
106491338,491338,SONOMA,SONOMA SPECIALTY HOSPITAL,501 PETALUMA AVENUE,SEBASTOPOL,95472,Investor - Limited Liability Company,Small/Rural,50-99,District 2,District 2,Bodega/Sebastopol,Rural,421,,,,,,275,146,,,,,32,61,79,115,94,31,9,44,372,5,,,,32,369,20,,,1,,420,,,,,,,,,,,,421,,19200,,,421,,,,83,93,1,144,1,,22,59,13,,,2,,2,1,,,55,366,,,,27,200,,193,1,32,1,1,8,,9,,,23,131,25,18,35,10,,,,2,33,93,,195,,31,2,,,,,,33,12,,,30,,78,40,,21,,3,397,,,
106494019,494019,SONOMA,KAISER FOUNDATION HOSPITAL - SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,95403,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 2,District 2,Santa Rosa,Urban,11848,,,,,,4911,6935,2,2014,122,734,1587,604,748,1499,2200,2340,,2483,9058,307,82,531,50,242,8327,148,2191,277,8665,257,553,246,172,1,,1,4,96,1853,,7015,243,4590,,41622,337,9073,582,1853,,3,8582,321,30,945,,3,72,244,1303,,2,294,24,,7,21,,1862,9986,,81,,5366,5394,29,971,7,1946,252,70,320,160,252,13,4,1259,539,1321,169,252,381,2000,1928,2,155,800,25,,1294,1832,363,1044,2,2,1,487,30,186,647,77,34,153,382,5043,271,,141,,27,11680,,,
106494048,494048,SONOMA,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",1287 FULTON ROAD,SANTA ROSA,95401,Investor - Limited Liability Company,Small/Rural,100-149,District 2,District 2,Santa Rosa,Urban,,,3515,,,,1693,1822,,,1324,560,615,441,287,221,63,,4,897,2293,325,39,165,23,347,2202,333,313,93,8,,3461,,39,,,,3,4,,,,3397,118,,35921,8,3494,8,,,5,3227,18,,,114,6,136,1,,,,,5,,8,,,,3515,,,1220,663,620,,1000,12,,,,,3505,,,,,,,,,1,,,,1,,,8,356,,,,,,,,,,,,,,,3159,,12,530,3,33,2937,,,
106494106,494106,SONOMA,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS RD.,SANTA ROSA,95403,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 2,District 2,Santa Rosa,Urban,10184,,,,,,4277,5907,,1546,79,874,1222,741,895,1599,1847,1381,,2903,6786,495,180,235,83,180,6951,296,2072,187,8168,14,376,71,54,1,1,,10,,1489,,5607,152,4425,,39541,1154,5745,1792,1489,,4,6669,373,42,944,13,24,133,164,1641,,,145,29,6,1,,,633,9551,,145,232,2426,4018,93,3270,,1161,233,76,436,157,196,6,7,1268,384,1210,150,653,347,1598,1542,6,85,631,36,2,1084,1439,836,1208,4,7,,209,26,193,933,75,25,106,133,3762,144,2,311,5,80,9786,,,
106500852,500852,STANISLAUS,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,95350,Investor - Corporation,Small/Rural,300-499,District 4,District 22,Modesto West,Urban,23346,,2819,26,,,12187,14004,,3787,468,3124,3035,2263,2914,4021,3687,2890,2,10729,14674,788,335,1082,301,1165,19147,1284,2699,178,16703,453,3169,452,1845,251,8,1,67,1,3237,4,15743,424,10024,,130953,14916,7059,294,3237,684,1,19030,464,319,2425,112,129,510,812,1878,1,32,368,90,,20,,1,1174,25011,6,246,625,3870,8155,320,12975,,2069,501,182,811,3015,700,17,29,4064,1198,2093,231,552,1080,3504,3348,15,219,2453,108,2,5562,3219,2454,1912,4,12,2,189,35,448,1265,480,167,521,516,9241,164,40,1964,6,82,24099,,,
106500867,500867,STANISLAUS,EMANUEL MEDICAL CENTER,825 DELBON AVENUE,TURLOCK,95382,Investor - Corporation,Small/Rural,200-299,District 4,District 22,Denair/Turlock,Urban,9061,,,,,,4158,4900,3,1099,156,810,954,754,940,1554,1369,1425,,4123,4634,304,109,480,48,238,6647,897,642,,7644,81,142,78,59,30,4,,10,,1013,,7062,17,1982,,33835,6334,1687,25,1013,,2,6325,301,22,810,1,16,218,210,933,,8,185,24,1,7,,,613,8448,,99,49,1596,3200,406,3711,,1106,172,54,470,121,137,2,4,1736,549,1113,117,139,453,1129,1024,2,111,571,51,,2616,1032,1213,948,3,5,1,38,13,176,499,33,6,140,23,2139,176,10,181,1,35,8834,,,
106500939,500939,STANISLAUS,MEMORIAL MEDICAL CENTER - MODESTO,1700 COFFEE ROAD,MODESTO,95355,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 4,District 22,Modesto East,Urban,23727,,,,,,10516,13211,,1920,284,1606,2464,2003,2697,4194,4411,4148,,7520,15631,576,163,856,294,925,14582,420,6262,225,20922,65,747,209,94,6,5,4,1,1,1673,,16826,290,6611,,111993,2060,15338,2975,1673,1675,6,14132,462,301,2487,39,13,518,502,4727,,,496,43,2,5,,,1151,22576,,300,716,6459,10723,65,5464,,3199,509,242,1735,230,609,22,27,3342,1510,3093,493,932,1193,1818,1714,8,493,2508,50,,2730,1627,2278,3592,11,12,5,164,68,602,1902,297,88,492,461,9045,353,5,788,13,102,22819,,,
106500954,500954,STANISLAUS,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,95354,Investor - Limited Liability Company,Small/Rural,50-99,District 4,District 22,Ceres/Modesto South Central,Urban,462,,,,,,260,202,,,,12,41,59,92,115,101,42,,140,321,1,,33,,42,380,7,,,,,462,,,,,,,,,,,,462,,29748,,,462,,,,51,158,,155,3,2,5,59,26,,,1,,2,,,,32,430,,,,21,187,,254,,18,1,,5,,4,,,15,223,15,11,25,17,,,,,9,119,,320,,26,,,,,,,6,1,,,54,,20,35,,2,,,460,,,
106500967,500967,STANISLAUS,OAK VALLEY HOSPITAL DISTRICT,350 SOUTH OAK STREET,OAKDALE,95361,District,Small/Rural,1-49,District 4,District 9,Oakdale/Riverbank,Rural,494,169,,,,,270,393,,,,26,55,64,91,95,106,218,8,129,529,5,,,,,493,28,142,,436,71,132,21,,2,,1,,,,,483,112,68,,31566,124,366,173,,,,332,89,6,75,11,,40,42,56,,,8,1,3,,,,153,510,,12,,69,356,,223,3,109,12,9,53,13,32,,2,83,94,105,21,11,51,,,,7,57,4,,131,,25,43,,,,1,,12,14,,2,3,,426,6,,16,,1,646,,,
106504038,504038,STANISLAUS,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,95355,Investor - Corporation,Small/Rural,1-49,District 4,District 22,Modesto East,Urban,211,,,,,,27,184,,,,24,64,53,41,21,,,8,116,95,,,,,17,179,15,,,209,2,,,,,,,,,,,,,211,,365,,,211,,,,206,1,,2,,,,,2,,,,,,,,,4,207,,32,,19,18,,141,1,,,,177,,1,,,,,4,,18,2,,,,3,6,,,,,,183,,,1,2,,1,23,,,1,,,,,,,2,209,,,
106504079,504079,STANISLAUS,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,1303 MABLE AVE,MODESTO,95355,Investor - Limited Liability Company,Small/Rural,50-99,District 4,District 22,Modesto East,Urban,,,,,1202,,633,569,,,,35,54,80,154,251,336,282,10,213,984,5,,14,,50,1072,66,,,6,,1190,4,,,,,1,1,,,,,1202,,15177,,,1202,,,,154,92,,80,,,11,2,863,,,,,,,,,,1202,,,,199,771,30,202,,,3,,2,1,109,,1,308,,,,18,1,,,,86,353,320,,1,,29,,,,,,,,2,,,,,1170,,5,,,8,1189,,,
106504081,504081,STANISLAUS,TELECARE STANISLAUS COUNTY PHF,1904 RICHLAND AVENUE,CERES,95307,Investor - Corporation,Small/Rural,1-49,District 4,District 22,Ceres/Modesto South Central,Urban,,,440,,,,241,199,,,14,132,138,81,55,20,,,,165,274,1,,,,34,170,5,218,13,426,1,13,,,,,,,,,,,11,429,,4287,3,437,,,,,425,9,1,,3,1,,,,,,,1,,,,,2,438,,,,,,,426,14,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,1,121,,,318,,,
106514001,514001,SUTTER,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,1965 LIVE OAK BOULEVARD,YUBA CITY,95991,City or County,Small/Rural,1-49,District 1,District 3,Meridian/Robbins/Yuba City,Rural,,,216,,,,104,112,,,,70,55,42,23,14,,,12,48,155,13,,20,,12,120,21,31,12,,,215,,,,,,1,,,,,215,1,,2145,,216,,,,,195,,1,1,7,3,9,,,,,,,,,,,,216,,14,,,,,196,6,,,,,215,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,216,,,40,1,,175,,,
106514005,514005,SUTTER,STABLER LANE BEHAVIORAL HEALTH,1253 STABLER LANE,YUBA CITY,95993,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 3,Meridian/Robbins/Yuba City,Rural,,,222,,,,113,109,,,,54,60,49,35,16,,,8,41,177,4,,,,,154,31,37,,,,202,,16,,,,4,,,,,202,20,,5443,,222,,,,,173,4,6,5,22,3,,,,,,,9,,,,,1,221,,,222,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,1,32,,3,186,,,
106514030,514030,SUTTER,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,455 PLUMAS BOULEVARD,YUBA CITY,95991,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 3,Meridian/Robbins/Yuba City,Rural,273,,,,,,90,183,,,,,11,34,48,56,78,42,4,44,204,25,,14,,,190,30,39,,264,4,4,1,,,,,,,,,1,,272,,679,,25,248,,,,214,7,,23,1,,1,,26,,,1,,,,,,1,272,,,,66,160,,29,18,2,50,,5,,1,2,,1,,58,5,99,12,,,,1,27,10,,2,,1,63,,1,1,33,2,38,103,13,,4,,12,,,,,,273,,,
106514033,514033,SUTTER,NORTH VALLEY BEHAVIORAL HEALTH,1535 PLUMAS COURT,YUBA CITY,95993,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 3,Meridian/Robbins/Yuba City,Rural,,,202,,,,119,83,,,,53,49,50,38,,,,12,43,154,5,,,,,132,32,38,,,,191,,11,,,,,,,,,189,13,,6199,,202,,,,,140,5,12,8,20,,,1,,,,,16,,,,,,202,,,202,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,1,40,,1,160,,,
106521041,521041,TEHAMA,ST. ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 1,District 3,Gerber/Los Flores/Proberta/Red Bluff,Rural,3433,,,,,,1451,1982,,523,46,343,363,221,296,544,551,546,,580,2848,5,58,44,,20,2709,31,531,40,2890,19,12,28,1,9,1,,2,,471,,2382,7,1032,12,10311,1692,762,429,471,79,,2081,180,16,369,4,,123,65,532,,,50,10,,3,,,359,3074,,32,167,583,1447,13,1190,1,671,41,13,182,63,69,,4,346,282,238,63,47,153,506,481,,26,243,5,,481,463,88,135,,,,66,1,55,167,22,2,35,28,1833,57,11,115,,19,3288,,,
106524017,524017,TEHAMA,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,925 WALNUT ST,RED BLUFF,96080,Investor - Corporation,Small/Rural,1-49,District 1,District 3,Gerber/Los Flores/Proberta/Red Bluff,Rural,,,421,,,,153,268,,,190,72,74,55,26,,,,4,59,361,1,17,,,16,328,43,17,,,,421,,,,,,,,,,,421,,,5499,,421,,,,,355,1,,,61,2,,,,,,,2,,,,,,421,,,421,,,,,,,,,,420,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,,,41,,5,375,,,
106531059,531059,TRINITY,TRINITY HOSPITAL,60  EASTER AVENUE,WEAVERVILLE,96093,District,Small/Rural,1-49,District 2,District 2,Douglas City/Lewiston/Trinity Center/Weaverville,Frontier,98,113,,,,,109,102,,,,,,,13,43,79,67,9,,195,16,,,,,195,16,,,134,,16,,,61,,,,,,,101,,110,,5030,,163,48,,,,100,14,,60,2,,5,22,2,,,,,1,5,,,67,144,,,,,162,,31,18,9,10,3,8,,6,,,11,63,7,12,13,25,,,,23,19,2,,129,,,,,,,,,,,,,1,,81,,,3,,2,206,,,
106540734,540734,TULARE,KAWEAH HEALTH MEDICAL CENTER,400 WEST MINERAL KING,VISALIA,93291,District,Teaching,300-499,District 12,District 32,Farmersville/Goshen/Visalia,Urban,26098,338,1183,,553,,12112,16055,5,5139,478,3536,3499,2042,2635,3798,3811,3234,,16057,11631,484,136,746,37,614,24995,176,1280,188,18593,1543,588,526,285,1772,3,,32,47,4783,,14996,,13176,,152821,4543,13441,4748,4783,657,,18782,436,526,2598,226,78,425,725,3777,,79,382,132,,,,6,1859,26313,,250,543,5752,9651,93,11881,2,861,509,116,1393,1636,674,10,6,3684,1752,2074,395,601,1440,5124,4864,9,308,2354,361,1,1068,4987,2745,1771,,,1,146,56,475,1391,340,105,421,241,14339,86,,857,1,99,27215,,,
106540798,540798,TULARE,SIERRA VIEW MEDICAL CENTER,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,District,Teaching,150-199,District 16,District 33,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella,Rural,6049,23,,,,,2579,3491,2,1295,100,798,727,457,561,793,668,673,,3755,2297,20,142,114,29,64,1880,17,3795,31,4667,10,25,172,14,,,,14,,1170,,3523,,2549,,22812,335,3294,1273,1170,,,4358,101,1,664,7,13,96,140,523,,46,72,8,,43,,,536,5536,,34,39,797,1777,15,3410,,712,101,20,274,83,172,4,6,542,386,645,66,64,279,1201,1205,3,72,231,6,,2216,1172,338,534,,1,,83,7,86,179,35,5,77,22,1236,81,2,94,,17,5959,,,
106540816,540816,TULARE,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,93274,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 12,District 33,Tipton/Tulare/Woodville,Rural,1876,,,,,,919,957,,33,17,120,164,203,345,389,311,294,,992,865,19,,16,,74,1538,27,221,,1625,31,120,63,,,4,,,,33,,1666,76,122,12,8089,1568,213,62,33,,,922,114,6,249,1,1,70,41,423,,2,39,6,,,2,,249,1627,,37,45,343,713,27,710,1,389,14,2,209,48,90,,4,227,207,219,41,26,111,43,33,,17,189,7,,343,38,117,129,,7,,1,,91,99,7,,25,3,991,25,24,78,,10,1764,,,
