ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,Investor - Limited Liability Company,200-299,District 26,District 50,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,NA,190534,4692,,,,,,2399,2293,,17,206,326,436,711,950,833,1213,,,,333,1810,3,1141,134,1270,1,791,3693,208,,30,530,4132,,,578,,4114,,,4433,259,,,21,103,,,34,3398,1134,,,,,2,43,267,6,163,495,45,,19,69,193,1974,1296,118,4,,,,,1205,2848,1,13,227,332,66,,,6,59,113,680,524,15,232,3,343,798,302,55,464,218,11,483,159,227,,,,93,623,347,20,110,432,36,2674,62,140,27,88,1,,1,12,1,19,5,1,,,,138,206,117,16,1,2,,8,3915,111,158,18,,2,,4461,7,116,108,,,23466
106190541,MONROVIA MEMORIAL HOSPITAL,LOS ANGELES,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,Investor - Limited Liability Company,1-49,District 25,District 41,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,Urban,NA,190541,484,,,,,,233,251,,,8,23,36,105,98,87,127,,,,82,61,3,11,2,325,,174,308,2,,,484,,,484,,,,,,472,12,,,,,,,311,173,,,,,,,3,2,,80,24,,,,,,176,198,,,1,,,,,308,,,39,,137,,,,,,2,11,,10,1,7,151,5,,175,3,2,106,11,,,,,39,64,13,,4,157,18,141,25,19,,4,,,,,,,,,,,,,,,,,,,,483,1,,,,,,481,,1,2,,,10412
106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,Investor - Individual,100-149,District 22,District 49,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,NA,190547,6253,,,,,,4021,2232,,196,818,887,502,645,631,554,635,1296,89,,1059,184,9,19,3,4979,,4727,1524,2,,709,3044,2500,,747,2,,4222,1282,,6175,78,,,,58,,,736,4157,20,,1282,,,,194,161,5,70,364,25,,7,26,2,5049,349,,1,,,,,3548,1438,4,7,333,913,8,2,,1351,94,179,421,787,15,249,4,379,213,210,23,197,70,5,355,131,275,3,1282,10,90,553,560,162,161,211,15,2837,71,110,54,55,1,1,2,9,7,54,6,1294,,,,157,94,11,2,1,,4,4,5800,24,143,10,2,1,,6136,48,58,9,2,,21492
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,LOS ANGELES,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,Non-profit Corporation (incl. Church-related),100-149,District 27,District 45,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,NA,190552,,28,,154,,,96,86,,,,,1,9,53,55,64,,,,6,4,,4,,168,,16,165,1,,83,99,,,5,1,,176,,,149,33,,,1,14,1,3,114,29,20,,,,,,13,1,,21,,,,9,1,40,80,17,,,,,,,23,144,,,15,,,,,,,,4,,,,,,,,153,1,23,,1,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,1,,,,,,,171,5,4,1,,,,174,,6,2,,,22623
106190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Non-profit Corporation (incl. Church-related),500+,District 26,District 50,HOLLYWOOD HILLS/HOLLYWOOD WEST/MOUNT OLYMPUS/WEST HOLLYWOOD,Urban,Teaching,190555,55345,,,,,,30783,24559,3,725,3201,7907,4778,6129,8488,8074,9018,6557,459,9,4222,7578,70,3758,399,39317,1,8007,46876,461,1,131,27681,27533,,10254,27408,,11132,6244,307,53611,1734,,10,68,811,6,,2481,45040,681,3,6238,6,,1,439,533,2,1148,10785,353,1,81,1887,111,35789,4063,5,148,,,,,5664,23830,225,,24343,657,388,,238,6704,545,3282,8005,5298,90,1683,49,2040,4035,5410,479,4322,1722,636,2153,865,1373,279,6252,123,3611,6754,5060,536,2019,5475,1757,16000,1053,1398,1111,1193,70,170,22,653,333,1562,335,6169,32,28,4,4886,2560,764,210,32,5,19,38,42969,545,2536,252,524,2,3,52846,165,767,1550,3,14,277461
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,Non-profit Corporation (incl. Church-related),300-499,District 27,District 45,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,NA,190568,13638,,420,1468,,,8076,7449,1,969,1187,1291,1252,1834,2550,2263,2780,901,499,,1072,853,23,1450,346,11782,,4827,10220,465,14,149,4083,11275,19,2994,4768,,6437,655,672,14784,718,24,,77,1765,2,244,318,12013,418,34,654,,1,,538,365,1,386,2787,169,4,46,268,161,8883,1832,5,75,,6,,,4574,6684,140,,3522,323,274,8,1,797,97,292,2394,1402,19,608,9,534,1747,1956,1629,1095,505,71,936,154,525,27,665,64,513,2443,1097,77,421,1589,219,6586,216,372,70,303,3,10,2,806,28,76,15,672,2,3,3,322,1145,463,93,50,1,6,15,12634,59,491,97,103,47,,15043,1,314,118,,50,68133
106190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,13222 BLOOMFIELD AVENUE,NORWALK,90650,Investor - Corporation,50-99,District 32,District 57,NORWALK/STUDEBAKER,Urban,NA,190570,2974,,,,,,1319,1655,,20,196,259,388,633,688,418,372,,,,161,581,5,1255,117,855,,1366,1371,237,,359,1111,1504,,904,2048,6,16,,,2941,33,,1,303,,7,,1163,1000,491,8,,,,1,277,227,,52,110,19,7,21,4,39,1320,892,1,5,,,,,1525,1278,56,,108,7,,,,10,34,32,356,443,5,155,,251,754,161,53,72,158,5,206,112,166,1,,,70,225,340,6,67,58,2,2033,33,64,12,58,,,,2,1,2,1,,,,,9,80,7,11,1,,,1,2812,21,27,4,1,,,2859,,100,8,,7,14433
106190587,COLLEGE MEDICAL CENTER,LOS ANGELES,2776 PACIFIC AVENUE,LONG BEACH,90806,Investor - Limited Liability Company,100-149,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,NA,190587,2951,,,6009,,,3572,5388,,120,1995,1776,1435,1617,1048,554,415,,,,582,2626,29,919,17,4787,,2727,6190,43,,1891,1131,5938,,35,5298,,3626,,1,8796,163,1,,977,4,71,356,2028,4779,745,,,,,,226,361,2,93,190,36,17,407,59,238,6512,816,1,,,2,,,6708,1957,28,,190,73,2,,2,49,55,24,323,342,3,250,1,180,414,272,6149,103,105,5,278,104,302,1,,,31,522,218,24,61,102,8,7737,86,83,6,73,,,,1,3,,2,3,,,,128,173,34,42,112,3,2,10,6587,166,1671,27,,5,,5709,1,3186,50,14,,66171
106190599,KINDRED HOSPITAL PARAMOUNT,LOS ANGELES,16453 COLORADO AVENUE,PARAMOUNT,90723,Investor - Limited Liability Company,150-199,District 33,District 63,BELLFLOWER/PARAMOUNT SOUTH,Urban,NA,190599,529,,,,,,228,301,,,7,17,35,68,143,138,121,,,,37,125,1,1,42,323,,171,343,15,,,529,,,529,,,,,,494,35,,,,,,,504,2,23,,,,,,21,10,,146,60,5,,,6,2,32,221,,26,,,,,57,383,1,18,70,,,,,,,1,13,20,,20,,5,302,29,,4,,,106,29,,,,,13,210,31,,10,47,1,76,25,40,1,73,,,,2,,,,,,,,78,4,2,1,,,,,415,11,15,,3,,,521,,5,3,,,28474
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,1798 NORTH GAREY AVENUE,POMONA,91767,Non-profit Corporation (incl. Church-related),300-499,District 20,District 52,CLAREMONT/LA VERNE/POMONA NORTHWEST/SAN DIMAS,Urban,NA,190630,26612,,,,,,16021,10591,,686,4018,3462,1578,2149,2714,2436,2887,6273,409,,2726,1703,33,6566,4,15580,,12841,13010,761,,536,13432,12644,,2765,11230,,5493,5928,1196,25317,1295,,23,265,,9,,332,19649,402,,5902,25,1,4,587,331,3,673,27,285,15,37,216,16,21090,2090,34,1208,,,,,13735,7005,494,285,4109,913,71,,,6313,184,591,3133,1682,19,642,11,617,2208,2064,140,552,543,54,1165,240,351,36,5911,156,608,3578,1716,191,626,1392,383,10714,328,508,161,455,4,22,5,164,40,89,16,5599,6,5,2,497,1144,621,138,29,3,9,23,23140,185,670,130,15,6,2,26037,,426,122,21,6,99962
106190631,PIH HEALTH HOSPITAL - WHITTIER,LOS ANGELES,12401 WASHINGTON BLVD.,WHITTIER,90602,Non-profit Corporation (incl. Church-related),500+,District 32,District 57,LA HABRA HEIGHTS/WHITTIER,Urban,NA,190631,19664,628,195,,,,11954,8533,,153,1337,1952,1597,2299,3222,3507,4530,1890,,,1000,328,38,133,40,18948,,13312,7154,21,,463,7335,12689,,2472,1729,,14508,1778,,19414,1073,,,52,4064,7,139,1505,12883,59,,1773,5,,,586,210,,467,4541,435,4,25,175,61,11494,2473,10,6,,,,,3782,10730,144,5,5553,215,58,,,1995,203,735,3441,2212,26,989,22,665,2424,1600,107,1150,628,187,1010,296,896,14,1778,109,639,2740,1849,219,742,1419,282,8724,389,429,204,477,5,18,3,133,58,298,45,1768,5,37,4,1356,1057,94,22,6,,7,20,16448,164,1230,58,25,,,20157,2,241,78,8,1,85563
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,LOS ANGELES,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,Investor - Corporation,300-499,District 22,District 48,VALINDA/WEST COVINA,Urban,NA,190636,18175,,225,,,,11403,6988,9,457,2507,2424,1252,1696,2065,1705,2001,4064,229,,2869,443,45,273,59,14711,,12561,5760,79,,326,9278,8796,,2087,4806,9,7739,3759,,18196,204,,,26,13,1,134,588,13399,471,1,3741,2,16,8,16,1563,,253,67,1559,,4,,72,14022,158,685,,,1,,,9362,4773,234,1,2855,1100,59,,16,4091,196,475,1561,1918,33,628,11,827,937,790,77,460,409,44,1142,244,660,16,3744,137,277,5175,1503,195,393,568,152,5117,245,245,241,195,8,15,2,154,30,174,17,3694,,,,445,434,52,23,3,,2,8,16845,57,459,63,9,,,18162,,173,54,10,1,71448
106190661,SILVER LAKE MEDICAL CENTER - DOWNTOWN CAMPUS,LOS ANGELES,1711 WEST TEMPLE STREET,LOS ANGELES,90026,Investor - Corporation,100-149,District 24,District 51,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,NA,190661,2289,,,4191,,,2316,4163,1,22,600,831,886,1466,1400,816,459,,,,415,1555,15,1997,3,2495,,1826,4652,2,,1554,4926,,,74,3,2,6401,,,6441,39,,,4,61,102,460,1457,2255,2141,,,,,,330,132,3,25,14,2,12,312,4,70,3036,2537,,3,,,,,2553,3813,,,66,38,10,,,,45,23,165,251,3,192,,236,453,119,4197,93,83,5,309,176,130,,,,42,4350,156,2,37,49,4,1678,12,32,41,59,,,,5,3,7,3,,,,,36,100,9,5,3,,,3,6176,98,39,6,,5,,5660,,802,18,,,54199
106190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,Investor - Limited Liability Company,100-149,District 25,District 41,CLAREMONT/LA VERNE/POMONA NORTHWEST/SAN DIMAS,Urban,NA,190673,3353,,,,,,2131,1221,1,20,255,395,194,298,472,538,720,461,,,546,158,7,12,5,2625,,1004,2343,6,,2,1168,2183,,661,2148,,83,461,,3280,73,,,12,,2,,3,2551,324,,461,,,,187,327,,45,271,43,,12,38,7,2084,338,1,,,,,,16,1706,29,2,1259,335,6,,,498,16,59,298,370,,91,,208,471,177,24,187,101,1,226,45,120,,461,,55,727,265,40,61,144,5,1458,17,49,9,30,1,12,,2,2,13,,463,,,,86,207,5,2,,,,1,2855,44,144,4,5,,,3301,,19,31,2,,10507
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,1300 WEST SEVENTH STREET,SAN PEDRO,90732,Non-profit Corporation (incl. Church-related),200-299,District 35,District 70,MIRALESTE/PALO VERDES ESTATES/PORTUGUESE BEND/RANCHO PALOS VERDES/ROLLING HILLS/SAN PEDRO WEST,Urban,NA,190680,5051,731,352,453,233,20,3704,3136,,85,654,626,687,1032,1123,967,1272,394,,,300,575,5,2724,65,3170,1,2617,4106,116,1,56,3208,3552,24,2485,3546,7,411,391,,6629,211,,,18,9,3,1154,704,4491,68,,389,2,,2,447,163,3,135,764,123,31,57,41,16,4162,894,1,1,2,,,,2155,3096,108,36,1167,250,27,,1,438,86,132,794,676,10,213,2,315,785,487,1071,171,222,112,583,161,185,3,391,3,143,1307,464,97,149,273,27,3554,61,98,109,103,1,3,,15,9,26,5,396,,,,122,378,34,10,12,,1,4,5914,67,252,30,15,1,,6421,7,358,53,,1,64027
106190681,DOCS SURGICAL HOSPITAL,LOS ANGELES,6000 SAN VICENTE BOULEVARD,LOS ANGELES,90036,Investor - Limited Liability Company,1-49,District 30,District 50,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,NA,190681,188,,,,,,79,109,,,8,23,30,49,43,30,5,,,,3,14,1,80,,90,,60,128,,,,188,,,188,,,,,,182,6,,,,,,,,188,,,,,,,,,,,,,,,,,185,3,,,,,,,,64,,10,38,4,72,,,,,,,,,,,,,12,,173,3,,,,,,,,,,,,,170,15,1,,1,,,,,,,,,1,,,,,,,7,,,,,,111,68,2,,,,,185,,,3,,,388
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,LOS ANGELES,1250 16TH STREET,SANTA MONICA,90404,University of California,200-299,District 26,District 50,SANTA MONICA CENTRAL/SAWTELLE/WEST LOS ANGELES,Urban,NA,190687,16246,,,,,,9165,7081,,666,807,2100,1192,1547,2283,2207,3010,1901,533,,1552,1435,51,2681,131,10395,1,2894,13230,122,,1172,7252,7822,,2750,8857,2,3057,1579,1,14745,1501,,1,6,873,,,1719,11774,284,3,1576,3,,7,388,186,,262,3432,316,,52,228,5,9503,1854,7,13,,,,,2066,6565,91,4,7018,467,35,,,1656,330,898,1397,1440,20,540,13,588,1771,1346,197,1575,412,624,952,282,404,69,1579,153,328,2966,961,93,505,1869,307,5985,300,347,241,167,7,40,3,151,51,327,66,1500,6,26,,1062,803,107,22,3,,4,21,12582,269,1133,74,154,8,4,15408,39,458,340,1,,72929
106190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,Investor - Corporation,200-299,District 18,District 39,PACOIMA EAST/SUN VALLEY WEST,Urban,NA,190696,2255,75,,1665,,,1740,2255,,70,723,721,670,732,542,210,218,109,,,108,696,,2233,,958,,2162,1833,,,944,389,2662,,196,2467,4,1219,109,,3927,68,,,107,,1,38,964,2654,122,,109,,,,41,379,,57,160,,4,25,,206,3042,15,66,,,,,1,3106,663,,,163,53,9,,,135,20,62,159,333,8,127,4,162,88,159,1806,66,82,2,321,80,272,,109,,6,197,120,42,48,22,7,3344,22,45,3,19,,,,,1,1,2,116,,,,28,75,35,28,7,,,14,3686,15,87,18,1,1,,2915,,1073,7,,,39463
106190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,Non-profit Corporation (incl. Church-related),150-199,District 18,District 46,SHERMAN OAKS/STUDIO CITY/VALLEY VILLAGE,Urban,NA,190708,5064,28,,682,,,2920,2854,,19,203,263,398,892,1203,1228,1568,,,,159,455,,1546,203,3411,,930,4805,39,,468,557,4749,,340,480,,4954,,,5739,35,,,33,10,36,172,665,3527,1331,,,,,,268,286,,187,464,57,11,76,174,174,2394,1672,,11,,,,,1473,3638,,,534,60,69,,,8,26,92,818,581,31,230,2,340,999,469,791,374,219,16,505,166,106,1,,,68,793,319,4,108,441,11,3519,54,235,13,187,2,2,,7,6,,4,1,,,,214,355,50,6,7,,,3,4101,388,598,28,16,8,,5393,3,292,86,,,28332
106190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,Non-profit Corporation (incl. Church-related),300-499,District 33,District 63,DOWNEY SOUTHWEST/LYNWOOD NORTH CENTRAL/SOUTH GATE EAST,Urban,NA,190754,23089,272,,2262,,,14567,11056,,651,4369,3657,2440,3223,3147,1931,1620,4432,153,,324,5463,10,17792,416,1618,,17000,7937,686,,737,11691,13195,,979,17460,,2461,4272,451,25426,193,4,464,64,832,15,103,2560,16805,333,173,4247,25,,2,789,861,,449,1588,148,44,90,71,334,19665,1448,20,116,,,,,17447,5551,3,51,1750,800,21,,,4743,209,512,2364,1841,41,922,16,856,1520,1981,2538,479,579,57,1078,370,1180,7,4272,58,421,7006,1170,265,549,841,218,8888,259,600,137,638,8,13,12,233,39,103,37,4070,5,10,101,679,606,484,323,120,4,8,15,22017,139,963,138,117,10,,24909,38,468,69,113,26,112311
106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,LOS ANGELES,2121 SANTA MONICA BLVD.,SANTA MONICA,90404,Non-profit Corporation (incl. Church-related),200-299,District 26,District 50,SANTA MONICA CENTRAL/SAWTELLE/WEST LOS ANGELES,Urban,NA,190756,14238,,,,,,8448,5790,,58,531,1929,908,1238,1908,2566,3107,1993,,,801,661,17,2247,690,9811,11,1310,12395,533,,11,7733,6494,,5102,6687,3,461,1985,,14014,224,,1,11,198,,31,58,11783,168,3,1984,,1,,192,156,,315,2607,147,1,18,128,12,9086,1571,4,,,1,,,1033,6508,34,,6279,325,59,,,2071,93,1129,1489,1081,11,222,7,478,998,892,64,2051,295,104,705,206,334,16,1984,8,507,1003,946,131,343,2266,343,4642,399,339,209,236,8,95,4,99,65,578,76,1944,2,2,1,484,657,52,13,1,2,5,5,12453,79,384,29,72,1,1,13731,32,168,304,3,,57600
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,501 S BUENA VISTA STREET,BURBANK,91505,Non-profit Corporation (incl. Church-related),300-499,District 25,District 43,BURBANK NORTH/NORTH HOLLYWOOD SOUTH,Urban,NA,190758,17886,26,217,1,1,,10437,7694,,120,1456,2083,1285,1882,2602,2914,3469,2320,,,867,724,10,2256,112,14145,17,4913,13114,87,17,39,8017,10074,1,3802,10296,3,1788,2242,,17748,383,,1,8,778,2,323,357,14248,172,,2234,5,3,,339,171,,555,2115,285,1,37,169,12,12254,2181,5,3,,4,,,4823,7758,54,,5034,391,71,,,2357,173,793,2620,1830,16,738,9,751,1669,1280,137,895,454,107,1212,324,432,19,2250,65,710,2055,1837,209,527,1233,155,6872,339,368,264,602,21,16,,163,70,445,21,2214,1,9,,506,903,76,15,3,1,3,15,15863,134,411,71,129,1,,17875,21,65,164,2,4,75994
106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,2131 WEST 3RD STREET,LOS ANGELES,90057,Non-profit Corporation (incl. Church-related),300-499,District 24,District 51,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,NA,190762,9975,219,378,,,,5404,5168,,27,258,507,798,1593,2148,2391,2849,,1,,3347,1303,15,465,306,5135,1,3965,6242,365,,343,3011,7218,,3372,2442,,4758,,,10128,444,,13,12,991,1,130,846,8263,304,4,,,,8,346,320,,292,1061,132,3,1,251,1,6363,1772,1,29,,,,,735,4381,12,93,5207,101,40,,3,4,156,740,1938,1213,28,498,8,582,1087,1538,60,960,262,227,696,154,403,18,,,395,1659,1022,9,433,1064,203,4268,192,282,296,352,21,15,1,243,44,44,8,,,18,3,908,573,46,14,2,,9,13,8255,80,524,24,123,1,,10279,9,106,97,80,1,57792
106190766,COAST PLAZA HOSPITAL,LOS ANGELES,13100 STUDEBAKER ROAD,NORWALK,90650,Investor - Limited Liability Company,100-149,District 32,District 57,NORWALK/STUDEBAKER,Urban,NA,190766,2401,,,,,,1228,1173,,22,138,155,267,445,480,387,497,,10,,207,258,2,719,,1215,,1211,1190,,,4,393,2004,,72,2326,,3,,,2398,3,,1,,68,3,1,218,1630,476,4,,,,,118,122,,86,130,,4,,,33,1380,526,2,,,,,58,952,1172,2,,166,32,3,,16,7,32,35,388,315,2,154,2,148,469,174,28,57,122,6,222,103,137,,,,95,326,224,22,93,78,9,1410,19,68,3,46,,,,1,4,2,,1,,,,72,84,10,4,4,,,,2109,22,72,10,,14,,2354,,41,4,2,,10866
106190782,TARZANA TREATMENT CENTER,LOS ANGELES,18646 OXNARD STREET,TARZANA,91356,Non-profit Corporation (incl. Church-related),50-99,District 27,District 45,RESEDA SOUTH/VAN NUYS SOUTHWEST,Urban,NA,190782,,,1,2800,,,995,1804,2,51,623,861,504,500,229,30,2,1,,,80,542,23,307,,1849,,837,1716,248,,,2801,,,2799,,,1,1,,2801,,,,14,1,5,,65,2715,,,,,1,,43,526,,1,,,,9,679,,1538,2,,3,,,,66,1097,117,771,,699,49,,1,1,,,,,,,,,,,,2800,,,,,,1,,,,,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2801,,,,,,,1880,,891,15,12,3,15985
106190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,757 WESTWOOD PLAZA,LOS ANGELES,90095,University of California,300-499,District 26,District 54,CENTURY CITY/CHEVIOT HILLS/RANCHO PARK/WEST LOS ANGELES/WESTWOOD,Urban,Teaching,190796,24233,,,2,,,12310,11924,1,1289,2064,3067,2345,3294,3836,2807,1898,2260,1375,,2826,2272,112,5534,232,13258,1,6226,17802,207,,643,12863,10728,1,6443,10106,2,5270,1785,629,23548,687,,2,24,1171,,,2107,18979,62,100,1772,3,10,5,634,197,,587,4286,203,5,139,679,4,16519,940,29,13,,,,,5040,7707,286,33,10325,767,77,,,1910,361,2611,3495,2192,95,958,92,735,1637,3353,257,430,1494,476,1012,179,744,363,1771,70,1610,4874,2346,292,795,902,1148,5697,732,742,856,939,103,185,67,298,271,186,318,1726,59,73,16,3569,751,519,82,27,1,10,24,17241,283,1357,124,241,5,1,22842,71,352,969,1,,152285
106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,15107 VANOWEN STREET,VAN NUYS,91405,Non-profit Corporation (incl. Church-related),300-499,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,NA,190812,15358,,197,1,,,9172,6380,4,660,2070,1881,1241,1708,1951,1324,1285,2881,555,,577,871,7,626,23,13452,,9493,5959,104,,1111,7777,6668,,2364,2316,,8284,2592,,15388,168,,4,43,1598,3,224,1659,9165,182,86,2586,4,2,,298,393,,338,1468,107,5,41,202,44,11664,949,30,17,,,,,7338,2850,,45,5016,160,134,13,,3060,145,420,1459,1499,30,468,11,540,1467,795,79,859,304,114,822,241,531,20,2589,103,415,3384,1231,177,384,957,192,5184,136,323,126,208,6,25,,31,21,100,24,2609,,,23,249,350,49,13,1,1,1,4,14265,149,403,39,31,,1,15239,,214,78,4,21,76099
106190818,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,1812 VERDUGO BOULEVARD,GLENDALE,91208,Non-profit Corporation (incl. Church-related),150-199,District 25,District 43,BURBANK SOUTH/EAGLE ROCK/GLENDALE NORTHWEST,Urban,NA,190818,5601,570,,571,,,3643,3099,,30,230,507,333,691,1245,1447,1930,329,,,405,211,25,361,351,5387,2,827,5799,109,7,66,2290,4379,7,1671,1588,,3160,323,,6084,647,11,2,21,97,6,243,204,5337,506,2,321,2,,1,408,112,,158,1068,144,1,68,17,164,3253,1335,1,13,,,,,746,3961,9,3,1920,87,14,2,,353,41,308,698,752,12,193,2,365,967,583,454,383,321,100,530,129,217,5,323,6,127,1068,448,27,151,424,35,3412,77,164,172,60,1,4,,9,26,207,9,321,,,,138,508,51,5,6,,3,5,5558,135,294,25,14,,,6637,,14,68,20,3,33344
